地域階層,地域コード,東京都26町丁目コード,区市町村名称,町・大字名,丁目・字,地域名称,経営組織階層,経営組織コード,経営組織名称,従業者数（人）,従業者数／男（人）,従業者数／女（人）,従業者数／個人業主（人）,従業者数／個人業主／男（人）,従業者数／個人業主／女（人）,従業者数／無給の家族従業者（人）,従業者数／無給の家族従業者／男（人）,従業者数／無給の家族従業者／女（人）,従業者数／有給役員（人）,従業者数／有給役員／男（人）,従業者数／有給役員／女（人）,従業者数／雇用者（人）,従業者数／雇用者／男（人）,従業者数／雇用者／女（人）,従業者数／雇用者／常用雇用者（人）,従業者数／雇用者／常用雇用者／男（人）,従業者数／雇用者／常用雇用者／女（人）,従業者数／雇用者／常用雇用者／正社員・正職員（人）,従業者数／雇用者／常用雇用者／正社員・正職員／男（人）,従業者数／雇用者／常用雇用者／正社員・正職員／女（人）,従業者数／雇用者／常用雇用者／正社員・正職員以外（人）,従業者数／雇用者／常用雇用者／正社員・正職員以外／男（人）,従業者数／雇用者／常用雇用者／正社員・正職員以外／女（人）,従業者数／雇用者／臨時雇用者（人）,従業者数／雇用者／臨時雇用者／男（人）,従業者数／雇用者／臨時雇用者／女（人）,従業者数／（再掲）他への出向・派遣従業者（人）,従業者数／（再掲）他への出向・派遣従業者／男（人）,従業者数／（再掲）他への出向・派遣従業者／女（人）,他からの出向・派遣従業者（人）,他からの出向・派遣従業者／男（人）,他からの出向・派遣従業者／女（人）,事業従事者数（人）,事業従事者数／男（人）,事業従事者数／女（人）
4,13204,1320400000,三鷹市,,,三鷹市,1,1000,民営,57740,32014,25681,1891,1369,522,473,101,372,3612,2471,1140,51764,28073,23647,49478,27140,22294,30423,20266,10121,19055,6874,12173,2286,933,1353,656,503,153,2221,1257,964,59305,32768,26492
4,13204,1320400000,三鷹市,,,三鷹市,2,1100,個人,5405,2473,2932,1891,1369,522,473,101,372,-,-,-,3041,1003,2038,2732,909,1823,1303,455,848,1429,454,975,309,94,215,23,8,15,5,3,2,5387,2468,2919
4,13204,1320400000,三鷹市,,,三鷹市,3,1210,会社,40548,25030,15473,-,-,-,-,-,-,3311,2271,1039,37237,22759,14434,35619,22056,13519,21943,16969,4938,13676,5087,8581,1618,703,915,614,489,125,1980,1157,823,41914,25698,16171
4,13204,1320400000,三鷹市,,,三鷹市,3,1220,会社以外の法人,11705,4464,7241,-,-,-,-,-,-,299,199,100,11406,4265,7141,11051,4131,6920,7121,2804,4317,3930,1327,2603,355,134,221,19,6,13,221,88,133,11907,4546,7361
4,13204,1320400000,三鷹市,,,三鷹市,2,1300,法人でない団体,82,47,35,-,-,-,-,-,-,2,1,1,80,46,34,76,44,32,56,38,18,20,6,14,4,2,2,-,-,-,15,9,6,97,56,41
5,13204,1320400800,三鷹市,三鷹市井口,,三鷹市井口,1,1000,民営,1872,1068,804,106,80,26,17,5,12,215,160,55,1534,823,711,1419,761,658,738,510,228,681,251,430,115,62,53,17,3,14,16,9,7,1871,1074,797
5,13204,1320400800,三鷹市,三鷹市井口,,三鷹市井口,2,1100,個人,258,125,133,106,80,26,17,5,12,-,-,-,135,40,95,125,35,90,73,21,52,52,14,38,10,5,5,-,-,-,-,-,-,258,125,133
5,13204,1320400800,三鷹市,三鷹市井口,,三鷹市井口,3,1210,会社,1524,918,606,-,-,-,-,-,-,210,158,52,1314,760,554,1225,703,522,611,472,139,614,231,383,89,57,32,17,3,14,16,9,7,1523,924,599
5,13204,1320400800,三鷹市,三鷹市井口,,三鷹市井口,3,1220,会社以外の法人,90,25,65,-,-,-,-,-,-,5,2,3,85,23,62,69,23,46,54,17,37,15,6,9,16,-,16,-,-,-,-,-,-,90,25,65
5,13204,1320400800,三鷹市,三鷹市井口,,三鷹市井口,2,1300,法人でない団体,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
