地域階層,地域コード,東京都26町丁目コード,区市町村名称,町・大字名,丁目・字,地域名称,資本金階級階層,資本金階級コード,資本金階級名称,A～R全産業（Ｓ公務を除く）／会社企業数,A～R全産業（Ｓ公務を除く）／企業従業者数（人）,A～B農林漁業／会社企業数,A～B農林漁業／企業従業者数（人）,A農業，林業／会社企業数,A農業，林業／企業従業者数（人）,B漁業／会社企業数,B漁業／企業従業者数（人）,C～R非農林漁業（Ｓ公務を除く）／会社企業数,C～R非農林漁業（Ｓ公務を除く）／企業従業者数（人）,C鉱業，採石業，砂利採取業／会社企業数,C鉱業，採石業，砂利採取業／企業従業者数（人）,D建設業／会社企業数,D建設業／企業従業者数（人）,E製造業／会社企業数,E製造業／企業従業者数（人）,F電気・ガス・熱供給・水道業／会社企業数,F電気・ガス・熱供給・水道業／企業従業者数（人）,G情報通信業／会社企業数,G情報通信業／企業従業者数（人）,H運輸業，郵便業／会社企業数,H運輸業，郵便業／企業従業者数（人）,I卸売業，小売業／会社企業数,I卸売業，小売業／企業従業者数（人）,J金融業，保険業／会社企業数,J金融業，保険業／企業従業者数（人）,K不動産業，物品賃貸業／会社企業数,K不動産業，物品賃貸業／企業従業者数（人）,L学術研究，専門・技術サービス業／会社企業数,L学術研究，専門・技術サービス業／企業従業者数（人）,M宿泊業，飲食サービス業／会社企業数,M宿泊業，飲食サービス業／企業従業者数（人）,N生活関連サービス業，娯楽業／会社企業数,N生活関連サービス業，娯楽業／企業従業者数（人）,O教育，学習支援業／会社企業数,O教育，学習支援業／企業従業者数（人）,P医療，福祉／会社企業数,P医療，福祉／企業従業者数（人）,Q複合サービス事業／会社企業数,Q複合サービス事業／企業従業者数（人）,Rサービス業（他に分類されないもの）／会社企業数,Rサービス業（他に分類されないもの）／企業従業者数（人）
4,13105,1310500000,文京区,,,文京区,0,00,総数（資本金階級）,6620,219505,1,2,1,2,-,-,6619,219503,-,-,394,12572,1007,50788,-,-,733,25857,61,6564,1718,36946,77,3536,819,4646,638,7491,460,21800,198,6431,104,9729,101,1726,-,-,309,31417
4,13105,1310500000,文京区,,,文京区,1,01,資本金300万円未満,353,2048,-,-,-,-,-,-,353,2048,-,-,19,81,32,126,-,-,32,153,1,2,81,411,5,9,43,93,51,171,37,307,16,53,10,69,13,184,-,-,13,389
4,13105,1310500000,文京区,,,文京区,1,02,資本金300万～500万円未満,1725,8623,-,-,-,-,-,-,1725,8623,-,-,94,390,281,1236,-,-,117,450,11,107,427,2206,15,51,233,613,185,637,182,1490,70,407,29,280,29,231,-,-,52,525
4,13105,1310500000,文京区,,,文京区,1,03,資本金500万～1000万円未満,535,3583,-,-,-,-,-,-,535,3583,-,-,32,129,58,345,-,-,41,314,5,51,138,903,8,23,82,231,44,285,59,467,19,182,7,232,15,139,-,-,27,282
4,13105,1310500000,文京区,,,文京区,1,04,資本金1000万～3000万円未満,2795,45378,-,-,-,-,-,-,2795,45378,-,-,166,1919,452,7038,-,-,389,5054,27,708,747,7716,28,899,353,1665,281,2499,78,2891,53,1217,41,8107,29,546,-,-,151,5119
4,13105,1310500000,文京区,,,文京区,1,05,資本金3000万～5000万円未満,360,17597,1,2,1,2,-,-,359,17595,-,-,36,957,55,4368,-,-,58,2383,3,1265,109,3747,4,13,35,160,23,738,11,671,5,403,4,53,1,134,-,-,15,2703
4,13105,1310500000,文京区,,,文京区,1,06,資本金5000万～1億円未満,287,28768,-,-,-,-,-,-,287,28768,-,-,23,1200,55,5637,-,-,44,3361,5,1855,77,5982,5,386,26,458,17,1376,11,1076,2,110,2,822,4,339,-,-,16,6166
4,13105,1310500000,文京区,,,文京区,1,07,資本金1億～3億円未満,126,35112,-,-,-,-,-,-,126,35112,-,-,7,907,21,2977,-,-,16,1692,3,1918,33,7089,3,344,10,146,8,552,11,11076,1,305,1,37,1,30,-,-,11,8039
4,13105,1310500000,文京区,,,文京区,1,08,資本金3億～10億円未満,78,21953,-,-,-,-,-,-,78,21953,-,-,4,3390,12,2029,-,-,12,7291,-,-,24,2504,5,559,6,138,4,441,-,-,-,-,-,-,1,12,-,-,10,5589
4,13105,1310500000,文京区,,,文京区,1,09,資本金10億～50億円未満,25,18128,-,-,-,-,-,-,25,18128,-,-,1,1835,8,5997,-,-,2,466,-,-,8,5788,2,165,1,425,2,91,-,-,1,3361,-,-,-,-,-,-,-,-
