地域階層,地域コード,東京都26町丁目コード,区市町村名称,町・大字名,丁目・字,地域名称,資本金階級階層,資本金階級コード,資本金階級名称,A～R全産業（Ｓ公務を除く）／会社企業数,A～R全産業（Ｓ公務を除く）／企業従業者数（人）,A～B農林漁業／会社企業数,A～B農林漁業／企業従業者数（人）,A農業，林業／会社企業数,A農業，林業／企業従業者数（人）,B漁業／会社企業数,B漁業／企業従業者数（人）,C～R非農林漁業（Ｓ公務を除く）／会社企業数,C～R非農林漁業（Ｓ公務を除く）／企業従業者数（人）,C鉱業，採石業，砂利採取業／会社企業数,C鉱業，採石業，砂利採取業／企業従業者数（人）,D建設業／会社企業数,D建設業／企業従業者数（人）,E製造業／会社企業数,E製造業／企業従業者数（人）,F電気・ガス・熱供給・水道業／会社企業数,F電気・ガス・熱供給・水道業／企業従業者数（人）,G情報通信業／会社企業数,G情報通信業／企業従業者数（人）,H運輸業，郵便業／会社企業数,H運輸業，郵便業／企業従業者数（人）,I卸売業，小売業／会社企業数,I卸売業，小売業／企業従業者数（人）,J金融業，保険業／会社企業数,J金融業，保険業／企業従業者数（人）,K不動産業，物品賃貸業／会社企業数,K不動産業，物品賃貸業／企業従業者数（人）,L学術研究，専門・技術サービス業／会社企業数,L学術研究，専門・技術サービス業／企業従業者数（人）,M宿泊業，飲食サービス業／会社企業数,M宿泊業，飲食サービス業／企業従業者数（人）,N生活関連サービス業，娯楽業／会社企業数,N生活関連サービス業，娯楽業／企業従業者数（人）,O教育，学習支援業／会社企業数,O教育，学習支援業／企業従業者数（人）,P医療，福祉／会社企業数,P医療，福祉／企業従業者数（人）,Q複合サービス事業／会社企業数,Q複合サービス事業／企業従業者数（人）,Rサービス業（他に分類されないもの）／会社企業数,Rサービス業（他に分類されないもの）／企業従業者数（人）
4,13211,1321100000,小平市,,,小平市,0,00,総数（資本金階級）,1695,33384,9,86,9,86,-,-,1686,33298,-,-,359,2813,160,11660,-,-,46,495,25,1522,417,5813,26,114,214,754,122,3355,92,1377,70,1087,29,831,43,805,-,-,83,2672
4,13211,1321100000,小平市,,,小平市,1,01,資本金300万円未満,127,883,-,-,-,-,-,-,127,883,-,-,15,55,6,24,-,-,6,24,1,7,35,292,1,1,14,34,13,24,5,28,8,56,6,33,9,152,-,-,8,153
4,13211,1321100000,小平市,,,小平市,1,02,資本金300万～500万円未満,742,5045,6,30,6,30,-,-,736,5015,-,-,148,693,61,291,-,-,19,48,2,55,188,2101,13,44,102,268,66,269,34,389,32,187,12,103,17,236,-,-,42,331
4,13211,1321100000,小平市,,,小平市,1,03,資本金500万～1000万円未満,179,1489,1,24,1,24,-,-,178,1465,-,-,36,200,15,144,-,-,1,2,3,55,43,335,1,3,23,63,9,39,26,421,8,50,1,20,5,92,-,-,7,41
4,13211,1321100000,小平市,,,小平市,1,04,資本金1000万～3000万円未満,480,6745,2,32,2,32,-,-,478,6713,-,-,124,1147,57,1102,-,-,17,75,10,558,113,1356,11,66,62,287,27,303,12,286,16,552,6,100,5,183,-,-,18,698
4,13211,1321100000,小平市,,,小平市,1,05,資本金3000万～5000万円未満,41,1376,-,-,-,-,-,-,41,1376,-,-,10,270,7,172,-,-,-,-,3,11,13,423,-,-,4,70,-,-,1,19,2,11,-,-,-,-,-,-,1,400
4,13211,1321100000,小平市,,,小平市,1,06,資本金5000万～1億円未満,34,1448,-,-,-,-,-,-,34,1448,-,-,14,390,5,198,-,-,-,-,2,169,6,401,-,-,1,1,1,4,1,57,1,96,1,86,-,-,-,-,2,46
4,13211,1321100000,小平市,,,小平市,1,07,資本金1億～3億円未満,9,2145,-,-,-,-,-,-,9,2145,-,-,1,6,1,1061,-,-,2,243,1,454,1,4,-,-,1,3,-,-,1,1,-,-,1,373,-,-,-,-,-,-
4,13211,1321100000,小平市,,,小平市,1,08,資本金3億～10億円未満,3,3250,-,-,-,-,-,-,3,3250,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,6,1,2430,-,-,-,-,-,-,-,-,-,-,1,814
4,13211,1321100000,小平市,,,小平市,1,09,資本金10億～50億円未満,3,1988,-,-,-,-,-,-,3,1988,-,-,-,-,1,1535,-,-,-,-,-,-,1,348,-,-,-,-,-,-,-,-,1,105,-,-,-,-,-,-,-,-
