地域階層,地域コード,東京都26町丁目コード,区市町村名称,町・大字名,丁目・字,地域名称,資本金階級階層,資本金階級コード,資本金階級名称,A～R全産業（Ｓ公務を除く）／会社企業数,A～R全産業（Ｓ公務を除く）／企業従業者数（人）,A～B農林漁業／会社企業数,A～B農林漁業／企業従業者数（人）,A農業，林業／会社企業数,A農業，林業／企業従業者数（人）,B漁業／会社企業数,B漁業／企業従業者数（人）,C～R非農林漁業（Ｓ公務を除く）／会社企業数,C～R非農林漁業（Ｓ公務を除く）／企業従業者数（人）,C鉱業，採石業，砂利採取業／会社企業数,C鉱業，採石業，砂利採取業／企業従業者数（人）,D建設業／会社企業数,D建設業／企業従業者数（人）,E製造業／会社企業数,E製造業／企業従業者数（人）,F電気・ガス・熱供給・水道業／会社企業数,F電気・ガス・熱供給・水道業／企業従業者数（人）,G情報通信業／会社企業数,G情報通信業／企業従業者数（人）,H運輸業，郵便業／会社企業数,H運輸業，郵便業／企業従業者数（人）,I卸売業，小売業／会社企業数,I卸売業，小売業／企業従業者数（人）,J金融業，保険業／会社企業数,J金融業，保険業／企業従業者数（人）,K不動産業，物品賃貸業／会社企業数,K不動産業，物品賃貸業／企業従業者数（人）,L学術研究，専門・技術サービス業／会社企業数,L学術研究，専門・技術サービス業／企業従業者数（人）,M宿泊業，飲食サービス業／会社企業数,M宿泊業，飲食サービス業／企業従業者数（人）,N生活関連サービス業，娯楽業／会社企業数,N生活関連サービス業，娯楽業／企業従業者数（人）,O教育，学習支援業／会社企業数,O教育，学習支援業／企業従業者数（人）,P医療，福祉／会社企業数,P医療，福祉／企業従業者数（人）,Q複合サービス事業／会社企業数,Q複合サービス事業／企業従業者数（人）,Rサービス業（他に分類されないもの）／会社企業数,Rサービス業（他に分類されないもの）／企業従業者数（人）
4,13108,1310800000,江東区,,,江東区,0,00,総数（資本金階級）,7711,435238,13,862,12,858,1,4,7698,434376,-,-,928,21768,1572,84026,3,515,284,76117,425,51210,1966,105783,91,17183,679,8943,350,9430,485,11041,282,9007,58,1033,120,3575,-,-,455,34745
4,13108,1310800000,江東区,,,江東区,1,01,資本金300万円未満,320,2081,-,-,-,-,-,-,320,2081,-,-,26,139,28,82,-,-,24,67,7,66,83,608,10,18,34,175,28,92,34,303,17,72,4,6,6,76,-,-,19,377
4,13108,1310800000,江東区,,,江東区,1,02,資本金300万～500万円未満,2355,12600,2,11,2,11,-,-,2353,12589,-,-,281,1386,540,2244,-,-,55,167,56,439,547,2821,31,118,197,574,116,419,216,1812,114,666,22,210,45,576,-,-,133,1157
4,13108,1310800000,江東区,,,江東区,1,03,資本金500万～1000万円未満,632,4977,-,-,-,-,-,-,632,4977,-,-,89,529,104,609,-,-,12,77,43,977,157,1015,5,20,50,133,20,151,74,697,26,340,6,46,18,163,-,-,28,220
4,13108,1310800000,江東区,,,江東区,1,04,資本金1000万～3000万円未満,2850,43768,3,30,3,30,-,-,2847,43738,-,-,372,3646,643,8581,-,-,97,3537,175,6123,776,8281,25,147,287,1519,126,1233,69,1714,65,1618,12,259,23,666,-,-,177,6414
4,13108,1310800000,江東区,,,江東区,1,05,資本金3000万～5000万円未満,336,25922,-,-,-,-,-,-,336,25922,-,-,53,1436,75,3982,-,-,12,2467,21,1110,101,3924,1,1,26,583,5,1017,2,2743,10,1039,1,86,5,224,-,-,24,7310
4,13108,1310800000,江東区,,,江東区,1,06,資本金5000万～1億円未満,324,40735,-,-,-,-,-,-,324,40735,-,-,36,1631,54,4678,-,-,15,873,33,13091,103,14224,1,1,33,537,9,1020,6,1085,9,1182,-,-,2,240,-,-,23,2173
4,13108,1310800000,江東区,,,江東区,1,07,資本金1億～3億円未満,192,60544,3,359,3,359,-,-,189,60185,-,-,17,2507,32,8188,2,493,19,7371,27,13807,43,11803,6,65,12,2422,9,1744,-,-,5,2956,1,12,1,1222,-,-,15,7595
4,13108,1310800000,江東区,,,江東区,1,08,資本金3億～10億円未満,112,39228,3,442,3,442,-,-,109,38786,-,-,14,3046,22,10618,-,-,13,9373,15,5338,19,3243,2,39,9,1145,2,15,2,1330,3,694,-,-,-,-,-,-,8,3945
4,13108,1310800000,江東区,,,江東区,1,09,資本金10億～50億円未満,60,32617,-,-,-,-,-,-,60,32617,-,-,2,1346,16,8232,-,-,10,8458,4,2333,12,5033,3,377,5,1623,4,2635,-,-,1,37,-,-,1,16,-,-,2,2527
