地域階層,地域コード,東京都26町丁目コード,区市町村名称,町・大字名,丁目・字,地域名称,資本金階級階層,資本金階級コード,資本金階級名称,A～R全産業（Ｓ公務を除く）／会社企業数,A～R全産業（Ｓ公務を除く）／企業従業者数（人）,A～B農林漁業／会社企業数,A～B農林漁業／企業従業者数（人）,A農業，林業／会社企業数,A農業，林業／企業従業者数（人）,B漁業／会社企業数,B漁業／企業従業者数（人）,C～R非農林漁業（Ｓ公務を除く）／会社企業数,C～R非農林漁業（Ｓ公務を除く）／企業従業者数（人）,C鉱業，採石業，砂利採取業／会社企業数,C鉱業，採石業，砂利採取業／企業従業者数（人）,D建設業／会社企業数,D建設業／企業従業者数（人）,E製造業／会社企業数,E製造業／企業従業者数（人）,F電気・ガス・熱供給・水道業／会社企業数,F電気・ガス・熱供給・水道業／企業従業者数（人）,G情報通信業／会社企業数,G情報通信業／企業従業者数（人）,H運輸業，郵便業／会社企業数,H運輸業，郵便業／企業従業者数（人）,I卸売業，小売業／会社企業数,I卸売業，小売業／企業従業者数（人）,J金融業，保険業／会社企業数,J金融業，保険業／企業従業者数（人）,K不動産業，物品賃貸業／会社企業数,K不動産業，物品賃貸業／企業従業者数（人）,L学術研究，専門・技術サービス業／会社企業数,L学術研究，専門・技術サービス業／企業従業者数（人）,M宿泊業，飲食サービス業／会社企業数,M宿泊業，飲食サービス業／企業従業者数（人）,N生活関連サービス業，娯楽業／会社企業数,N生活関連サービス業，娯楽業／企業従業者数（人）,O教育，学習支援業／会社企業数,O教育，学習支援業／企業従業者数（人）,P医療，福祉／会社企業数,P医療，福祉／企業従業者数（人）,Q複合サービス事業／会社企業数,Q複合サービス事業／企業従業者数（人）,Rサービス業（他に分類されないもの）／会社企業数,Rサービス業（他に分類されないもの）／企業従業者数（人）
4,13110,1311000000,目黒区,,,目黒区,0,00,総数（資本金階級）,5290,168726,6,49,6,49,-,-,5284,168677,1,13,392,4967,486,15996,1,1,334,6362,46,6067,1444,67407,49,620,751,4177,465,7680,494,19543,379,10586,122,2224,109,8306,-,-,211,14728
4,13110,1311000000,目黒区,,,目黒区,1,01,資本金300万円未満,318,2988,-,-,-,-,-,-,318,2988,-,-,11,32,14,44,1,1,28,88,1,29,72,1867,1,2,42,103,53,151,40,307,27,139,10,72,10,63,-,-,8,90
4,13110,1311000000,目黒区,,,目黒区,1,02,資本金300万～500万円未満,1674,8803,2,22,2,22,-,-,1672,8781,-,-,93,349,138,578,-,-,73,436,9,134,477,2521,18,51,234,667,142,510,191,1558,153,878,41,347,43,435,-,-,60,317
4,13110,1311000000,目黒区,,,目黒区,1,03,資本金500万～1000万円未満,475,3927,-,-,-,-,-,-,475,3927,-,-,32,116,35,201,-,-,31,255,5,51,108,1012,4,8,67,211,50,345,63,717,42,718,11,94,11,131,-,-,16,68
4,13110,1311000000,目黒区,,,目黒区,1,04,資本金1000万～3000万円未満,1861,26577,4,27,4,27,-,-,1857,26550,1,13,192,1552,200,3671,-,-,132,1748,23,1676,517,6557,20,101,306,1615,161,1220,81,2498,86,1184,33,538,20,474,-,-,85,3703
4,13110,1311000000,目黒区,,,目黒区,1,05,資本金3000万～5000万円未満,208,13428,-,-,-,-,-,-,208,13428,-,-,25,774,31,2008,-,-,13,338,3,1496,53,6033,1,1,32,290,10,244,9,374,11,176,2,112,2,60,-,-,16,1522
4,13110,1311000000,目黒区,,,目黒区,1,06,資本金5000万～1億円未満,177,22307,-,-,-,-,-,-,177,22307,-,-,19,683,25,2621,-,-,19,1040,2,167,43,3910,1,1,29,416,10,461,6,1913,7,3167,4,560,6,6769,-,-,6,599
4,13110,1311000000,目黒区,,,目黒区,1,07,資本金1億～3億円未満,83,47544,-,-,-,-,-,-,83,47544,-,-,5,965,11,1926,-,-,11,677,-,-,22,34896,1,-,13,682,4,660,4,2212,3,440,3,268,1,194,-,-,5,4624
4,13110,1311000000,目黒区,,,目黒区,1,08,資本金3億～10億円未満,37,14414,-,-,-,-,-,-,37,14414,-,-,-,-,8,1836,-,-,2,215,-,-,15,2349,2,16,2,17,2,26,1,4774,1,1697,-,-,-,-,-,-,4,3484
4,13110,1311000000,目黒区,,,目黒区,1,09,資本金10億～50億円未満,19,11290,-,-,-,-,-,-,19,11290,-,-,-,-,2,543,-,-,3,1318,2,2510,6,4188,-,-,1,28,3,1065,-,-,1,1603,-,-,-,-,-,-,1,35
