地域階層,地域コード,東京都26町丁目コード,区市町村名称,町・大字名,丁目・字,地域名称,資本金階級階層,資本金階級コード,資本金階級名称,A～R全産業（Ｓ公務を除く）／会社企業数,A～R全産業（Ｓ公務を除く）／企業従業者数（人）,A～B農林漁業／会社企業数,A～B農林漁業／企業従業者数（人）,A農業，林業／会社企業数,A農業，林業／企業従業者数（人）,B漁業／会社企業数,B漁業／企業従業者数（人）,C～R非農林漁業（Ｓ公務を除く）／会社企業数,C～R非農林漁業（Ｓ公務を除く）／企業従業者数（人）,C鉱業，採石業，砂利採取業／会社企業数,C鉱業，採石業，砂利採取業／企業従業者数（人）,D建設業／会社企業数,D建設業／企業従業者数（人）,E製造業／会社企業数,E製造業／企業従業者数（人）,F電気・ガス・熱供給・水道業／会社企業数,F電気・ガス・熱供給・水道業／企業従業者数（人）,G情報通信業／会社企業数,G情報通信業／企業従業者数（人）,H運輸業，郵便業／会社企業数,H運輸業，郵便業／企業従業者数（人）,I卸売業，小売業／会社企業数,I卸売業，小売業／企業従業者数（人）,J金融業，保険業／会社企業数,J金融業，保険業／企業従業者数（人）,K不動産業，物品賃貸業／会社企業数,K不動産業，物品賃貸業／企業従業者数（人）,L学術研究，専門・技術サービス業／会社企業数,L学術研究，専門・技術サービス業／企業従業者数（人）,M宿泊業，飲食サービス業／会社企業数,M宿泊業，飲食サービス業／企業従業者数（人）,N生活関連サービス業，娯楽業／会社企業数,N生活関連サービス業，娯楽業／企業従業者数（人）,O教育，学習支援業／会社企業数,O教育，学習支援業／企業従業者数（人）,P医療，福祉／会社企業数,P医療，福祉／企業従業者数（人）,Q複合サービス事業／会社企業数,Q複合サービス事業／企業従業者数（人）,Rサービス業（他に分類されないもの）／会社企業数,Rサービス業（他に分類されないもの）／企業従業者数（人）
4,13101,1310100000,千代田区,,,千代田区,0,00,総数（資本金階級）,15346,2495196,9,1076,9,1076,-,-,15337,2494120,23,1915,537,44698,1219,523122,20,39057,2177,152792,226,29862,3806,262167,648,433302,1713,51846,1999,106569,1167,117383,467,36505,185,22149,141,20907,1,407019,1008,244827
4,13101,1310100000,千代田区,,,千代田区,1,01,資本金300万円未満,624,4337,1,4,1,4,-,-,623,4333,-,-,9,40,18,78,3,3,99,689,4,17,127,815,31,89,75,185,118,1009,77,520,24,128,9,57,7,45,-,-,22,658
4,13101,1310100000,千代田区,,,千代田区,1,02,資本金300万～500万円未満,2203,13201,-,-,-,-,-,-,2203,13201,-,-,52,264,138,710,-,-,252,1455,16,204,449,2172,82,233,300,881,313,1467,372,3031,78,600,21,141,26,387,-,-,104,1656
4,13101,1310100000,千代田区,,,千代田区,1,03,資本金500万～1000万円未満,918,7342,1,4,1,4,-,-,917,7338,-,-,24,301,36,211,-,-,128,1018,3,16,219,1527,17,53,102,323,138,682,124,2166,44,219,13,156,6,56,-,-,63,610
4,13101,1310100000,千代田区,,,千代田区,1,04,資本金1000万～3000万円未満,6316,124974,3,32,3,32,-,-,6313,124942,3,13,255,3544,443,8504,1,9,1044,18000,77,1635,1727,25071,151,1871,752,4334,905,10212,286,13287,134,2297,71,3686,23,1263,-,-,441,31216
4,13101,1310100000,千代田区,,,千代田区,1,05,資本金3000万～5000万円未満,1123,73100,1,6,1,6,-,-,1122,73094,-,-,56,1268,85,4094,-,-,175,8051,19,1552,339,11349,24,647,113,1869,113,4264,41,10057,43,15440,8,110,5,1731,-,-,101,12662
4,13101,1310100000,千代田区,,,千代田区,1,06,資本金5000万～1億円未満,1233,119382,-,-,-,-,-,-,1233,119382,2,14,44,3350,120,10246,5,147,178,12985,30,6729,325,18898,56,1355,141,6278,132,14044,25,9623,39,4349,23,3635,15,4067,-,-,98,23662
4,13101,1310100000,千代田区,,,千代田区,1,07,資本金1億～3億円未満,759,166468,2,92,2,92,-,-,757,166376,4,259,30,5442,77,19314,5,952,98,11831,23,3580,186,23826,75,3779,73,7290,75,11466,19,47065,19,5429,7,1060,8,2428,-,-,58,22655
4,13101,1310100000,千代田区,,,千代田区,1,08,資本金3億～10億円未満,549,190594,-,-,-,-,-,-,549,190594,1,105,12,3911,83,18353,2,41,88,16310,10,1115,125,26549,75,11089,46,6808,61,8510,8,7205,3,253,2,2861,3,5278,-,-,30,82206
4,13101,1310100000,千代田区,,,千代田区,1,09,資本金10億～50億円未満,313,209770,1,938,1,938,-,-,312,208832,5,24,12,8260,75,53642,1,133,27,23311,16,6611,64,43436,32,20038,24,7442,24,7174,10,12742,5,5744,4,9771,3,4097,-,-,10,6407
