地域階層,地域コード,東京都26町丁目コード,区市町村名称,町・大字名,丁目・字,地域名称,経営組織階層,経営組織コード,経営組織名称,従業者数（人）,従業者数／男（人）,従業者数／女（人）,従業者数／個人業主（人）,従業者数／個人業主／男（人）,従業者数／個人業主／女（人）,従業者数／無給の家族従業者（人）,従業者数／無給の家族従業者／男（人）,従業者数／無給の家族従業者／女（人）,従業者数／有給役員（人）,従業者数／有給役員／男（人）,従業者数／有給役員／女（人）,従業者数／雇用者（人）,従業者数／雇用者／男（人）,従業者数／雇用者／女（人）,従業者数／雇用者／常用雇用者（人）,従業者数／雇用者／常用雇用者／男（人）,従業者数／雇用者／常用雇用者／女（人）,従業者数／雇用者／常用雇用者／正社員・正職員（人）,従業者数／雇用者／常用雇用者／正社員・正職員／男（人）,従業者数／雇用者／常用雇用者／正社員・正職員／女（人）,従業者数／雇用者／常用雇用者／正社員・正職員以外（人）,従業者数／雇用者／常用雇用者／正社員・正職員以外／男（人）,従業者数／雇用者／常用雇用者／正社員・正職員以外／女（人）,従業者数／雇用者／臨時雇用者（人）,従業者数／雇用者／臨時雇用者／男（人）,従業者数／雇用者／臨時雇用者／女（人）,従業者数／（再掲）他への出向・派遣従業者（人）,従業者数／（再掲）他への出向・派遣従業者／男（人）,従業者数／（再掲）他への出向・派遣従業者／女（人）,他からの出向・派遣従業者（人）,他からの出向・派遣従業者／男（人）,他からの出向・派遣従業者／女（人）,事業従事者数（人）,事業従事者数／男（人）,事業従事者数／女（人）
4,13221,1322100000,清瀬市,,,清瀬市,1,1000,民営,18167,7954,10213,716,510,206,210,42,168,1166,799,367,16075,6603,9472,15222,6301,8921,7828,4082,3746,7394,2219,5175,853,302,551,40,19,21,290,168,122,18417,8103,10314
4,13221,1322100000,清瀬市,,,清瀬市,2,1100,個人,2100,877,1223,716,510,206,210,42,168,-,-,-,1174,325,849,1006,276,730,372,119,253,634,157,477,168,49,119,5,1,4,15,1,14,2110,877,1233
4,13221,1322100000,清瀬市,,,清瀬市,3,1210,会社,9532,4991,4541,-,-,-,-,-,-,1037,716,321,8495,4275,4220,8122,4126,3996,3517,2607,910,4605,1519,3086,373,149,224,32,17,15,192,124,68,9692,5098,4594
4,13221,1322100000,清瀬市,,,清瀬市,3,1220,会社以外の法人,6522,2083,4439,-,-,-,-,-,-,127,81,46,6395,2002,4393,6084,1898,4186,3936,1355,2581,2148,543,1605,311,104,207,3,1,2,80,41,39,6599,2123,4476
4,13221,1322100000,清瀬市,,,清瀬市,2,1300,法人でない団体,13,3,10,-,-,-,-,-,-,2,2,-,11,1,10,10,1,9,3,1,2,7,-,7,1,-,1,-,-,-,3,2,1,16,5,11
5,13221,1322100600,清瀬市,清瀬市旭が丘,,清瀬市旭が丘,1,1000,民営,835,435,400,19,15,4,4,1,3,92,55,37,720,364,356,707,363,344,444,244,200,263,119,144,13,1,12,-,-,-,4,3,1,839,438,401
5,13221,1322100600,清瀬市,清瀬市旭が丘,,清瀬市旭が丘,2,1100,個人,52,26,26,19,15,4,4,1,3,-,-,-,29,10,19,28,9,19,19,4,15,9,5,4,1,1,-,-,-,-,-,-,-,52,26,26
5,13221,1322100600,清瀬市,清瀬市旭が丘,,清瀬市旭が丘,3,1210,会社,434,283,151,-,-,-,-,-,-,87,52,35,347,231,116,340,231,109,215,182,33,125,49,76,7,-,7,-,-,-,2,2,-,436,285,151
5,13221,1322100600,清瀬市,清瀬市旭が丘,,清瀬市旭が丘,3,1220,会社以外の法人,344,125,219,-,-,-,-,-,-,4,2,2,340,123,217,335,123,212,209,58,151,126,65,61,5,-,5,-,-,-,1,1,-,345,126,219
5,13221,1322100600,清瀬市,清瀬市旭が丘,,清瀬市旭が丘,2,1300,法人でない団体,5,1,4,-,-,-,-,-,-,1,1,-,4,-,4,4,-,4,1,-,1,3,-,3,-,-,-,-,-,-,1,-,1,6,1,5
6,13221,1322100601,清瀬市,清瀬市旭が丘,１丁目,清瀬市旭が丘１丁目,1,1000,民営,430,220,210,6,5,1,1,-,1,33,23,10,390,192,198,388,192,196,226,112,114,162,80,82,2,-,2,-,-,-,2,2,-,432,222,210
6,13221,1322100601,清瀬市,清瀬市旭が丘,１丁目,清瀬市旭が丘１丁目,2,1100,個人,14,8,6,6,5,1,1,-,1,-,-,-,7,3,4,7,3,4,4,1,3,3,2,1,-,-,-,-,-,-,-,-,-,14,8,6
6,13221,1322100601,清瀬市,清瀬市旭が丘,１丁目,清瀬市旭が丘１丁目,3,1210,会社,183,126,57,-,-,-,-,-,-,29,21,8,154,105,49,152,105,47,98,83,15,54,22,32,2,-,2,-,-,-,2,2,-,185,128,57
6,13221,1322100601,清瀬市,清瀬市旭が丘,１丁目,清瀬市旭が丘１丁目,3,1220,会社以外の法人,233,86,147,-,-,-,-,-,-,4,2,2,229,84,145,229,84,145,124,28,96,105,56,49,-,-,-,-,-,-,-,-,-,233,86,147
6,13221,1322100601,清瀬市,清瀬市旭が丘,１丁目,清瀬市旭が丘１丁目,2,1300,法人でない団体,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,13221,1322100602,清瀬市,清瀬市旭が丘,２丁目,清瀬市旭が丘２丁目,1,1000,民営,298,138,160,6,6,-,2,1,1,31,16,15,259,115,144,248,114,134,174,94,80,74,20,54,11,1,10,-,-,-,2,1,1,300,139,161
6,13221,1322100602,清瀬市,清瀬市旭が丘,２丁目,清瀬市旭が丘２丁目,2,1100,個人,27,13,14,6,6,-,2,1,1,-,-,-,19,6,13,18,5,13,13,2,11,5,3,2,1,1,-,-,-,-,-,-,-,27,13,14
6,13221,1322100602,清瀬市,清瀬市旭が丘,２丁目,清瀬市旭が丘２丁目,3,1210,会社,155,85,70,-,-,-,-,-,-,30,15,15,125,70,55,120,70,50,75,62,13,45,8,37,5,-,5,-,-,-,-,-,-,155,85,70
6,13221,1322100602,清瀬市,清瀬市旭が丘,２丁目,清瀬市旭が丘２丁目,3,1220,会社以外の法人,111,39,72,-,-,-,-,-,-,-,-,-,111,39,72,106,39,67,85,30,55,21,9,12,5,-,5,-,-,-,1,1,-,112,40,72
6,13221,1322100602,清瀬市,清瀬市旭が丘,２丁目,清瀬市旭が丘２丁目,2,1300,法人でない団体,5,1,4,-,-,-,-,-,-,1,1,-,4,-,4,4,-,4,1,-,1,3,-,3,-,-,-,-,-,-,1,-,1,6,1,5
6,13221,1322100603,清瀬市,清瀬市旭が丘,３丁目,清瀬市旭が丘３丁目,1,1000,民営,18,10,8,2,-,2,-,-,-,9,5,4,7,5,2,7,5,2,6,4,2,1,1,-,-,-,-,-,-,-,-,-,-,18,10,8
6,13221,1322100603,清瀬市,清瀬市旭が丘,３丁目,清瀬市旭が丘３丁目,2,1100,個人,2,-,2,2,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,2
6,13221,1322100603,清瀬市,清瀬市旭が丘,３丁目,清瀬市旭が丘３丁目,3,1210,会社,16,10,6,-,-,-,-,-,-,9,5,4,7,5,2,7,5,2,6,4,2,1,1,-,-,-,-,-,-,-,-,-,-,16,10,6
6,13221,1322100603,清瀬市,清瀬市旭が丘,３丁目,清瀬市旭が丘３丁目,3,1220,会社以外の法人,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,13221,1322100603,清瀬市,清瀬市旭が丘,３丁目,清瀬市旭が丘３丁目,2,1300,法人でない団体,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,13221,1322100604,清瀬市,清瀬市旭が丘,４丁目,清瀬市旭が丘４丁目,1,1000,民営,6,3,3,1,1,-,-,-,-,4,2,2,1,-,1,1,-,1,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,6,3,3
6,13221,1322100604,清瀬市,清瀬市旭が丘,４丁目,清瀬市旭が丘４丁目,2,1100,個人,2,1,1,1,1,-,-,-,-,-,-,-,1,-,1,1,-,1,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,2,1,1
6,13221,1322100604,清瀬市,清瀬市旭が丘,４丁目,清瀬市旭が丘４丁目,3,1210,会社,4,2,2,-,-,-,-,-,-,4,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,2,2
6,13221,1322100604,清瀬市,清瀬市旭が丘,４丁目,清瀬市旭が丘４丁目,3,1220,会社以外の法人,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,13221,1322100604,清瀬市,清瀬市旭が丘,４丁目,清瀬市旭が丘４丁目,2,1300,法人でない団体,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
