地域階層,地域コード,東京都26町丁目コード,区市町村名称,町・大字名,丁目・字,地域名称,経営組織階層,経営組織コード,経営組織名称,従業者数（人）,従業者数／男（人）,従業者数／女（人）,従業者数／個人業主（人）,従業者数／個人業主／男（人）,従業者数／個人業主／女（人）,従業者数／無給の家族従業者（人）,従業者数／無給の家族従業者／男（人）,従業者数／無給の家族従業者／女（人）,従業者数／有給役員（人）,従業者数／有給役員／男（人）,従業者数／有給役員／女（人）,従業者数／雇用者（人）,従業者数／雇用者／男（人）,従業者数／雇用者／女（人）,従業者数／雇用者／常用雇用者（人）,従業者数／雇用者／常用雇用者／男（人）,従業者数／雇用者／常用雇用者／女（人）,従業者数／雇用者／常用雇用者／正社員・正職員（人）,従業者数／雇用者／常用雇用者／正社員・正職員／男（人）,従業者数／雇用者／常用雇用者／正社員・正職員／女（人）,従業者数／雇用者／常用雇用者／正社員・正職員以外（人）,従業者数／雇用者／常用雇用者／正社員・正職員以外／男（人）,従業者数／雇用者／常用雇用者／正社員・正職員以外／女（人）,従業者数／雇用者／臨時雇用者（人）,従業者数／雇用者／臨時雇用者／男（人）,従業者数／雇用者／臨時雇用者／女（人）,従業者数／（再掲）他への出向・派遣従業者（人）,従業者数／（再掲）他への出向・派遣従業者／男（人）,従業者数／（再掲）他への出向・派遣従業者／女（人）,他からの出向・派遣従業者（人）,他からの出向・派遣従業者／男（人）,他からの出向・派遣従業者／女（人）,事業従事者数（人）,事業従事者数／男（人）,事業従事者数／女（人）
4,13220,1322000000,東大和市,,,東大和市,1,1000,民営,22610,11020,11590,901,655,246,263,39,224,1730,1207,523,19716,9119,10597,18412,8533,9879,9197,5653,3544,9215,2880,6335,1304,586,718,62,57,5,242,140,102,22790,11103,11687
4,13220,1322000000,東大和市,,,東大和市,2,1100,個人,2844,1157,1687,901,655,246,263,39,224,-,-,-,1680,463,1217,1560,422,1138,547,192,355,1013,230,783,120,41,79,2,2,-,15,-,15,2857,1155,1702
4,13220,1322000000,東大和市,,,東大和市,3,1210,会社,15990,8816,7174,-,-,-,-,-,-,1633,1146,487,14357,7670,6687,13489,7234,6255,6335,4770,1565,7154,2464,4690,868,436,432,60,55,5,176,110,66,16106,8871,7235
4,13220,1322000000,東大和市,,,東大和市,3,1220,会社以外の法人,3750,1034,2716,-,-,-,-,-,-,95,59,36,3655,975,2680,3340,866,2474,2295,680,1615,1045,186,859,315,109,206,-,-,-,51,30,21,3801,1064,2737
4,13220,1322000000,東大和市,,,東大和市,2,1300,法人でない団体,26,13,13,-,-,-,-,-,-,2,2,-,24,11,13,23,11,12,20,11,9,3,-,3,1,-,1,-,-,-,-,-,-,26,13,13
5,13220,1322000200,東大和市,東大和市芋窪,,東大和市芋窪,1,1000,民営,796,428,368,31,21,10,8,1,7,102,68,34,655,338,317,603,311,292,397,243,154,206,68,138,52,27,25,4,4,-,1,1,-,793,425,368
5,13220,1322000200,東大和市,東大和市芋窪,,東大和市芋窪,2,1100,個人,65,26,39,31,21,10,8,1,7,-,-,-,26,4,22,23,4,19,15,3,12,8,1,7,3,-,3,-,-,-,-,-,-,65,26,39
5,13220,1322000200,東大和市,東大和市芋窪,,東大和市芋窪,3,1210,会社,576,365,211,-,-,-,-,-,-,93,62,31,483,303,180,434,276,158,264,211,53,170,65,105,49,27,22,4,4,-,1,1,-,573,362,211
5,13220,1322000200,東大和市,東大和市芋窪,,東大和市芋窪,3,1220,会社以外の法人,155,37,118,-,-,-,-,-,-,9,6,3,146,31,115,146,31,115,118,29,89,28,2,26,-,-,-,-,-,-,-,-,-,155,37,118
5,13220,1322000200,東大和市,東大和市芋窪,,東大和市芋窪,2,1300,法人でない団体,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,13220,1322000201,東大和市,東大和市芋窪,１丁目,東大和市芋窪１丁目,1,1000,民営,24,11,13,6,5,1,1,-,1,11,5,6,6,1,5,6,1,5,5,1,4,1,-,1,-,-,-,-,-,-,-,-,-,24,11,13
6,13220,1322000201,東大和市,東大和市芋窪,１丁目,東大和市芋窪１丁目,2,1100,個人,10,5,5,6,5,1,1,-,1,-,-,-,3,-,3,3,-,3,2,-,2,1,-,1,-,-,-,-,-,-,-,-,-,10,5,5
6,13220,1322000201,東大和市,東大和市芋窪,１丁目,東大和市芋窪１丁目,3,1210,会社,10,4,6,-,-,-,-,-,-,7,3,4,3,1,2,3,1,2,3,1,2,-,-,-,-,-,-,-,-,-,-,-,-,10,4,6
6,13220,1322000201,東大和市,東大和市芋窪,１丁目,東大和市芋窪１丁目,3,1220,会社以外の法人,4,2,2,-,-,-,-,-,-,4,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,2,2
6,13220,1322000201,東大和市,東大和市芋窪,１丁目,東大和市芋窪１丁目,2,1300,法人でない団体,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,13220,1322000202,東大和市,東大和市芋窪,２丁目,東大和市芋窪２丁目,1,1000,民営,59,29,30,1,-,1,-,-,-,17,11,6,41,18,23,41,18,23,17,10,7,24,8,16,-,-,-,-,-,-,-,-,-,59,29,30
6,13220,1322000202,東大和市,東大和市芋窪,２丁目,東大和市芋窪２丁目,2,1100,個人,1,-,1,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1
6,13220,1322000202,東大和市,東大和市芋窪,２丁目,東大和市芋窪２丁目,3,1210,会社,58,29,29,-,-,-,-,-,-,17,11,6,41,18,23,41,18,23,17,10,7,24,8,16,-,-,-,-,-,-,-,-,-,58,29,29
6,13220,1322000202,東大和市,東大和市芋窪,２丁目,東大和市芋窪２丁目,3,1220,会社以外の法人,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,13220,1322000202,東大和市,東大和市芋窪,２丁目,東大和市芋窪２丁目,2,1300,法人でない団体,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,13220,1322000203,東大和市,東大和市芋窪,３丁目,東大和市芋窪３丁目,1,1000,民営,173,57,116,6,4,2,1,-,1,17,13,4,149,40,109,149,40,109,115,36,79,34,4,30,-,-,-,-,-,-,-,-,-,173,57,116
6,13220,1322000203,東大和市,東大和市芋窪,３丁目,東大和市芋窪３丁目,2,1100,個人,17,7,10,6,4,2,1,-,1,-,-,-,10,3,7,10,3,7,7,2,5,3,1,2,-,-,-,-,-,-,-,-,-,17,7,10
6,13220,1322000203,東大和市,東大和市芋窪,３丁目,東大和市芋窪３丁目,3,1210,会社,43,29,14,-,-,-,-,-,-,13,10,3,30,19,11,30,19,11,25,18,7,5,1,4,-,-,-,-,-,-,-,-,-,43,29,14
6,13220,1322000203,東大和市,東大和市芋窪,３丁目,東大和市芋窪３丁目,3,1220,会社以外の法人,113,21,92,-,-,-,-,-,-,4,3,1,109,18,91,109,18,91,83,16,67,26,2,24,-,-,-,-,-,-,-,-,-,113,21,92
6,13220,1322000203,東大和市,東大和市芋窪,３丁目,東大和市芋窪３丁目,2,1300,法人でない団体,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,13220,1322000204,東大和市,東大和市芋窪,４丁目,東大和市芋窪４丁目,1,1000,民営,111,58,53,9,5,4,2,1,1,24,16,8,76,36,40,63,23,40,31,22,9,32,1,31,13,13,-,-,-,-,-,-,-,111,58,53
6,13220,1322000204,東大和市,東大和市芋窪,４丁目,東大和市芋窪４丁目,2,1100,個人,17,7,10,9,5,4,2,1,1,-,-,-,6,1,5,6,1,5,4,1,3,2,-,2,-,-,-,-,-,-,-,-,-,17,7,10
6,13220,1322000204,東大和市,東大和市芋窪,４丁目,東大和市芋窪４丁目,3,1210,会社,94,51,43,-,-,-,-,-,-,24,16,8,70,35,35,57,22,35,27,21,6,30,1,29,13,13,-,-,-,-,-,-,-,94,51,43
6,13220,1322000204,東大和市,東大和市芋窪,４丁目,東大和市芋窪４丁目,3,1220,会社以外の法人,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,13220,1322000204,東大和市,東大和市芋窪,４丁目,東大和市芋窪４丁目,2,1300,法人でない団体,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,13220,1322000205,東大和市,東大和市芋窪,５丁目,東大和市芋窪５丁目,1,1000,民営,288,163,125,5,4,1,4,-,4,14,9,5,265,150,115,229,139,90,125,88,37,104,51,53,36,11,25,-,-,-,1,1,-,289,164,125
6,13220,1322000205,東大和市,東大和市芋窪,５丁目,東大和市芋窪５丁目,2,1100,個人,14,4,10,5,4,1,4,-,4,-,-,-,5,-,5,2,-,2,-,-,-,2,-,2,3,-,3,-,-,-,-,-,-,14,4,10
6,13220,1322000205,東大和市,東大和市芋窪,５丁目,東大和市芋窪５丁目,3,1210,会社,239,147,92,-,-,-,-,-,-,14,9,5,225,138,87,192,127,65,92,76,16,100,51,49,33,11,22,-,-,-,1,1,-,240,148,92
6,13220,1322000205,東大和市,東大和市芋窪,５丁目,東大和市芋窪５丁目,3,1220,会社以外の法人,35,12,23,-,-,-,-,-,-,-,-,-,35,12,23,35,12,23,33,12,21,2,-,2,-,-,-,-,-,-,-,-,-,35,12,23
6,13220,1322000205,東大和市,東大和市芋窪,５丁目,東大和市芋窪５丁目,2,1300,法人でない団体,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,13220,1322000206,東大和市,東大和市芋窪,６丁目,東大和市芋窪６丁目,1,1000,民営,141,110,31,4,3,1,-,-,-,19,14,5,118,93,25,115,90,25,104,86,18,11,4,7,3,3,-,4,4,-,-,-,-,137,106,31
6,13220,1322000206,東大和市,東大和市芋窪,６丁目,東大和市芋窪６丁目,2,1100,個人,6,3,3,4,3,1,-,-,-,-,-,-,2,-,2,2,-,2,2,-,2,-,-,-,-,-,-,-,-,-,-,-,-,6,3,3
6,13220,1322000206,東大和市,東大和市芋窪,６丁目,東大和市芋窪６丁目,3,1210,会社,132,105,27,-,-,-,-,-,-,18,13,5,114,92,22,111,89,22,100,85,15,11,4,7,3,3,-,4,4,-,-,-,-,128,101,27
6,13220,1322000206,東大和市,東大和市芋窪,６丁目,東大和市芋窪６丁目,3,1220,会社以外の法人,3,2,1,-,-,-,-,-,-,1,1,-,2,1,1,2,1,1,2,1,1,-,-,-,-,-,-,-,-,-,-,-,-,3,2,1
