地域階層,地域コード,東京都26町丁目コード,区市町村名称,町・大字名,丁目・字,地域名称,資本金階級階層,資本金階級コード,資本金階級名称,A～R全産業（Ｓ公務を除く）／会社企業数,A～R全産業（Ｓ公務を除く）／企業従業者数（人）,A～B農林漁業／会社企業数,A～B農林漁業／企業従業者数（人）,A農業，林業／会社企業数,A農業，林業／企業従業者数（人）,B漁業／会社企業数,B漁業／企業従業者数（人）,C～R非農林漁業（Ｓ公務を除く）／会社企業数,C～R非農林漁業（Ｓ公務を除く）／企業従業者数（人）,C鉱業，採石業，砂利採取業／会社企業数,C鉱業，採石業，砂利採取業／企業従業者数（人）,D建設業／会社企業数,D建設業／企業従業者数（人）,E製造業／会社企業数,E製造業／企業従業者数（人）,F電気・ガス・熱供給・水道業／会社企業数,F電気・ガス・熱供給・水道業／企業従業者数（人）,G情報通信業／会社企業数,G情報通信業／企業従業者数（人）,H運輸業，郵便業／会社企業数,H運輸業，郵便業／企業従業者数（人）,I卸売業，小売業／会社企業数,I卸売業，小売業／企業従業者数（人）,J金融業，保険業／会社企業数,J金融業，保険業／企業従業者数（人）,K不動産業，物品賃貸業／会社企業数,K不動産業，物品賃貸業／企業従業者数（人）,L学術研究，専門・技術サービス業／会社企業数,L学術研究，専門・技術サービス業／企業従業者数（人）,M宿泊業，飲食サービス業／会社企業数,M宿泊業，飲食サービス業／企業従業者数（人）,N生活関連サービス業，娯楽業／会社企業数,N生活関連サービス業，娯楽業／企業従業者数（人）,O教育，学習支援業／会社企業数,O教育，学習支援業／企業従業者数（人）,P医療，福祉／会社企業数,P医療，福祉／企業従業者数（人）,Q複合サービス事業／会社企業数,Q複合サービス事業／企業従業者数（人）,Rサービス業（他に分類されないもの）／会社企業数,Rサービス業（他に分類されないもの）／企業従業者数（人）
4,13119,1311900000,板橋区,,,板橋区,0,00,総数（資本金階級）,7709,161014,5,17,5,17,-,-,7704,160997,1,7,1259,10767,1583,51884,1,13,176,2540,223,14888,1817,39795,89,424,846,3779,342,2319,384,6780,339,6096,63,1307,202,4277,-,-,379,16121
4,13119,1311900000,板橋区,,,板橋区,1,01,資本金300万円未満,430,2515,1,6,1,6,-,-,429,2509,-,-,38,141,39,212,-,-,22,60,4,17,106,678,11,54,37,108,35,74,35,266,26,130,7,35,43,493,-,-,26,241
4,13119,1311900000,板橋区,,,板橋区,1,02,資本金300万～500万円未満,2701,14750,2,3,2,3,-,-,2699,14747,-,-,456,2093,464,2229,-,-,67,182,48,619,641,3403,29,106,299,856,145,622,176,1352,144,1074,20,205,81,1147,-,-,129,859
4,13119,1311900000,板橋区,,,板橋区,1,03,資本金500万～1000万円未満,776,5716,1,5,1,5,-,-,775,5711,-,-,137,636,161,973,-,-,14,47,25,706,182,1194,7,13,82,249,20,90,53,543,38,318,4,27,19,241,-,-,33,674
4,13119,1311900000,板橋区,,,板橋区,1,04,資本金1000万～3000万円未満,2815,42473,1,3,1,3,-,-,2814,42470,-,-,491,4088,681,11289,1,13,54,1262,109,6806,686,8616,31,150,339,1697,106,836,64,1710,66,1436,19,185,23,1122,-,-,144,3260
4,13119,1311900000,板橋区,,,板橋区,1,05,資本金3000万～5000万円未満,294,15031,-,-,-,-,-,-,294,15031,-,-,57,876,72,5022,-,-,6,124,19,4101,52,1326,2,53,41,269,11,234,4,59,10,204,3,716,6,515,-,-,11,1532
4,13119,1311900000,板橋区,,,板橋区,1,06,資本金5000万～1億円未満,209,28315,-,-,-,-,-,-,209,28315,1,7,32,1804,66,7275,-,-,3,201,11,1105,49,6066,3,20,18,342,2,6,3,2145,9,388,-,-,2,146,-,-,10,8810
4,13119,1311900000,板橋区,,,板橋区,1,07,資本金1億～3億円未満,62,13317,-,-,-,-,-,-,62,13317,-,-,2,84,28,3729,-,-,-,-,1,404,15,6650,1,1,8,185,2,109,-,-,3,1611,-,-,1,193,-,-,1,351
4,13119,1311900000,板橋区,,,板橋区,1,08,資本金3億～10億円未満,27,14650,-,-,-,-,-,-,27,14650,-,-,3,644,11,11376,-,-,1,560,2,845,8,1078,-,-,-,-,1,97,-,-,1,50,-,-,-,-,-,-,-,-
4,13119,1311900000,板橋区,,,板橋区,1,09,資本金10億～50億円未満,12,8487,-,-,-,-,-,-,12,8487,-,-,-,-,8,4598,-,-,-,-,-,-,2,3826,-,-,-,-,1,59,-,-,-,-,-,-,1,4,-,-,-,-
4,13119,1311900000,板橋区,,,板橋区,1,10,資本金50億円以上,4,9420,-,-,-,-,-,-,4,9420,-,-,-,-,3,4101,-,-,-,-,-,-,1,5319,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13119,1311900000,板橋区,,,板橋区,9,91,（再掲）資本金1000万円以下,6171,51402,5,17,5,17,-,-,6166,51385,-,-,1019,5940,1194,10905,-,-,142,783,154,5738,1484,10101,74,279,695,2451,294,1442,316,3178,267,2720,48,428,164,2920,-,-,315,4500
4,13119,1311900000,板橋区,,,板橋区,9,92,（再掲）資本金5000万円以下,7095,89512,5,17,5,17,-,-,7090,89495,-,-,1191,8464,1433,20867,1,13,165,1871,209,12834,1691,18779,81,392,807,3425,317,1856,335,6075,286,3253,53,1168,172,3518,-,-,349,6980
4,13119,1311900000,板橋区,,,板橋区,9,93,（再掲）資本金1億円以下,7261,119435,5,17,5,17,-,-,7256,119418,1,7,1212,9658,1500,29562,1,13,166,1876,217,13758,1723,26834,84,397,821,3656,319,1862,335,6075,296,5161,53,1168,174,3664,-,-,354,15727
4,13119,1311900000,板橋区,,,板橋区,9,94,（再掲）資本金3億円以下,7292,124720,5,17,5,17,-,-,7287,124703,1,7,1213,9722,1513,33142,1,13,166,1876,217,13758,1732,27976,84,397,824,3706,322,2068,335,6075,297,5211,53,1168,175,3857,-,-,354,15727
5,13119,1311904400,板橋区,板橋区相生町,,板橋区相生町,0,00,総数（資本金階級）,27,310,1,6,1,6,-,-,26,304,-,-,8,27,4,52,-,-,1,1,1,87,4,94,-,-,1,2,2,4,2,5,1,29,1,2,1,1,-,-,-,-
5,13119,1311904400,板橋区,板橋区相生町,,板橋区相生町,1,01,資本金300万円未満,2,7,1,6,1,6,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-
5,13119,1311904400,板橋区,板橋区相生町,,板橋区相生町,1,02,資本金300万～500万円未満,14,94,-,-,-,-,-,-,14,94,-,-,7,21,2,6,-,-,1,1,-,-,2,62,-,-,1,2,-,-,1,2,-,-,-,-,-,-,-,-,-,-
5,13119,1311904400,板橋区,板橋区相生町,,板橋区相生町,1,03,資本金500万～1000万円未満,3,8,-,-,-,-,-,-,3,8,-,-,-,-,-,-,-,-,-,-,-,-,1,3,-,-,-,-,1,2,1,3,-,-,-,-,-,-,-,-,-,-
5,13119,1311904400,板橋区,板橋区相生町,,板橋区相生町,1,04,資本金1000万～3000万円未満,5,69,-,-,-,-,-,-,5,69,-,-,1,6,1,3,-,-,-,-,-,-,1,29,-,-,-,-,-,-,-,-,1,29,1,2,-,-,-,-,-,-
5,13119,1311904400,板橋区,板橋区相生町,,板橋区相生町,1,05,資本金3000万～5000万円未満,2,130,-,-,-,-,-,-,2,130,-,-,-,-,1,43,-,-,-,-,1,87,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
