地域階層,地域コード,東京都26町丁目コード,区市町村名称,町・大字名,丁目・字,地域名称,資本金階級階層,資本金階級コード,資本金階級名称,A～R全産業（Ｓ公務を除く）／会社企業数,A～R全産業（Ｓ公務を除く）／企業従業者数（人）,A～B農林漁業／会社企業数,A～B農林漁業／企業従業者数（人）,A農業，林業／会社企業数,A農業，林業／企業従業者数（人）,B漁業／会社企業数,B漁業／企業従業者数（人）,C～R非農林漁業（Ｓ公務を除く）／会社企業数,C～R非農林漁業（Ｓ公務を除く）／企業従業者数（人）,C鉱業，採石業，砂利採取業／会社企業数,C鉱業，採石業，砂利採取業／企業従業者数（人）,D建設業／会社企業数,D建設業／企業従業者数（人）,E製造業／会社企業数,E製造業／企業従業者数（人）,F電気・ガス・熱供給・水道業／会社企業数,F電気・ガス・熱供給・水道業／企業従業者数（人）,G情報通信業／会社企業数,G情報通信業／企業従業者数（人）,H運輸業，郵便業／会社企業数,H運輸業，郵便業／企業従業者数（人）,I卸売業，小売業／会社企業数,I卸売業，小売業／企業従業者数（人）,J金融業，保険業／会社企業数,J金融業，保険業／企業従業者数（人）,K不動産業，物品賃貸業／会社企業数,K不動産業，物品賃貸業／企業従業者数（人）,L学術研究，専門・技術サービス業／会社企業数,L学術研究，専門・技術サービス業／企業従業者数（人）,M宿泊業，飲食サービス業／会社企業数,M宿泊業，飲食サービス業／企業従業者数（人）,N生活関連サービス業，娯楽業／会社企業数,N生活関連サービス業，娯楽業／企業従業者数（人）,O教育，学習支援業／会社企業数,O教育，学習支援業／企業従業者数（人）,P医療，福祉／会社企業数,P医療，福祉／企業従業者数（人）,Q複合サービス事業／会社企業数,Q複合サービス事業／企業従業者数（人）,Rサービス業（他に分類されないもの）／会社企業数,Rサービス業（他に分類されないもの）／企業従業者数（人）
4,13114,1311400000,中野区,,,中野区,0,00,総数（資本金階級）,5089,116752,3,11,3,11,-,-,5086,116741,1,2,664,7346,347,20297,1,173,317,8751,72,5245,1235,24156,57,3328,848,11632,427,3433,350,8325,318,3913,82,6323,114,2130,-,-,253,11687
4,13114,1311400000,中野区,,,中野区,1,01,資本金300万円未満,263,1471,-,-,-,-,-,-,263,1471,-,-,21,126,11,38,-,-,28,133,1,5,57,228,4,19,33,77,31,115,27,285,19,150,6,31,14,152,-,-,11,112
4,13114,1311400000,中野区,,,中野区,1,02,資本金300万～500万円未満,1767,9276,3,11,3,11,-,-,1764,9265,-,-,196,835,102,409,-,-,75,369,21,175,429,2557,22,92,322,892,164,644,149,1224,142,719,32,248,40,579,-,-,70,522
4,13114,1311400000,中野区,,,中野区,1,03,資本金500万～1000万円未満,387,2389,-,-,-,-,-,-,387,2389,-,-,55,330,14,118,-,-,22,132,6,62,104,627,4,8,63,171,32,104,25,281,29,207,2,26,13,202,-,-,18,121
4,13114,1311400000,中野区,,,中野区,1,04,資本金1000万～3000万円未満,1896,25377,-,-,-,-,-,-,1896,25377,1,2,305,2680,149,2459,-,-,132,1772,33,1492,469,6015,14,70,331,1684,163,1250,56,1791,79,1269,26,458,21,373,-,-,117,4062
4,13114,1311400000,中野区,,,中野区,1,05,資本金3000万～5000万円未満,188,9018,-,-,-,-,-,-,188,9018,-,-,43,1473,21,1281,1,173,17,781,6,962,39,1047,4,9,28,333,4,52,6,980,7,653,3,385,2,92,-,-,7,797
4,13114,1311400000,中野区,,,中野区,1,06,資本金5000万～1億円未満,141,11753,-,-,-,-,-,-,141,11753,-,-,15,541,20,1977,-,-,18,1401,2,1080,31,1686,2,46,31,638,5,116,2,160,4,125,2,2872,-,-,-,-,9,1111
4,13114,1311400000,中野区,,,中野区,1,07,資本金1億～3億円未満,51,17078,-,-,-,-,-,-,51,17078,-,-,4,1040,7,1350,-,-,10,2253,-,-,8,5266,2,1778,8,143,4,478,1,775,-,-,2,1292,2,427,-,-,3,2276
4,13114,1311400000,中野区,,,中野区,1,08,資本金3億～10億円未満,32,10833,-,-,-,-,-,-,32,10833,-,-,-,-,5,1957,-,-,3,958,-,-,13,3832,1,66,4,365,3,178,1,1694,-,-,-,-,-,-,-,-,2,1783
4,13114,1311400000,中野区,,,中野区,1,09,資本金10億～50億円未満,9,4496,-,-,-,-,-,-,9,4496,-,-,-,-,1,566,-,-,2,702,-,-,2,1807,2,1227,1,122,1,72,-,-,-,-,-,-,-,-,-,-,-,-
4,13114,1311400000,中野区,,,中野区,1,10,資本金50億円以上,11,17225,-,-,-,-,-,-,11,17225,-,-,-,-,6,9634,-,-,1,202,-,-,-,-,-,-,1,7066,3,323,-,-,-,-,-,-,-,-,-,-,-,-
4,13114,1311400000,中野区,,,中野区,9,91,（再掲）資本金1000万円以下,3964,32275,3,11,3,11,-,-,3961,32264,1,2,519,3367,239,2128,-,-,225,1848,54,1067,990,8018,43,164,679,2370,365,1822,246,3270,259,2202,63,743,83,1256,-,-,195,4007
4,13114,1311400000,中野区,,,中野区,9,92,（再掲）資本金5000万円以下,4561,53140,3,11,3,11,-,-,4558,53129,1,2,628,5623,303,5046,1,173,281,3729,68,2842,1111,11300,49,198,787,3514,395,2169,264,4717,279,3118,70,2580,90,1398,-,-,231,6720
4,13114,1311400000,中野区,,,中野区,9,93,（再掲）資本金1億円以下,4665,70970,3,11,3,11,-,-,4662,70959,1,2,637,6538,319,6665,1,173,295,5100,69,3776,1132,16996,51,1819,813,3930,401,2749,266,5496,280,3123,71,4020,92,1825,-,-,234,8747
4,13114,1311400000,中野区,,,中野区,9,94,（再掲）資本金3億円以下,4695,76670,3,11,3,11,-,-,4692,76659,1,2,639,7025,324,7632,1,173,303,6916,69,3776,1138,17659,52,2022,816,3938,403,2759,266,5496,280,3123,73,5312,92,1825,-,-,235,9001
