地域階層,地域コード,東京都26町丁目コード,区市町村名称,町・大字名,丁目・字,地域名称,経営組織階層,経営組織コード,経営組織名称,従業者数（人）,従業者数／男（人）,従業者数／女（人）,従業者数／個人業主（人）,従業者数／個人業主／男（人）,従業者数／個人業主／女（人）,従業者数／無給の家族従業者（人）,従業者数／無給の家族従業者／男（人）,従業者数／無給の家族従業者／女（人）,従業者数／有給役員（人）,従業者数／有給役員／男（人）,従業者数／有給役員／女（人）,従業者数／雇用者（人）,従業者数／雇用者／男（人）,従業者数／雇用者／女（人）,従業者数／雇用者／常用雇用者（人）,従業者数／雇用者／常用雇用者／男（人）,従業者数／雇用者／常用雇用者／女（人）,従業者数／雇用者／常用雇用者／正社員・正職員（人）,従業者数／雇用者／常用雇用者／正社員・正職員／男（人）,従業者数／雇用者／常用雇用者／正社員・正職員／女（人）,従業者数／雇用者／常用雇用者／正社員・正職員以外（人）,従業者数／雇用者／常用雇用者／正社員・正職員以外／男（人）,従業者数／雇用者／常用雇用者／正社員・正職員以外／女（人）,従業者数／雇用者／臨時雇用者（人）,従業者数／雇用者／臨時雇用者／男（人）,従業者数／雇用者／臨時雇用者／女（人）,従業者数／（再掲）他への出向・派遣従業者（人）,従業者数／（再掲）他への出向・派遣従業者／男（人）,従業者数／（再掲）他への出向・派遣従業者／女（人）,他からの出向・派遣従業者（人）,他からの出向・派遣従業者／男（人）,他からの出向・派遣従業者／女（人）,事業従事者数（人）,事業従事者数／男（人）,事業従事者数／女（人）
4,13101,1310100000,千代田区,,,千代田区,1,1000,民営,952841,594027,352389,4332,3706,626,610,136,474,40426,34302,6092,907473,555883,345197,878399,543126,328880,658594,459004,193199,219805,84122,135681,29074,12757,16317,90258,47817,42441,56506,32664,23830,919089,578874,333778
4,13101,1310100000,千代田区,,,千代田区,2,1100,個人,19088,10010,9078,4332,3706,626,610,136,474,-,-,-,14146,6168,7978,13432,5878,7554,9864,4638,5226,3568,1240,2328,714,290,424,78,54,24,175,56,119,19185,10012,9173
4,13101,1310100000,千代田区,,,千代田区,3,1210,会社,845993,533135,306433,-,-,-,-,-,-,35149,29514,5603,810844,503621,300830,786992,493556,287043,591197,419660,165146,195795,73896,121897,23852,10065,13787,87573,46012,41561,49748,29070,20666,808168,516193,285538
4,13101,1310100000,千代田区,,,千代田区,3,1220,会社以外の法人,85642,49674,35968,-,-,-,-,-,-,5132,4652,480,80510,45022,35488,76122,42667,33455,56056,33816,22240,20066,8851,11215,4388,2355,2033,2573,1730,843,5957,3049,2908,89026,50993,38033
4,13101,1310100000,千代田区,,,千代田区,2,1300,法人でない団体,2118,1208,910,-,-,-,-,-,-,145,136,9,1973,1072,901,1853,1025,828,1477,890,587,376,135,241,120,47,73,34,21,13,626,489,137,2710,1676,1034
5,13101,1310101900,千代田区,千代田区飯田橋,,千代田区飯田橋,1,1000,民営,30994,19858,11136,180,158,22,27,11,16,1397,1166,231,29390,18523,10867,28191,18167,10024,20683,14785,5898,7508,3382,4126,1199,356,843,3235,2648,587,1450,751,699,29209,17961,11248
5,13101,1310101900,千代田区,千代田区飯田橋,,千代田区飯田橋,2,1100,個人,615,359,256,180,158,22,27,11,16,-,-,-,408,190,218,383,183,200,257,125,132,126,58,68,25,7,18,3,1,2,15,14,1,627,372,255
5,13101,1310101900,千代田区,千代田区飯田橋,,千代田区飯田橋,3,1210,会社,27471,18441,9030,-,-,-,-,-,-,1221,1021,200,26250,17420,8830,25354,17133,8221,18562,14041,4521,6792,3092,3700,896,287,609,3217,2633,584,1262,676,586,25516,16484,9032
5,13101,1310101900,千代田区,千代田区飯田橋,,千代田区飯田橋,3,1220,会社以外の法人,2804,987,1817,-,-,-,-,-,-,171,140,31,2633,847,1786,2355,785,1570,1787,565,1222,568,220,348,278,62,216,15,14,1,165,55,110,2954,1028,1926
5,13101,1310101900,千代田区,千代田区飯田橋,,千代田区飯田橋,2,1300,法人でない団体,104,71,33,-,-,-,-,-,-,5,5,-,99,66,33,99,66,33,77,54,23,22,12,10,-,-,-,-,-,-,8,6,2,112,77,35
