地域階層,地域コード,地域名,経営組織階層,経営組織コード,経営組織名称,産業分類階層,大分類,中分類,小分類,小分類の内訳,産業分類名称,総数（従業者規模）／事業所数（事業所）,総数（従業者規模）／従業者数（人）,総数（従業者規模）／従業者数／男（人）,総数（従業者規模）／従業者数／女（人）,従業者1～4人／事業所数（事業所）,従業者1～4人／従業者数（人）,従業者1～4人／従業者数／男（人）,従業者1～4人／従業者数／女（人）,従業者1人／事業所数（事業所）,従業者1人／従業者数（人）,従業者1人／従業者数／男（人）,従業者1人／従業者数／女（人）,従業者2人／事業所数（事業所）,従業者2人／従業者数（人）,従業者2人／従業者数／男（人）,従業者2人／従業者数／女（人）,従業者3人／事業所数（事業所）,従業者3人／従業者数（人）,従業者3人／従業者数／男（人）,従業者3人／従業者数／女（人）,従業者4人／事業所数（事業所）,従業者4人／従業者数（人）,従業者4人／従業者数／男（人）,従業者4人／従業者数／女（人）,従業者5～9人／事業所数（事業所）,従業者5～9人／従業者数（人）,従業者5～9人／従業者数／男（人）,従業者5～9人／従業者数／女（人）,従業者10～19人／事業所数（事業所）,従業者10～19人／従業者数（人）,従業者10～19人／従業者数／男（人）,従業者10～19人／従業者数／女（人）,従業者20～29人／事業所数（事業所）,従業者20～29人／従業者数（人）,従業者20～29人／従業者数／男（人）,従業者20～29人／従業者数／女（人）,従業者30～49人／事業所数（事業所）,従業者30～49人／従業者数（人）,従業者30～49人／従業者数／男（人）,従業者30～49人／従業者数／女（人）,従業者50～99人／事業所数（事業所）,従業者50～99人／従業者数（人）,従業者50～99人／従業者数／男（人）,従業者50～99人／従業者数／女（人）,従業者100～199人／事業所数（事業所）,従業者100～199人／従業者数（人）,従業者100～199人／従業者数／男（人）,従業者100～199人／従業者数／女（人）,従業者200～299人／事業所数（事業所）,従業者200～299人／従業者数（人）,従業者200～299人／従業者数／男（人）,従業者200～299人／従業者数／女（人）,従業者300～499人／事業所数（事業所）,従業者300～499人／従業者数（人）,従業者300～499人／従業者数／男（人）,従業者300～499人／従業者数／女（人）,従業者500～999人／事業所数（事業所）,従業者500～999人／従業者数（人）,従業者500～999人／従業者数／男（人）,従業者500～999人／従業者数／女（人）,従業者1000人以上／事業所数（事業所）,従業者1000人以上／従業者数（人）,従業者1000人以上／従業者数／男（人）,従業者1000人以上／従業者数／女（人）,出向・派遣従業者のみ／事業所数（事業所）
4,13112,世田谷区,0,0000,総数,0,A-S,00,000,000,全産業,28994,288580,151915,136592,17101,36894,19426,17468,5763,5763,3756,2007,5422,10844,5645,5199,3377,10131,5139,4992,2539,10156,4886,5270,5826,38000,18723,19252,3179,42921,22709,20164,1166,27662,14551,13111,900,34119,16390,17729,482,32387,16905,15482,190,25442,15150,10292,40,9504,5407,4097,31,11599,7473,4126,21,15036,8536,6500,9,15016,6645,8371,49
4,13112,世田谷区,0,0000,総数,9,A-R,00,000,000,全産業（Ｓ公務を除く）,28906,282049,147457,134519,17090,36883,19415,17468,5752,5752,3745,2007,5422,10844,5645,5199,3377,10131,5139,4992,2539,10156,4886,5270,5800,37788,18637,19126,3172,42815,22656,20111,1157,27444,14407,13037,884,33506,15923,17583,478,32110,16734,15376,182,24275,14278,9997,38,9073,5198,3875,27,10065,6064,4001,21,15036,8536,6500,8,13054,5609,7445,49
4,13112,世田谷区,0,0000,総数,1,A-B,00,000,000,農林漁業,53,291,219,72,28,70,53,17,7,7,6,1,6,12,8,4,9,27,19,8,6,24,20,4,17,116,84,32,7,83,70,13,1,22,12,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13112,世田谷区,0,0000,総数,2,A,00,000,000,農業，林業,52,288,216,72,27,67,50,17,7,7,6,1,6,12,8,4,8,24,16,8,6,24,20,4,17,116,84,32,7,83,70,13,1,22,12,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13112,世田谷区,0,0000,総数,3,A,01,000,000,農業,51,285,215,70,26,64,49,15,7,7,6,1,6,12,8,4,7,21,15,6,6,24,20,4,17,116,84,32,7,83,70,13,1,22,12,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13112,世田谷区,0,0000,総数,4,A,01,010,000,管理，補助的経済活動を行う事業所（01農業）,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13112,世田谷区,0,0000,総数,4,A,01,011,000,耕種農業,4,18,13,5,2,4,3,1,1,1,-,1,-,-,-,-,1,3,3,-,-,-,-,-,2,14,10,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13112,世田谷区,0,0000,総数,4,A,01,012,000,畜産農業,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13112,世田谷区,0,0000,総数,4,A,01,013,000,農業サービス業（園芸サービス業を除く）,1,9,7,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,9,7,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13112,世田谷区,0,0000,総数,4,A,01,014,000,園芸サービス業,46,258,195,63,24,60,46,14,6,6,6,-,6,12,8,4,6,18,12,6,6,24,20,4,14,93,67,26,7,83,70,13,1,22,12,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
