地域階層,地域コード,東京都26町丁目コード,区市町村名称,町・大字名,丁目・字,地域名称,資本金階級階層,資本金階級コード,資本金階級名称,A～R全産業（Ｓ公務を除く）／会社企業数,A～R全産業（Ｓ公務を除く）／企業従業者数（人）,A～B農林漁業／会社企業数,A～B農林漁業／企業従業者数（人）,A農業，林業／会社企業数,A農業，林業／企業従業者数（人）,B漁業／会社企業数,B漁業／企業従業者数（人）,C～R非農林漁業（Ｓ公務を除く）／会社企業数,C～R非農林漁業（Ｓ公務を除く）／企業従業者数（人）,C鉱業，採石業，砂利採取業／会社企業数,C鉱業，採石業，砂利採取業／企業従業者数（人）,D建設業／会社企業数,D建設業／企業従業者数（人）,E製造業／会社企業数,E製造業／企業従業者数（人）,F電気・ガス・熱供給・水道業／会社企業数,F電気・ガス・熱供給・水道業／企業従業者数（人）,G情報通信業／会社企業数,G情報通信業／企業従業者数（人）,H運輸業，郵便業／会社企業数,H運輸業，郵便業／企業従業者数（人）,I卸売業，小売業／会社企業数,I卸売業，小売業／企業従業者数（人）,J金融業，保険業／会社企業数,J金融業，保険業／企業従業者数（人）,K不動産業，物品賃貸業／会社企業数,K不動産業，物品賃貸業／企業従業者数（人）,L学術研究，専門・技術サービス業／会社企業数,L学術研究，専門・技術サービス業／企業従業者数（人）,M宿泊業，飲食サービス業／会社企業数,M宿泊業，飲食サービス業／企業従業者数（人）,N生活関連サービス業，娯楽業／会社企業数,N生活関連サービス業，娯楽業／企業従業者数（人）,O教育，学習支援業／会社企業数,O教育，学習支援業／企業従業者数（人）,P医療，福祉／会社企業数,P医療，福祉／企業従業者数（人）,Q複合サービス事業／会社企業数,Q複合サービス事業／企業従業者数（人）,Rサービス業（他に分類されないもの）／会社企業数,Rサービス業（他に分類されないもの）／企業従業者数（人）
4,13201,1320100000,八王子市,,,八王子市,0,00,総数（資本金階級）,6841,111297,24,204,24,204,-,-,6817,111093,1,6,1265,9879,1028,24263,2,20,207,4066,132,4919,1601,30779,74,335,818,3545,392,2271,371,7524,290,5531,75,1351,187,5296,-,-,374,11308
4,13201,1320100000,八王子市,,,八王子市,1,01,資本金300万円未満,402,2755,4,19,4,19,-,-,398,2736,-,-,47,257,22,116,-,-,32,190,2,7,91,823,7,38,35,82,41,106,30,294,26,244,11,178,26,241,-,-,28,160
4,13201,1320100000,八王子市,,,八王子市,1,02,資本金300万～500万円未満,2910,18101,13,154,13,154,-,-,2897,17947,1,6,586,2993,367,2102,-,-,80,178,42,284,649,4893,49,207,370,1014,194,657,156,1765,122,1189,34,223,76,1497,-,-,171,939
4,13201,1320100000,八王子市,,,八王子市,1,03,資本金500万～1000万円未満,719,5636,2,2,2,2,-,-,717,5634,-,-,169,982,108,784,-,-,16,95,22,450,164,1328,8,42,81,247,28,133,34,378,31,328,7,108,21,451,-,-,28,308
4,13201,1320100000,八王子市,,,八王子市,1,04,資本金1000万～3000万円未満,2004,32780,3,16,3,16,-,-,2001,32764,-,-,344,3234,387,6142,2,20,65,650,52,2148,506,7286,7,39,254,1509,103,712,70,2232,62,1848,12,460,30,1752,-,-,107,4732
4,13201,1320100000,八王子市,,,八王子市,1,05,資本金3000万～5000万円未満,236,10632,2,13,2,13,-,-,234,10619,-,-,68,1338,56,1920,-,-,2,2160,3,70,47,2122,1,5,22,223,5,102,2,32,6,343,3,303,6,247,-,-,13,1754
4,13201,1320100000,八王子市,,,八王子市,1,06,資本金5000万～1億円未満,142,10787,-,-,-,-,-,-,142,10787,-,-,13,455,43,3774,-,-,3,200,6,394,36,3481,-,-,21,217,4,102,2,705,5,525,-,-,4,661,-,-,5,273
4,13201,1320100000,八王子市,,,八王子市,1,07,資本金1億～3億円未満,39,13017,-,-,-,-,-,-,39,13017,-,-,2,54,12,6200,-,-,2,262,2,451,7,3523,-,-,4,55,1,43,2,174,2,259,-,-,2,178,-,-,3,1818
4,13201,1320100000,八王子市,,,八王子市,1,08,資本金3億～10億円未満,16,7469,-,-,-,-,-,-,16,7469,-,-,1,190,6,814,-,-,2,314,-,-,3,4739,-,-,1,10,1,385,-,-,1,489,-,-,-,-,-,-,1,528
4,13201,1320100000,八王子市,,,八王子市,1,09,資本金10億～50億円未満,4,2394,-,-,-,-,-,-,4,2394,-,-,-,-,1,287,-,-,-,-,-,-,1,863,-,-,1,65,-,-,1,1179,-,-,-,-,-,-,-,-,-,-
