"測点名","X座標","Y座標","備考"
"2A574","-27171.184","-27924.548","鋲（街区多角補助点）"
"B1","-27204.476","-27923.813","鋲"
"B2","-27204.900","-27944.648","鋲"
"B3","-27228.621","-27926.623","鋲"
