"年度","よくある(%)","ときどきある(%)","ほとんどない(%)","まったくない(%)","無回答(%)"
"24","89.5","9.3","0.4","0.3","0.5"
"19","89.2","9.7","0.5","0.3","0.3"
"14","87.3","11.4","0.5","0.3","0.5"
