"","15～24歳(%)","25～34歳(%)","35～44歳(%)","45～54歳(%)","55～64歳(%)","65歳以上(%)"
"18","42.5","72.2","64.1","69.3","52.5","15.6"
"19","44.6","71.4","62.8","71.2","54.6","15.5"
"20","46.0","72.3","63.7","70.7","56.1","15.2"
"21","45.0","74.7","67.0","71.9","54.4","14.7"
"22","44.5","76.1","67.2","71.0","54.5","15.7"
"23","44.3","76.2","67.3","71.3","55.6","16.8"
"24","44.7","75.7","67.5","70.8","56.2","16.5"
"25","46.5","77.3","70.1","72.5","57.1","16.9"
