"種別","名称","郵便番号","所在地","緯度","経度","座標系","電話番号"
"老人福祉センターA","志村ふれあい館","174-0056","板橋区志村３－３２－６","35.778873","139.690109","JGD2011","03-3960-5885"
"老人福祉センターA","高島平ふれあい館","175-0082","板橋区高島平８－２９－１","35.791718","139.664734","JGD2011","03-3935-1775"
"老人福祉センターA","徳丸ふれあい館","175-0083","板橋区徳丸２－１２－１２","35.772110","139.660736","JGD2011","03-3934-8627"
"老人福祉センターA","中台ふれあい館","174-0064","板橋区中台２－１４－１","35.769829","139.680557","JGD2011","03-3934-2940"
"老人福祉センターA","仲町ふれあい館","173-0022","板橋区仲町２０－５","35.751335","139.696503","JGD2011","03-3958-0163"
