"","15～19歳(％)","20～24歳(％)","25～29歳(％)","30～34歳(％)","35～39歳(％)","40～44歳(％)","45～49歳(％)","50～54歳(％)","54～59歳(％)","60～64歳(％)"
"フランス(2007年)","","","","","","","","","",""
"スウェーデン(2007年)","","","","","","","","","",""
"アメリカ(2007年)","","","","","","","","","",""
"東京(1995年)","","","","","","","","","",""
"東京(2005年)","","","","","","","","","",""
"日本(2007年)","","","","","","","","","",""
"韓国(2007年)","","","","","","","","","",""
