"","平均値(μg/m3)"
"B群／青梅0m",""
"B群／田無20m",""
"B群／中央20m",""
"B群／立川20m",""
"B群／大田20m",""
"B群／八王子0m",""
"B群／渋谷20m",""
"B群／立川0m",""
"B群／中央0m",""
"B群／足立20m",""
"B群／板橋20m",""
"B群／町田0m",""
"B群／大田0m",""
"A群／田無0m",""
"A群／渋谷0m",""
"A群／足立0m",""
"A群／板橋0m",""
