"卒業年度","21","22","23","24","25","26","27","28"
"卒業生（人）","1424","1444","1511","1707","1744","1781","1806","1889"
"就業者数（人）","490","490","557","623","670","694","744","742"
"就業率（％）","34.4","33.9","36.9","36.5","38.4","39.0","41.2","39.3"
"就業率（全国）（％）","23.6","24.3","25.0","27.7","28.4","28.8","29.4",""
