"発災時","場所選択1(直後)","場所選択2","場所選択3","場所選択4","場所選択5","当日夜","計（人）"
"被災地外(3人)","自宅へ","","","","","","2"
"被災地外(3人)","自宅へ","実家","実家","実家","実家","実家","1"
