"","昭和45年(割合)","昭和50年(割合)","昭和55年(割合)","昭和60年(割合)","平成2年(割合)","平成7年(割合)","平成12年(割合)","平成17年(割合)","平成22年(割合)","平成27年(割合)"
"東京都０～１４歳","","","","","","","","","",""
"全国０～１４歳","","","","","","","","","",""
"東京都６５歳以上","","","","","","","","","",""
"全国６５歳以上","","","","","","","","","",""
