"","8年度","9年度","10年度","11年度"
"長期型NO2／青梅市(ppb)","","","",""
"長期型NO2／東大和市(ppb)","","","",""
"長期型NO2／八王子市(ppb)","","","",""
"長期型NO2／中野区(ppb)","","","",""
"長期型NO2／豊島区(ppb)","","","",""
"長期型NO2／品川区(ppb)","","","",""
"長期型NO2／足立区(ppb)","","","",""
"微小粒子／青梅市(μg/m3)","","","",""
"微小粒子／東大和市(μg/m3)","","","",""
"微小粒子／八王子市(μg/m3)","","","",""
"微小粒子／中野区(μg/m3)","","","",""
"微小粒子／豊島区(μg/m3)","","","",""
"微小粒子／品川区(μg/m3)","","","",""
"微小粒子／足立区(μg/m3)","","","",""
"粗粒子／青梅市(μg/m3)","","","",""
"粗粒子／東大和市(μg/m3)","","","",""
"粗粒子／八王子市(μg/m3)","","","",""
"粗粒子／中野区(μg/m3)","","","",""
"粗粒子／豊島区(μg/m3)","","","",""
"粗粒子／品川区(μg/m3)","","","",""
"粗粒子／足立区(μg/m3)","","","",""
