"年度","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26"
"保育サービス利用率(％)","26.1","26.4","27.0","27.8","28.1","28.5","29.1","29.7","30.2","31.2","32.2","33.2","34.6","36.0","37.6"
"就学前児童人口(人)","574501","576485","581533","586122","587675","590061","588545","588773","591604","594272","601368","609128","615228","619557","625347"
"保育サービス利用児童数(人)","149789","152298","157113","162704","164940","168430","171308","174763","178764","185475","193532","202422","212641","223334","234911"
