"測点名","X座標","Y座標","備考"
"K109","-27202.916","-27928.881","市金属標"
"K121","-27202.718","-27924.709","市鋲"
"K155","-27202.748","-27943.366","市コンクリート杭"
"K156","-27226.969","-27927.414","市金属標"
"K157","-27233.999","-27922.784","鋲"
"K158","-27202.916","-27928.892","都金属標"
"P117","-27202.648","-27922.891","計算点"
"P121","-27237.046","-27920.777","鋲"
