"年","19","20","21","22","23","24","25"
"出生数（東京都）","103837","106015","106613","108135","106027","107401","109986"
"合計特殊出生率（東京都）","1.05","1.09","1.12","1.12","1.06","1.09","1.13"
"合計特殊出生率（全国）","1.34","1.37","1.37","1.39","1.39","1.41","1.43"
