"","3年(ppb)","5年(ppb)","6年(ppb)","7年(ppb)","8年(ppb)","9年(ppb)","10年(ppb)"
"中央0m","","","","","","",""
"大田0m","","","","","","",""
"渋谷0m","","","","","","",""
"板橋0m","","","","","","",""
"足立0m","","","","","","",""
"田無0m","","","","","","",""
"中央20m","","","","","","",""
"大田20m","","","","","","",""
"渋谷20m","","","","","","",""
"板橋20m","","","","","","",""
"足立20m","","","","","","",""
"八王子0m","","","","","","",""
"立川0m","","","","","","",""
"町田0m","","","","","","",""
"田無20m","","","","","","",""
"八王子20m","","","","","","",""
"立川20m","","","","","","",""
"青梅20m","","","","","","",""
"町田20m","","","","","","",""
"青梅0m","","","","","","",""
