"年度","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21"
"就学前児童(0～5歳)(千人)","574","566","562","562","564","569","575","576","582","586","588","590","589","589","592","594"
"年少人口(14歳以下)(千人)","1557","1521","1492","1469","1453","1441","1430","1427","1428","1433","1435","1446","1452","1461","1472","1482"
