"年","19","20","21","22","23","24","25","26"
"年少人口","1461387","1471628","1482232","1489947","1501531","1504180","1509428","1516430"
"構成比(%)","11.84","11.84","11.84","11.83","11.87","11.86","11.85","11.49"
