"停電発生時","場所選択1（直後）","場所選択2","場所選択3","計（人）"
"自宅（15人）","","","","1"
"自宅（15人）","自宅","自宅","自宅","8"
"自宅（15人）","自宅","買出しへ","自宅","4"
"自宅（15人）","自宅","保育園へ迎え","買出し","1"
"自宅（15人）","友人宅（同じマンション内）","友人宅（同じマンション内）","友人宅（同じマンション内）","1"
