"","15～24歳(%)","25～34歳(%)","35～44歳(%)","45～54歳(%)","55～64歳(%)","65歳以上(%)"
"19","","","","","",""
"20","","","","","",""
"21","","","","","",""
"22","","","","","",""
"23","","","","","",""
"24","","","","","",""
"25","","","","","",""
