"選挙名称","合計[人]","開票率[%]","残票[票]","無効票[票]","按分切捨て票[票]","不足票[票]","不受理票[票]","投票者数[人]"
"令和元年7月21日執行　参議院（選挙区選出）議員選挙","95689","100","0","2069","0","1","0","97759"

"令和元年7月21日執行　参議院選挙区選出議員選挙開票結果","Ver201907",,,,,,,
