地域階層,地域コード,地域,平成14年中／増減,平成14年中／出生,平成14年中／死亡,平成15年中／増減,平成15年中／出生,平成15年中／死亡,平成16年中／増減,平成16年中／出生,平成16年中／死亡,平成17年中／増減,平成17年中／出生,平成17年中／死亡,平成18年中／増減,平成18年中／出生,平成18年中／死亡
4,13211,小平市,592,1633,1041,586,1695,1109,474,1551,1077,309,1450,1141,418,1571,1153
4,13212,日野市,679,1620,941,575,1525,950,533,1574,1041,337,1436,1099,495,1614,1119
4,13213,東村山市,294,1298,1004,201,1225,1024,145,1256,1111,-13,1164,1177,-9,1177,1186
4,13214,国分寺市,367,995,628,262,921,659,321,929,608,276,968,692,256,934,678
4,13215,国立市,256,646,390,169,574,405,105,580,475,51,518,467,117,561,444
4,13218,福生市,210,600,390,204,606,402,142,572,430,98,576,478,85,526,441
4,13219,狛江市,178,616,438,152,605,453,155,646,491,91,607,516,126,637,511
4,13220,東大和市,271,743,472,328,791,463,320,830,510,171,707,536,173,724,551
4,13221,清瀬市,-6,578,584,58,546,488,36,598,562,-15,600,615,18,651,633
4,13222,東久留米市,306,971,665,249,898,649,198,941,743,44,860,816,110,877,767
4,13223,武蔵村山市,172,620,448,89,565,476,151,594,443,117,574,457,94,606,512
4,13224,多摩市,343,1094,751,374,1073,699,328,1080,752,295,1083,788,232,1086,854
4,13225,稲城市,378,740,362,348,734,386,342,776,434,302,731,429,354,804,450
4,13227,羽村市,236,603,367,212,547,335,201,522,321,140,501,361,125,524,399
4,13228,あきる野市,3,701,698,-76,653,729,24,782,758,-36,694,730,-43,711,754
4,13229,西東京市,427,1561,1134,311,1558,1247,358,1553,1195,246,1563,1317,307,1597,1290
1,13550,町村部,-448,663,1111,-476,645,1121,-460,626,1086,-611,613,1224,-516,605,1121
2,13300,郡部,-299,421,720,-323,402,725,-301,393,694,-448,388,836,-403,386,789
4,13303,瑞穂町,50,287,237,28,291,263,32,288,256,-3,279,282,-6,259,265
4,13305,日の出町,-162,77,239,-156,81,237,-148,73,221,-187,73,260,-178,99,277
4,13307,檜原村,-67,14,81,-47,10,57,-55,5,60,-64,13,77,-58,11,69
4,13308,奥多摩町,-120,43,163,-148,20,168,-130,27,157,-194,23,217,-161,17,178
2,13350,島部,-149,242,391,-153,243,396,-159,233,392,-163,225,388,-113,219,332
3,13360,大島支庁,-94,111,205,-95,113,208,-93,110,203,-74,115,189,-69,108,177
4,13361,大島町,-78,65,143,-61,67,128,-77,58,135,-62,65,127,-39,59,98
4,13362,利島村,-1,1,2,-3,0,3,2,4,2,0,3,3,4,5,1
4,13363,新島村,-5,25,30,-23,31,54,-14,28,42,-13,23,36,-17,29,46
4,13364,神津島村,-10,20,30,-8,15,23,-4,20,24,1,24,23,-17,15,32
3,13380,三宅支庁,-34,14,48,-35,18,53,-38,20,58,-40,12,52,-25,16,41
4,13381,三宅村,-30,14,44,-39,14,53,-40,17,57,-41,9,50,-27,13,40
4,13382,御蔵島村,-4,0,4,4,4,0,2,3,1,1,3,2,2,3,1
3,13400,八丈支庁,-45,79,124,-45,80,125,-51,67,118,-70,70,140,-38,70,108
4,13401,八丈町,-46,76,122,-48,76,124,-51,66,117,-72,68,140,-38,69,107
4,13402,青ヶ島村,1,3,2,3,4,1,0,1,1,2,2,0,0,1,1
3,13420,小笠原支庁,24,38,14,22,32,10,23,36,13,21,28,7,19,25,6
4,13421,小笠原村,24,38,14,22,32,10,23,36,13,21,28,7,19,25,6
,,,,,,,,,,,,,,,,,
人口の動き（平成18年中）,,,,,,,,,,,,,,,,,
第15表　区市町村別自然動態　（平成14年～18年）,,,,,,,,,,,,,,,,,
地域階層（0:総数　1:区部・市部・町村部　2:郡部・島部　3:支庁　4:区市町村）,,,,,,,,,,,,,,,,,
