地域階層,地域コード,地域,平成14年中／増減,平成14年中／転入,平成14年中／転出,平成15年中／増減,平成15年中／転入,平成15年中／転出,平成16年中／増減,平成16年中／転入,平成16年中／転出,平成17年中／増減,平成17年中／転入,平成17年中／転出,平成18年中／増減,平成18年中／転入,平成18年中／転出
0,13000,総数,72050,442925,370875,64859,441013,376154,71558,433270,361712,78847,436245,357398,78545,435453,356908
1,13100,区部,50612,315730,265118,43428,313845,270417,49069,309427,260358,59496,317707,258211,60163,318703,258540
1,13200,市部,21376,125668,104292,21613,125806,104193,22699,122567,99868,19605,117114,97509,18539,115454,96915
2,13300,郡部,31,646,615,-70,614,684,-107,575,682,-107,546,653,-111,571,682
2,13350,島部,31,881,850,-112,748,860,-103,701,804,-147,878,1025,-46,725,771
1,13100,区部,50612,315730,265118,43428,313845,270417,49069,309427,260358,59496,317707,258211,60163,318703,258540
4,13101,千代田区,598,1956,1358,870,2333,1463,813,2351,1538,853,2527,1674,797,2527,1730
4,13102,中央区,1780,4782,3002,1788,5060,3272,2557,5999,3442,3203,6801,3598,2374,6032,3658
4,13103,港区,1551,7373,5822,2137,8265,6128,2456,8584,6128,3272,9575,6303,4247,10502,6255
4,13104,新宿区,3240,13943,10703,3305,14008,10703,3337,14060,10723,3030,13792,10762,2937,13735,10798
4,13105,文京区,1975,7943,5968,1965,8037,6072,1927,8041,6114,2652,8454,5802,2752,8801,6049
4,13106,台東区,1524,5488,3964,955,5047,4092,1484,5343,3859,1511,5561,4050,1613,5716,4103
4,13107,墨田区,1202,6314,5112,1566,6303,4737,2141,6778,4637,2058,6924,4866,2790,7982,5192
4,13108,江東区,3057,13004,9947,3632,13773,10141,2829,12651,9822,5651,15977,10326,3960,14283,10323
4,13109,品川区,2166,13311,11145,2251,13532,11281,2890,13786,10896,2973,13897,10924,2696,13907,11211
4,13110,目黒区,2387,11561,9174,1052,10166,9114,1493,10337,8844,2263,10937,8674,2888,11541,8653
4,13111,大田区,2058,25429,23371,2303,26001,23698,2629,25389,22760,3649,26538,22889,3666,26652,22986
4,13112,世田谷区,5550,36344,30794,4643,35890,31247,4742,35027,30285,5371,34638,29267,6570,35316,28746
4,13113,渋谷区,2123,9238,7115,2142,9331,7189,2248,9208,6960,2152,8909,6757,2437,9125,6688
4,13114,中野区,2817,13649,10832,2368,13440,11072,2475,13081,10606,2685,13037,10352,2577,13201,10624
4,13115,杉並区,4180,21917,17737,3738,21629,17891,3790,21230,17440,4298,21271,16973,3582,21113,17531
4,13116,豊島区,2514,11666,9152,1460,10925,9465,1911,10752,8841,2408,11204,8796,3638,11661,8023
4,13117,北区,655,10594,9939,700,10959,10259,1025,10907,9882,1374,11026,9652,88,10290,10202
