区市町村,合計
千代田区,83
中央区,111
港区,181
新宿区,180
文京区,56
台東区,68
墨田区,77
江東区,148
品川区,123
目黒区,46
大田区,168
世田谷区,169
渋谷区,147
中野区,92
杉並区,116
豊島区,131
北区,91
荒川区,60
板橋区,123
練馬区,133
足立区,183
葛飾区,117
江戸川区,133
八王子市,147
立川市,57
武蔵野市,32
三鷹市,53
青梅市,36
府中市,39
昭島市,23
調布市,53
町田市,103
小金井市,24
小平市,40
日野市,31
東村山市,35
国分寺市,20
国立市,13
西東京市,48
福生市,19
狛江市,7
東大和市,16
清瀬市,17
東久留米市,23
武蔵村山市,14
多摩市,38
羽村市,14
あきる野市,30
瑞穂町,10
日の出町,6
檜原村,4
奥多摩町,5
