"年月[西暦]","調査項目","設問","選択肢","回答数[人]","構成比[%]"
"202003","定住意向","Q2. あなたは、これからも港区に住み続けたいと思いますか。","ずっと住み続けていたい","366","55.6"
"202003","定住意向","Q2. あなたは、これからも港区に住み続けたいと思いますか。","当分は住んでいたい","224","34.0"
"202003","定住意向","Q2. あなたは、これからも港区に住み続けたいと思いますか。","しばらくは住むつもりだが将来は区外に転居したい","42","6.4"
"202003","定住意向","Q2. あなたは、これからも港区に住み続けたいと思いますか。","近いうちに区外に転居したいが、具体的な計画はない","2","0.3"
"202003","定住意向","Q2. あなたは、これからも港区に住み続けたいと思いますか。","近いうちに区外に転居する予定である","9","1.4"
"202003","定住意向","Q2. あなたは、これからも港区に住み続けたいと思いますか。","わからない","14","2.1"
"202003","定住意向","Q2. あなたは、これからも港区に住み続けたいと思いますか。","無回答","1","0.2"

"第32回港区民世論調査単純集計表・定住意向Q2","Ver202003",,,,
