名称,所在地,緯度,経度,電話
桜台体育館,練馬区桜台3-28-1,35.74555314,139.6662203,03-3992-9612
平和台体育館,練馬区平和台2-12-5,35.75942687,139.6614234,03-5920-3411
光が丘体育館,練馬区光が丘4-1-4,35.76406703,139.6302901,03-5383-6611
総合体育館,練馬区谷原1-7-5,35.74953925,139.6212784,03-3995-2805
大泉学園町体育館,練馬区大泉学園町5-14-24,35.76528508,139.5840967,03-5905-1161
上石神井体育館,練馬区上石神井1-32-37,35.72247194,139.5872066,03-5991-6601
中村南スポーツ交流センター,練馬区中村南1-2-32,35.72922377,139.6486919,03-3970-9651
