"登録日","投票区","投票所名","10歳代[人]","20歳代[人]","30歳代[人]","40歳代[人]","50歳代[人]","60歳代[人]","70歳以上[人]","計[人]"
"20201201","1","虎ノ門いきいきプラザ","22","484","508","511","477","268","505","2775"
"20201201","2","南桜公園管理棟","7","286","402","296","174","104","204","1473"
"20201201","3","生涯学習センター","3","75","122","121","85","94","207","707"
"20201201","4","福祉プラザさくら川","26","887","872","733","529","341","625","4013"
"20201201","5","エコプラザ","57","690","1181","1134","932","535","704","5233"
"20201201","6","障害保健福祉センター","74","754","1643","1389","917","403","419","5599"
"20201201","7","芝小学校","80","983","1580","1336","953","612","864","6408"
"20201201","8","港勤労福祉会館","18","330","380","320","322","241","868","2479"
"20201201","9","芝浦港南地区総合支所","62","1115","1866","1356","984","550","803","6736"
"20201201","10","三田中学校","20","247","321","311","227","135","306","1567"
"20201201","11","赤羽小学校","85","652","1142","1289","1028","604","1028","5828"
"20201201","12","豊岡いきいきプラザ","79","804","1315","1445","1109","700","1068","6520"
"20201201","13","御田小学校","31","303","456","580","474","318","548","2710"
"20201201","14","旧三光小学校（三光学童クラブ）","160","1197","1874","2367","1901","1105","1697","10301"
"20201201","15","旧神応小学校","65","635","1032","1215","871","584","1124","5526"
"20201201","16","白金小学校","139","909","1468","1808","1507","994","1655","8480"
"20201201","17","高輪台小学校","113","885","1375","1743","1527","876","1555","8074"
"20201201","18","シティハイツ桂坂","62","534","888","991","797","518","867","4657"
"20201201","19","国民生活センタ－","79","576","677","998","956","576","1001","4863"
"20201201","20","港南小学校","136","597","1038","2285","1583","786","1496","7921"
"20201201","21","六本木中学校","45","460","707","747","565","379","674","3577"
"20201201","22","麻布小学校","83","653","1017","1275","1105","571","841","5545"
"20201201","23","飯倉いきいきプラザ","70","833","1336","1261","825","406","663","5394"
"20201201","24","南山小学校","62","582","868","1083","910","528","820","4853"
"20201201","25","南麻布いきいきプラザ","102","1522","2481","2535","1607","887","1214","10348"
"20201201","26","本村小学校","79","664","914","1247","929","547","1088","5468"
"20201201","27","笄小学校","82","576","985","1289","1046","607","1032","5617"
"20201201","28","西麻布いきいきプラザ","37","540","699","728","534","313","542","3393"
"20201201","29","高陵中学校","48","382","541","797","661","380","637","3446"
"20201201","30","赤坂地区総合支所","39","487","574","613","566","333","463","3075"
"20201201","31","赤坂子ども中高生プラザ","58","950","1531","1388","1094","624","893","6538"
"20201201","32","赤坂小学校","56","632","1043","1317","1023","709","1125","5905"
"20201201","33","赤坂図書館","42","250","384","581","463","314","659","2693"
"20201201","34","青山小学校","42","225","374","584","548","368","850","2991"
"20201201","35","青南小学校","100","596","1039","1337","1158","801","1346","6377"
"20201201","36","赤坂子ども中高生プラザ青山館","13","72","113","140","159","153","334","984"
"20201201","37","お台場学園","98","431","560","1005","1159","454","479","4186"
"20201201","38","芝浦港南区民センター","88","752","1590","1662","1195","636","898","6821"
"20201201","39","品川インターシティB棟","31","180","438","548","523","307","283","2310"
"20201201","40","芝浦アイランド児童高齢者交流プラザ","108","796","1696","2264","1491","599","711","7665"
"20201201","41","シティハイツ港南","98","463","940","1478","1217","544","740","5480"
"20201201",,"在外選挙人名簿","1","27","145","353","337","138","160","1161"

"投票区別年代別名簿登録者数　令和2年12月1日時点","Ver202012",,,,,,,,,
