階層コード,地域コード,地域,人口総数／平成20年1月１日,人口総数／平成19年12月１日,人口総数／平成19年１月１日,前月との比較／増減数,前月との比較／増減率（％）,前年同月との比較／増減数,前年同月との比較／増減率（％）
0,13000,総数,12823556,12823386,12710634,170,0,112922,0.89
1,13100,区部,8711953,8712204,8626582,-251,0,85371,0.99
1,13200,市部,4022749,4022286,3994384,463,0.01,28365,0.71
1,13300,郡部,59881,59904,60350,-23,-0.04,-469,-0.78
1,13350,島部,28973,28992,29318,-19,-0.07,-345,-1.18
,,,,,,,,,
住民基本台帳による世帯と人口_平成20年1月,,,,,,,,,
＜参考＞前月及び前年同月との比較,,,,,,,,,
地域階層（0:総数　1:区部・市部・郡部・島部）,,,,,,,,,
