階層コード,地域コード,地域,人口総数／平成20年11月１日,人口総数／平成20年10月１日,人口総数／平成19年11月１日,前月との比較／増減数,前月との比較／増減率（％）,前年同月との比較／増減数,前年同月との比較／増減率（％）
0,13000,総数,12925753,12917456,12820266,8297,0.06,105487,0.82
1,13100,区部,8791521,8784676,8709734,6845,0.08,81787,0.94
1,13200,市部,4045671,4044222,4021544,1449,0.04,24127,0.6
1,13300,郡部,59772,59751,59977,21,0.04,-205,-0.34
1,13350,島部,28789,28807,29011,-18,-0.06,-222,-0.77
,,,,,,,,,
住民基本台帳による世帯と人口_平成20年11月,,,,,,,,,
＜参考＞前月及び前年同月との比較,,,,,,,,,
地域階層（0:総数　1:区部・市部・郡部・島部）,,,,,,,,,
