階層コード,地域コード,地域,人口総数／平成20年9月１日,人口総数／平成20年8月１日,人口総数／平成19年9月１日,前月との比較／増減数,前月との比較／増減率（％）,前年同月との比較／増減数,前年同月との比較／増減率（％）
0,13000,総数,12912042,12910898,12806498,1144,0.01,105544,0.82
1,13100,区部,8780442,8779636,8699680,806,0.01,80762,0.93
1,13200,市部,4043058,4042674,4017783,384,0.01,25275,0.63
1,13300,郡部,59720,59776,59999,-56,-0.09,-279,-0.47
1,13350,島部,28822,28812,29036,10,0.03,-214,-0.74
,,,,,,,,,
住民基本台帳による世帯と人口_平成20年9月,,,,,,,,,
＜参考＞前月及び前年同月との比較,,,,,,,,,
地域階層（0:総数　1:区部・市部・郡部・島部）,,,,,,,,,
