階層コード,地域コード,地域,人口総数／平成20年10月１日,人口総数／平成20年9月１日,人口総数／平成19年10月１日,前月との比較／増減数,前月との比較／増減率（％）,前年同月との比較／増減数,前年同月との比較／増減率（％）
0,13000,総数,12917456,12912042,12808719,5414,0.04,108737,0.85
1,13100,区部,8784676,8780442,8700911,4234,0.05,83765,0.96
1,13200,市部,4044222,4043058,4018802,1164,0.03,25420,0.63
1,13300,郡部,59751,59720,59995,31,0.05,-244,-0.41
1,13350,島部,28807,28822,29011,-15,-0.05,-204,-0.7
,,,,,,,,,
住民基本台帳による世帯と人口_平成20年10月,,,,,,,,,
＜参考＞前月及び前年同月との比較,,,,,,,,,
地域階層（0:総数　1:区部・市部・郡部・島部）,,,,,,,,,
