階層コード,地域コード,地域,人口総数／平成20年2月１日,人口総数／平成20年1月１日,人口総数／平成19年2月１日,前月との比較／増減数,前月との比較／増減率（％）,前年同月との比較／増減数,前年同月との比較／増減率（％）
0,13000,総数,12828072,12823556,12714985,4516,0.04,113087,0.89
1,13100,区部,8716248,8711953,8630997,4295,0.05,85251,0.99
1,13200,市部,4023009,4022749,3994356,260,0.01,28653,0.72
1,13300,郡部,59846,59881,60346,-35,-0.06,-500,-0.83
1,13350,島部,28969,28973,29286,-4,-0.01,-317,-1.08
,,,,,,,,,
住民基本台帳による世帯と人口_平成20年2月,,,,,,,,,
＜参考＞前月及び前年同月との比較,,,,,,,,,
地域階層（0:総数　1:区部・市部・郡部・島部）,,,,,,,,,
