階層コード,地域コード,地域,人口総数／平成20年12月１日,人口総数／平成20年11月１日,人口総数／平成19年12月１日,前月との比較／増減数,前月との比較／増減率（％）,前年同月との比較／増減数,前年同月との比較／増減率（％）
0,13000,総数,12925706,12925753,12823386,-47,0,102320,0.8
1,13100,区部,8791577,8791521,8712204,56,0,79373,0.91
1,13200,市部,4045614,4045671,4022286,-57,0,23328,0.58
1,13300,郡部,59749,59772,59904,-23,-0.04,-155,-0.26
1,13350,島部,28766,28789,28992,-23,-0.08,-226,-0.78
,,,,,,,,,
住民基本台帳による世帯と人口_平成20年12月,,,,,,,,,
＜参考＞前月及び前年同月との比較,,,,,,,,,
地域階層（0:総数　1:区部・市部・郡部・島部）,,,,,,,,,
