"年月日[西暦]","地区","事業所数","従業者数[人]"
"20160210","港区 総数","37116","989196"
"20160210","芝地区","16031","439251"
"20160210","麻布地区","5786","97694"
"20160210","赤坂地区","8665","201088"
"20160210","高輪地区","3228","56779"
"20160210","芝浦港南地区","3406","194384"

"支所管内別事業者数及び従業員数","Ver201602",,
