"年月日［西暦］","地区","町丁目","世帯数","人口男［人］","人口女［人］","人口合計［人］"
20020901,"芝地区総合支所管内","芝一丁目",356,372,368,740
20020901,"芝地区総合支所管内","芝二丁目",1178,987,1113,2100
20020901,"芝地区総合支所管内","芝三丁目",1319,1062,1156,2218
20020901,"芝地区総合支所管内","芝四丁目",348,319,298,617
20020901,"芝地区総合支所管内","芝五丁目",1702,1362,1627,2989
20020901,"芝地区総合支所管内","海岸一丁目",423,404,366,770
20020901,"芝地区総合支所管内","東新橋一丁目",8,6,5,11
20020901,"芝地区総合支所管内","東新橋二丁目",116,101,93,194
20020901,"芝地区総合支所管内","新橋一丁目",38,30,31,61
20020901,"芝地区総合支所管内","新橋二丁目",138,117,110,227
20020901,"芝地区総合支所管内","新橋三丁目",202,179,181,360
20020901,"芝地区総合支所管内","新橋四丁目",289,259,299,558
20020901,"芝地区総合支所管内","新橋五丁目",269,253,245,498
20020901,"芝地区総合支所管内","新橋六丁目",304,312,215,527
20020901,"芝地区総合支所管内","西新橋一丁目",164,151,164,315
20020901,"芝地区総合支所管内","西新橋二丁目",181,190,186,376
20020901,"芝地区総合支所管内","西新橋三丁目",265,126,262,388
20020901,"芝地区総合支所管内","三田一丁目",1188,1058,1215,2273
20020901,"芝地区総合支所管内","三田二丁目",1712,1535,1885,3420
20020901,"芝地区総合支所管内","三田三丁目",726,577,616,1193
20020901,"芝地区総合支所管内","浜松町一丁目",394,336,325,661
20020901,"芝地区総合支所管内","浜松町二丁目",147,162,133,295
20020901,"芝地区総合支所管内","芝大門一丁目",301,273,326,599
20020901,"芝地区総合支所管内","芝大門二丁目",413,338,415,753
20020901,"芝地区総合支所管内","芝公園一丁目",79,71,67,138
20020901,"芝地区総合支所管内","芝公園二丁目",294,225,228,453
20020901,"芝地区総合支所管内","芝公園三丁目",95,69,72,141
20020901,"芝地区総合支所管内","芝公園四丁目",64,63,17,80
20020901,"芝地区総合支所管内","虎ノ門一丁目",173,147,196,343
20020901,"芝地区総合支所管内","虎ノ門二丁目",109,91,78,169
20020901,"芝地区総合支所管内","虎ノ門三丁目",505,415,465,880
20020901,"芝地区総合支所管内","虎ノ門四丁目",208,56,208,264
20020901,"芝地区総合支所管内","虎ノ門五丁目",251,260,285,545
20020901,"芝地区総合支所管内","愛宕一丁目",59,47,70,117
20020901,"芝地区総合支所管内","愛宕二丁目",43,41,41,82
20021001,"芝地区総合支所管内","芝一丁目",358,377,367,744
20021001,"芝地区総合支所管内","芝二丁目",1188,991,1114,2105
20021001,"芝地区総合支所管内","芝三丁目",1340,1068,1173,2241
20021001,"芝地区総合支所管内","芝四丁目",342,314,292,606
20021001,"芝地区総合支所管内","芝五丁目",1703,1360,1622,2982
20021001,"芝地区総合支所管内","海岸一丁目",419,406,358,764
20021001,"芝地区総合支所管内","東新橋一丁目",8,6,5,11
20021001,"芝地区総合支所管内","東新橋二丁目",116,101,93,194
20021001,"芝地区総合支所管内","新橋一丁目",37,30,30,60
20021001,"芝地区総合支所管内","新橋二丁目",136,116,109,225
20021001,"芝地区総合支所管内","新橋三丁目",201,180,178,358
20021001,"芝地区総合支所管内","新橋四丁目",284,253,295,548
20021001,"芝地区総合支所管内","新橋五丁目",271,254,247,501
20021001,"芝地区総合支所管内","新橋六丁目",309,315,215,530
20021001,"芝地区総合支所管内","西新橋一丁目",164,150,164,314
20021001,"芝地区総合支所管内","西新橋二丁目",182,191,185,376
20021001,"芝地区総合支所管内","西新橋三丁目",258,125,256,381
20021001,"芝地区総合支所管内","三田一丁目",1184,1055,1214,2269
20021001,"芝地区総合支所管内","三田二丁目",1713,1534,1884,3418
20021001,"芝地区総合支所管内","三田三丁目",726,577,619,1196
20021001,"芝地区総合支所管内","浜松町一丁目",393,335,320,655
20021001,"芝地区総合支所管内","浜松町二丁目",147,162,133,295
20021001,"芝地区総合支所管内","芝大門一丁目",306,275,329,604
20021001,"芝地区総合支所管内","芝大門二丁目",412,339,415,754
20021001,"芝地区総合支所管内","芝公園一丁目",79,71,67,138
20021001,"芝地区総合支所管内","芝公園二丁目",293,223,224,447
