"登録日","投票区","投票所名","男[人]","女[人]","計[人]"
"20230901","1","虎ノ門いきいきプラザ","1347","1576","2923"
"20230901","2","南桜公園管理棟","897","874","1771"
"20230901","3","生涯学習センター","399","358","757"
"20230901","4","福祉プラザさくら川","2177","2073","4250"
"20230901","5","エコプラザ","2722","2607","5329"
"20230901","6","障害保健福祉センター","2721","2983","5704"
"20230901","7","芝小学校","3020","3351","6371"
"20230901","8","芝コミュニティはうす（芝区民協働スペース）","1016","1453","2469"
"20230901","9","芝浦港南地区総合支所","3572","3821","7393"
"20230901","10","三田中学校","731","837","1568"
"20230901","11","赤羽小学校","2363","3113","5476"
"20230901","12","豊岡いきいきプラザ","2959","3772","6731"
"20230901","13","御田小学校","1175","1524","2699"
"20230901","14","白金の丘学園","5034","6512","11546"
"20230901","15","神応いきいきプラザ","2424","2945","5369"
"20230901","16","白金小学校","3567","4858","8425"
"20230901","17","高輪台小学校","3461","4737","8198"
"20230901","18","シティハイツ桂坂","2013","2475","4488"
"20230901","19","国民生活センタ－","2282","2584","4866"
"20230901","20","港南小学校","3708","4279","7987"
"20230901","21","六本木中学校","1744","1774","3518"
"20230901","22","麻布小学校","2616","2941","5557"
"20230901","23","飯倉いきいきプラザ","2483","2918","5401"
"20230901","24","南山小学校","2122","2537","4659"
"20230901","25","南麻布いきいきプラザ","4519","5831","10350"
"20230901","26","本村小学校","2364","3172","5536"
"20230901","27","笄　小学校","2354","3002","5356"
"20230901","28","西麻布いきいきプラザ","1646","1693","3339"
"20230901","29","高陵中学校","1659","2102","3761"
"20230901","30","赤坂地区総合支所","1580","1549","3129"
"20230901","31","赤坂子ども中高生プラザ","3247","3420","6667"
"20230901","32","赤坂小学校","2745","3130","5875"
"20230901","33","赤坂図書館","1172","1482","2654"
"20230901","34","青山小学校","1278","1686","2964"
"20230901","35","青南小学校","2789","3473","6262"
"20230901","36","赤坂こども中高生プラザ青山館","486","637","1123"
"20230901","37","お台場学園","2020","2223","4243"
"20230901","38","芝浦港南区民センター","3433","3702","7135"
"20230901","39","品川インターシティB棟","1109","1250","2359"
"20230901","40","芝浦アイランド児童高齢者交流プラザ","3923","3949","7872"
"20230901","41","シティハイツ港南","2525","2790","5315"

"選挙人名簿登録者数　令和5年9月1日時点","Ver202309",,,,
