"選挙名称","届出番号","党派名","候補者名","21:50[人]","22:55[人]","23:58 確定[人]","当選"
"平成31年4月21日執行 港区議会議員選挙",,"無所属","清家あい","2400","3600","3809","当選"
"平成31年4月21日執行 港区議会議員選挙",,"自由民主党","うかい雅彦","200","2400","2676","当選"
"平成31年4月21日執行 港区議会議員選挙",,"自由民主党","池田こうじ","200","2200","2552.662","当選"
"平成31年4月21日執行 港区議会議員選挙",,"自由民主党","やなざわ亜紀","200","2000","2233","当選"
"平成31年4月21日執行 港区議会議員選挙",,"無所属","横尾としなり","200","2000","2197","当選"
"平成31年4月21日執行 港区議会議員選挙",,"自由民主党","黒崎ゆういち","200","2000","2148","当選"
"平成31年4月21日執行 港区議会議員選挙",,"自由民主党","二島とよじ","200","2000","2081","当選"
"平成31年4月21日執行 港区議会議員選挙",,"都民ファーストの会","えのもと茂","200","1600","1856.876","当選"
"平成31年4月21日執行 港区議会議員選挙",,"立憲民主党","山野井つよし","200","1600","1837","当選"
"平成31年4月21日執行 港区議会議員選挙",,"自由民主党","ゆうきくみこ","200","1600","1789.734","当選"
"平成31年4月21日執行 港区議会議員選挙",,"立憲民主党","兵藤ゆうこ","200","1600","1732","当選"
"平成31年4月21日執行 港区議会議員選挙",,"日本共産党","くまだちづ子","200","1400","1725","当選"
"平成31年4月21日執行 港区議会議員選挙",,"自由民主党","鈴木たかや","200","1600","1724","当選"
"平成31年4月21日執行 港区議会議員選挙",,"公明党","丸山たかのり","200","1600","1642","当選"
"平成31年4月21日執行 港区議会議員選挙",,"日本維新の会","赤坂だいすけ","200","1400","1638.588","当選"
"平成31年4月21日執行 港区議会議員選挙",,"公明党","近藤まさ子","200","1400","1630","当選"
"平成31年4月21日執行 港区議会議員選挙",,"自由民主党","清原かずゆき","200","1400","1605","当選"
"平成31年4月21日執行 港区議会議員選挙",,"自由民主党","小倉りえこ","200","1400","1588","当選"
"平成31年4月21日執行 港区議会議員選挙",,"国民民主党","七戸じゅん","200","1400","1555","当選"
"平成31年4月21日執行 港区議会議員選挙",,"日本共産党","福島宏子","200","1400","1553","当選"
"平成31年4月21日執行 港区議会議員選挙",,"自由民主党","土屋じゅん","200","1400","1523","当選"
"平成31年4月21日執行 港区議会議員選挙",,"無所属","なかまえ由紀","200","1400","1487","当選"
"平成31年4月21日執行 港区議会議員選挙",,"社会民主党","あべひろこ","200","1200","1475","当選"
"平成31年4月21日執行 港区議会議員選挙",,"公明党","杉本とよひろ","200","1200","1407","当選"
"平成31年4月21日執行 港区議会議員選挙",,"公明党","なかね大","200","1200","1398","当選"
"平成31年4月21日執行 港区議会議員選挙",,"都民ファーストの会","琴尾みさと","200","1200","1374","当選"
"平成31年4月21日執行 港区議会議員選挙",,"公明党","池田たけし","200","1200","1282.337","当選"
"平成31年4月21日執行 港区議会議員選挙",,"日本共産党","風見利男","200","1000","1230","当選"
"平成31年4月21日執行 港区議会議員選挙",,"立憲民主党","杉浦のりお","200","1000","1227","当選"
"平成31年4月21日執行 港区議会議員選挙",,"無所属","マック赤坂","200","1000","1144.411","当選"
"平成31年4月21日執行 港区議会議員選挙",,"自由民主党","いづつのぶひろ","200","800","1130","当選"
"平成31年4月21日執行 港区議会議員選挙",,"無所属","玉木まこと","200","1000","1129","当選"
"平成31年4月21日執行 港区議会議員選挙",,"国民民主党","榎本あゆみ","200","800","1112.123","当選"
"平成31年4月21日執行 港区議会議員選挙",,"無所属","石渡ゆきこ","200","1000","1089","当選"
"平成31年4月21日執行 港区議会議員選挙",,"日本共産党","いのくま正一","200","1000","1088",
"平成31年4月21日執行 港区議会議員選挙",,"自由民主党","三田あきら","200","1000","1081",
"平成31年4月21日執行 港区議会議員選挙",,"自由民主党","うどう巧","200","600","892",
"平成31年4月21日執行 港区議会議員選挙",,"日本共産党","野口ひろき","0","800","883",
"平成31年4月21日執行 港区議会議員選挙",,"立憲民主党","くしま洋一","0","600","771",
"平成31年4月21日執行 港区議会議員選挙",,"ＮＨＫから国民を守る党","大須賀まさる","0","600","696",
"平成31年4月21日執行 港区議会議員選挙",,"あたらしい党","松浦貴昌","200","600","677",
"平成31年4月21日執行 港区議会議員選挙",,"自由民主党","美坂ゆうき","0","400","648.265",
"平成31年4月21日執行 港区議会議員選挙",,"無所属","山本へるみ","200","400","619",
"平成31年4月21日執行 港区議会議員選挙",,"無所属","瀬野やすたか","0","400","597",
"平成31年4月21日執行 港区議会議員選挙",,"幸福実現党","なべ島ひさし","0","400","498",
"平成31年4月21日執行 港区議会議員選挙",,"無所属","かどや俊吾","0","400","484",
"平成31年4月21日執行 港区議会議員選挙",,"無所属","木戸もとふみ","0","200","348",
"平成31年4月21日執行 港区議会議員選挙",,"無所属","たかくわまさや","0","200","291",
"平成31年4月21日執行 港区議会議員選挙",,"無所属・ゼロの会","いいだ佳宏","0","0","271",
"平成31年4月21日執行 港区議会議員選挙",,"無所属","田島しげる","0","0","177",
"平成31年4月21日執行 港区議会議員選挙",,"無所属","井上りょういち","0","0","105",
"平成31年4月21日執行 港区議会議員選挙",,"無所属","オオサワテツヤ","0","0","92",
"平成31年4月21日執行 港区議会議員選挙",,"無所属","望月義彦","0","0","91",
"平成31年4月21日執行 港区議会議員選挙",,"無所属","武井のぶひこ","0","0","89",

"平成31年4月21日執行 港区議会議員選挙候補者別開票速報（確定）","Ver201904",,,,,,
