地域階層,地域コード,地域,1月中／増減,2月中／増減,3月中／増減,4月中／増減,5月中／増減,6月中／増減,7月中／増減,8月中／増減,9月中／増減,10月中／増減,11月中／増減,12月中／増減,令和2年中の増減
4,13221,清瀬市,-24,7,18,33,-2,-3,44,-18,21,-1,7,40,122
4,13222,東久留米市,-24,-17,-35,21,3,3,1,21,-53,-41,36,-2,-87
4,13223,武蔵村山市,-28,17,-93,-2,-28,-26,-32,-22,-32,-26,-16,87,-201
4,13224,多摩市,4,-109,62,-34,-52,20,-24,-70,-37,-37,-4,-28,-309
4,13225,稲城市,-30,-32,116,97,14,63,9,-36,31,47,13,23,315
4,13227,羽村市,-76,-52,-57,33,-7,-57,-38,-58,-54,-73,-2,-8,-449
4,13228,あきる野市,-2,-12,-27,-28,-47,-45,-8,-31,-10,1,-24,-34,-267
4,13229,西東京市,-36,0,232,114,-11,55,6,6,-52,2,82,18,416
1,13550,町村部,-48,-41,-353,153,-8,-23,-20,-14,-20,-54,36,-58,-450
2,13300,郡部,-38,-32,-37,-48,16,-25,-11,5,-44,-47,37,-36,-260
4,13303,瑞穂町,-18,-22,-41,-41,11,-16,-8,14,-34,-32,33,-27,-181
4,13305,日の出町,-14,-10,1,-3,7,-9,-5,-13,-10,-4,13,-6,-53
4,13307,檜原村,-4,-1,3,6,-2,3,-5,2,4,-8,-3,2,-3
4,13308,奥多摩町,-2,1,0,-10,0,-3,7,2,-4,-3,-6,-5,-23
2,13350,島部,-10,-9,-316,201,-24,2,-9,-19,24,-7,-1,-22,-190
3,13360,大島支庁,-9,-8,-168,75,-17,-10,-2,-10,42,-6,0,-10,-123
4,13361,大島町,-3,-5,-113,44,-11,-2,-1,-3,46,-2,2,-15,-63
4,13362,利島村,2,1,-16,10,-1,-2,1,3,-1,-1,-1,2,-3
4,13363,新島村,-2,1,-25,15,-7,-5,-3,-2,0,-1,-2,-2,-33
4,13364,神津島村,-6,-5,-14,6,2,-1,1,-8,-3,-2,1,5,-24
3,13380,三宅支庁,1,1,-35,33,-5,3,-4,-1,-5,-6,7,-3,-14
4,13381,三宅村,3,1,-30,26,-4,5,-3,-3,-5,-5,7,-4,-12
4,13382,御蔵島村,-2,0,-5,7,-1,-2,-1,2,0,-1,0,1,-2
3,13400,八丈支庁,0,-5,-79,66,-2,4,-8,-2,-12,1,-7,-12,-56
4,13401,八丈町,-1,-6,-71,61,-2,5,-7,-2,-12,1,-7,-12,-53
4,13402,青ヶ島村,1,1,-8,5,0,-1,-1,0,0,0,0,0,-3
3,13420,小笠原支庁,-2,3,-34,27,0,5,5,-6,-1,4,-1,3,3
4,13421,小笠原村,-2,3,-34,27,0,5,5,-6,-1,4,-1,3,3
,,,,,,,,,,,,,,,
人口の動き（令和2年中）,,,,,,,,,,,,,,,
第６表　区市町村、月別人口増減（総数　男）,,,,,,,,,,,,,,,
地域階層（0:総数　1:区部・市部・町村部　2:郡部・島部　3:支庁　4:区市町村）,,,,,,,,,,,,,,,
