国籍区分,地域階層,地域コード,地域,1月中／増減,2月中／増減,3月中／増減,4月中／増減,5月中／増減,6月中／増減,7月中／増減,8月中／増減,9月中／増減,10月中／増減,11月中／増減,12月中／増減,令和2年中の増減
総数,0,13000,総数,1941,-1786,30831,20351,-3405,56,-5903,-11939,-10673,-7358,-1026,-2489,8600
総数,1,13100,区部,3228,-45,25793,14543,-2930,88,-5307,-10509,-10463,-7741,-1424,-3079,2154
総数,1,13200,市部,-1189,-1659,5686,5515,-474,13,-519,-1383,-187,485,360,647,7295
総数,2,13300,郡部,-66,-56,-71,-42,31,-51,-50,-10,-54,-74,45,-38,-436
総数,2,13350,島部,-32,-26,-577,335,-32,6,-27,-37,31,-28,-7,-19,-413
総数,1,13100,区部,3228,-45,25793,14543,-2930,88,-5307,-10509,-10463,-7741,-1424,-3079,2154
総数,4,13101,千代田区,137,52,336,150,-42,-55,239,106,177,139,28,7,1274
総数,4,13102,中央区,526,233,509,342,67,155,110,-112,-68,56,239,165,2222
総数,4,13103,港区,636,141,767,316,-297,-540,-416,-702,-391,-400,47,-504,-1343
総数,4,13104,新宿区,-28,-559,-295,-28,-528,-371,-445,-846,-773,-376,613,415,-3221
総数,4,13105,文京区,117,90,612,539,-62,89,-34,-359,-329,-241,35,3,460
総数,4,13106,台東区,83,136,236,299,86,175,-63,-96,-166,45,210,271,1216
総数,4,13107,墨田区,-44,35,642,210,73,256,-46,-241,-130,-167,-21,184,751
総数,4,13108,江東区,156,284,2787,1915,121,521,37,-506,-519,-247,148,-231,4466
総数,4,13109,品川区,506,563,2050,1365,359,1273,230,-170,-351,-357,-326,-442,4700
総数,4,13110,目黒区,-12,58,1108,622,-126,8,-360,-406,-284,-297,-254,-214,-157
総数,4,13111,大田区,-33,6,3662,713,-316,67,-360,-872,-888,-1144,-601,-1055,-821
総数,4,13112,世田谷区,289,281,3500,1808,-136,366,-184,-461,-692,-625,-714,-546,2886
総数,4,13113,渋谷区,441,46,885,504,22,30,-169,-259,-273,-203,18,-207,835
総数,4,13114,中野区,264,63,863,518,-168,-104,-475,-643,-498,-513,111,-20,-602
総数,4,13115,杉並区,232,-70,1813,960,-178,-223,-314,-709,-920,-390,-283,-532,-614
総数,4,13116,豊島区,-72,-500,102,159,-237,-449,-525,-795,-739,-452,179,383,-2946
総数,4,13117,北区,30,-284,568,518,-120,106,-183,-494,-483,-230,-206,28,-750
総数,4,13118,荒川区,132,-81,-30,304,-41,-73,-235,-271,-421,-227,76,256,-611
総数,4,13119,板橋区,-176,-59,1368,715,-363,-320,-616,-563,-392,-439,-228,-71,-1144
総数,4,13120,練馬区,68,120,1965,1246,-212,-226,-532,-383,-590,-424,-117,-251,664
総数,4,13121,足立区,48,-53,1500,618,-204,-181,-231,-368,-600,-463,-119,-243,-296
総数,4,13122,葛飾区,-94,31,592,453,-216,-119,-95,-372,-422,-250,-221,-146,-859
