国籍区分,地域階層,地域コード,地域,1月中／増減,2月中／増減,3月中／増減,4月中／増減,5月中／増減,6月中／増減,7月中／増減,8月中／増減,9月中／増減,10月中／増減,11月中／増減,12月中／増減,令和2年中の増減
総数,0,13000,総数,-701,-1904,-1260,3553,130,87,382,-599,-365,-406,-248,769,-562
総数,1,13100,区部,-452,-1138,-697,2086,-395,-189,-458,-1260,-1397,-1371,-1439,-807,-7517
総数,1,13200,市部,-257,-781,-148,1168,488,261,813,630,961,949,1103,1542,6729
総数,2,13300,郡部,7,16,3,13,46,9,23,47,9,11,79,39,302
総数,2,13350,島部,1,-1,-418,286,-9,6,4,-16,62,5,9,-5,-76
総数,1,13100,区部,-452,-1138,-697,2086,-395,-189,-458,-1260,-1397,-1371,-1439,-807,-7517
総数,4,13101,千代田区,-1,-38,-3,21,-73,-93,140,77,80,58,-51,-23,94
総数,4,13102,中央区,151,12,-16,-51,-78,-44,36,-53,-19,-59,34,99,12
総数,4,13103,港区,-26,-186,-196,-254,-237,-403,-169,-185,-177,-191,-137,-275,-2436
総数,4,13104,新宿区,-285,-320,-708,-110,-212,-95,-138,-278,-176,-140,-375,-364,-3201
総数,4,13105,文京区,-73,-33,11,116,-105,-73,-3,-110,-112,-156,-136,-175,-849
総数,4,13106,台東区,-9,10,-2,21,42,122,-22,93,1,101,72,30,459
総数,4,13107,墨田区,-146,-74,-165,-135,-15,86,-139,-77,-48,-38,-61,120,-692
総数,4,13108,江東区,-90,104,943,852,106,301,146,29,161,93,101,-127,2619
総数,4,13109,品川区,61,154,452,533,176,469,56,-73,-146,-194,-144,-93,1251
総数,4,13110,目黒区,-117,-54,21,10,-103,2,-184,-131,-55,-130,-190,18,-913
総数,4,13111,大田区,-111,-21,43,-182,39,-81,-121,-57,-174,-208,-43,-66,-982
総数,4,13112,世田谷区,59,63,187,157,71,126,120,-10,-118,-67,-350,-76,162
総数,4,13113,渋谷区,133,-112,123,160,62,13,-78,-66,-152,-63,-37,-82,-99
総数,4,13114,中野区,119,-33,-7,121,-36,-109,-270,-177,-130,-361,-65,-26,-974
総数,4,13115,杉並区,33,-84,-260,-111,-165,-214,-103,-294,-346,-167,-254,-400,-2365
総数,4,13116,豊島区,-189,-236,-366,67,-91,-179,-135,-203,-171,-105,-203,-166,-1977
総数,4,13117,北区,71,-39,88,90,46,150,205,56,-66,63,-92,40,612
総数,4,13118,荒川区,119,-7,-96,99,-6,16,6,-54,-111,-77,-90,71,-130
総数,4,13119,板橋区,-71,-107,-83,158,-25,-118,-73,34,165,141,53,189,263
総数,4,13120,練馬区,47,79,-45,411,17,-34,91,105,89,40,148,42,990
総数,4,13121,足立区,93,18,86,129,201,84,222,187,98,78,230,252,1678
総数,4,13122,葛飾区,-53,-3,6,72,-29,25,133,3,45,43,54,120,416
総数,4,13123,江戸川区,-167,-231,-710,-88,20,-140,-178,-76,-35,-32,97,85,-1455
総数,1,13200,市部,-257,-781,-148,1168,488,261,813,630,961,949,1103,1542,6729
総数,4,13201,八王子市,-149,-166,-207,38,-5,133,150,124,39,116,131,184,388
総数,4,13202,立川市,-100,-23,-29,-7,0,82,59,60,78,190,102,33,445
総数,4,13203,武蔵野市,28,-50,27,0,-3,-88,-66,39,-36,-13,0,20,-142
総数,4,13204,三鷹市,-15,-118,500,338,0,-28,75,40,42,82,-7,43,952
総数,4,13205,青梅市,-10,6,-52,7,21,15,30,41,52,77,5,-10,182
総数,4,13206,府中市,23,-136,-290,135,0,-278,-126,-56,46,-173,-12,-71,-938
総数,4,13207,昭島市,32,67,89,38,79,35,92,17,-14,11,-45,60,461
総数,4,13208,調布市,47,-52,-70,25,54,-16,-98,-26,106,122,123,77,292
総数,4,13209,町田市,-37,-62,-73,77,21,-15,68,7,52,71,18,89,216
