地域階層,地域コード,地域,1月,2月,3月,4月,5月,6月,7月,8月,9月,10月,11月,12月,令和3年1月
4,13211,小平市,96632,96608,96580,96538,96669,96626,96708,96726,96693,96677,96722,96792,96808
4,13212,日野市,94876,94860,94859,95026,95162,95197,95215,95209,95182,95168,95139,95113,95132
4,13213,東村山市,73113,73090,73053,73062,73166,73190,73152,73145,73160,73150,73168,73193,73203
4,13214,国分寺市,62419,62442,62431,62745,62940,62934,62957,63020,63053,63087,63137,63210,63347
4,13215,国立市,36607,36602,36572,36575,36624,36647,36651,36608,36598,36613,36582,36576,36524
4,13218,福生市,28620,28593,28550,28507,28508,28431,28365,28364,28337,28303,28280,28305,28344
4,13219,狛江市,40737,40761,40756,40828,40872,40817,40836,40832,40829,40764,40755,40731,40694
4,13220,東大和市,41218,41198,41216,41182,41199,41178,41171,41133,41126,41165,41151,41141,41142
4,13221,清瀬市,36046,36022,36029,36047,36080,36078,36075,36119,36101,36122,36121,36128,36168
4,13222,東久留米市,56344,56320,56303,56268,56289,56292,56295,56296,56317,56264,56223,56259,56257
4,13223,武蔵村山市,35654,35626,35643,35550,35548,35520,35494,35462,35440,35408,35382,35366,35453
4,13224,多摩市,72184,72188,72079,72141,72107,72055,72075,72051,71981,71944,71907,71903,71875
4,13225,稲城市,46016,45986,45954,46070,46167,46181,46244,46253,46217,46248,46295,46308,46331
4,13227,羽村市,27825,27749,27697,27640,27673,27666,27609,27571,27513,27459,27386,27384,27376
4,13228,あきる野市,39733,39731,39719,39692,39664,39617,39572,39564,39533,39523,39524,39500,39466
4,13229,西東京市,100499,100463,100463,100695,100809,100798,100853,100859,100865,100813,100815,100897,100915
1,13550,町村部,41425,41377,41336,40983,41136,41128,41105,41085,41071,41051,40997,41033,40975
2,13300,郡部,28202,28164,28132,28095,28047,28063,28038,28027,28032,27988,27941,27978,27942
4,13303,瑞穂町,16438,16420,16398,16357,16316,16327,16311,16303,16317,16283,16251,16284,16257
4,13305,日の出町,8372,8358,8348,8349,8346,8353,8344,8339,8326,8316,8312,8325,8319
4,13307,檜原村,959,955,954,957,963,961,964,959,961,965,957,954,956
4,13308,奥多摩町,2433,2431,2432,2432,2422,2422,2419,2426,2428,2424,2421,2415,2410
2,13350,島部,13223,13213,13204,12888,13089,13065,13067,13058,13039,13063,13056,13055,13033
3,13360,大島支庁,6197,6188,6180,6012,6087,6070,6060,6058,6048,6090,6084,6084,6074
4,13361,大島町,3742,3739,3734,3621,3665,3654,3652,3651,3648,3694,3692,3694,3679
4,13362,利島村,203,205,206,190,200,199,197,198,201,200,199,198,200
4,13363,新島村,1288,1286,1287,1262,1277,1270,1265,1262,1260,1260,1259,1257,1255
4,13364,神津島村,964,958,953,939,945,947,946,947,939,936,934,935,940
3,13380,三宅支庁,1450,1451,1452,1417,1450,1445,1448,1444,1443,1438,1432,1439,1436
4,13381,三宅村,1268,1271,1272,1242,1268,1264,1269,1266,1263,1258,1253,1260,1256
4,13382,御蔵島村,182,180,180,175,182,181,179,178,180,180,179,179,180
3,13400,八丈支庁,3678,3678,3673,3594,3660,3658,3662,3654,3652,3640,3641,3634,3622
4,13401,八丈町,3570,3569,3563,3492,3553,3551,3556,3549,3547,3535,3536,3529,3517
4,13402,青ヶ島村,108,109,110,102,107,107,106,105,105,105,105,105,105
3,13420,小笠原支庁,1898,1896,1899,1865,1892,1892,1897,1902,1896,1895,1899,1898,1901
4,13421,小笠原村,1898,1896,1899,1865,1892,1892,1897,1902,1896,1895,1899,1898,1901
,,,,,,,,,,,,,,,
人口の動き（令和2年中）,,,,,,,,,,,,,,,
第３表  区市町村、月別人口（総数　男）,,,,,,,,,,,,,,,
地域階層（0:総数　1:区部・市部・町村部　2:郡部・島部　3:支庁　4:区市町村）,,,,,,,,,,,,,,,
