項目,階層,大分類,中分類,小分類,中間計,符号,項目名,都平均／実数（円）,都平均／対前年同月増加率（％）,35歳未満（円）,35～39歳（円）,40～44歳（円）,45～49歳（円）,50～54歳（円）,55～59歳（円）,60～64歳（円）,65歳以上（円）,（再掲）75歳以上（円）
0,0,0,0,0,0,0,世帯数分布,10000,-,496,680,856,1001,910,791,1083,4184,1849
0,0,0,0,0,0,0,調査世帯数,730,-,35,50,65,71,66,58,76,309,138
0,0,0,0,0,0,0,世帯人員,2.93,-,3.24,3.42,3.88,3.43,3.64,3.09,2.84,2.33,2.2
0,0,0,0,0,0,0,有業人員,1.28,-,1.58,1.42,1.6,1.51,1.88,1.89,1.7,0.76,0.49
0,0,0,0,0,0,0,世帯主平均年齢,59.4,-,31.1,36.9,41.9,47.2,51.9,57,62,74.3,80.2
2,2,0,0,0,0,0,生計支出,336347,6.6,275076,375481,362539,374153,447879,430551,306193,288595,298879
2,3,0,0,0,102-981,0,消費支出,336347,6.6,275076,375481,362539,374153,447879,430551,306193,288595,298879
2,4,1,0,0,"102-399,　39A,　39B,　39X,　39Y",0,食料,86623,0.6,65821,82256,95483,90140,108668,94536,90532,79842,76971
2,5,1,1,0,102-160,0,穀類,6045,-0.8,5206,5794,6656,6825,7953,6082,6599,5308,5201
2,6,1,1,1,102,0,米類,1488,-12.2,843,783,1196,1618,2591,918,2011,1440,1770
2,7,1,1,1,102,102,米,1488,-12.2,843,783,1196,1618,2591,918,2011,1440,1770
2,6,1,1,2,"120,　129",0,パン,2776,4,2670,3279,3494,3283,2968,3551,2543,2310,2045
2,7,1,1,2,"120,　129",120,食パン,826,9,676,613,810,957,745,804,905,852,764
2,7,1,1,2,"120,　129",129,他のパン,1950,2.1,1994,2666,2684,2327,2223,2748,1638,1458,1281
2,6,1,1,3,130-139,0,麺類,1278,-2.9,1214,1277,1278,1346,1702,1105,1611,1125,957
2,7,1,1,3,130-139,130,生うどん・そば,286,13,227,222,233,239,306,195,352,320,328
2,7,1,1,3,130-139,131,乾うどん・そば,60,15.4,24,23,56,50,61,12,60,83,72
2,7,1,1,3,130-139,134,スパゲッティ,91,-25.4,105,168,166,122,128,81,118,41,38
2,7,1,1,3,130-139,133,中華麺,303,-7.6,217,283,292,338,346,292,438,268,218
2,7,1,1,3,130-139,135,カップ麺,273,-4.5,338,301,320,284,381,311,328,204,137
2,7,1,1,3,130-139,132,即席麺,161,5.9,212,167,117,206,321,134,195,113,91
2,7,1,1,3,130-139,139,他の麺類,105,-13.9,90,113,95,107,158,81,120,95,73
2,6,1,1,4,140-160,0,他の穀類,503,21.8,479,455,687,578,692,507,434,434,429
2,7,1,1,4,140-160,140,小麦粉,54,3.8,155,46,51,55,41,19,43,55,45
2,7,1,1,4,140-160,150,もち,161,0,171,113,157,124,220,140,169,165,198
2,7,1,1,4,140-160,160,他の穀類のその他,289,44.5,153,296,479,399,431,348,223,213,186
2,5,1,2,0,170-217,0,魚介類,6497,-8,2854,3688,3931,4809,7966,5939,6845,8009,8381
2,6,1,2,1,170-194,0,生鮮魚介,3873,-11.7,1608,1966,2336,2987,4862,3382,4036,4813,4872
2,7,1,2,1,170-189,0,鮮魚,3470,-12.3,1536,1776,2106,2664,4531,3001,3540,4287,4305
2,7,1,2,1,170-189,170,まぐろ,629,-2.3,288,189,293,487,650,431,639,873,1050
2,7,1,2,1,170-189,172,あじ,92,-15.6,8,17,42,57,86,95,101,132,111
2,7,1,2,1,170-189,173,いわし,45,4.7,-,40,18,10,66,30,69,57,55
