項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,夫婦のみの世帯／実数（円）,夫婦のみの世帯／構成比（％）,夫婦と未婚の子供から成る世帯／実数（円）,夫婦と未婚の子供から成る世帯／構成比（％）,一人親と未婚の子供から成る世帯／実数（円）,一人親と未婚の子供から成る世帯／構成比（％）,一人親と未婚の子供から成る世帯／母親と20歳未満の子供のみの世帯／実数（円）,一人親と未婚の子供から成る世帯／母親と20歳未満の子供のみの世帯／構成比（％）,その他／実数（円）,その他／構成比（％）,（再掲）夫婦共働き世帯／実数（円）,（再掲）夫婦共働き世帯／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,3989,-,4385,-,674,-,83,-,952,-,2817,-
0,0,0,0,0,調査世帯数,723,-,291,-,317,-,47,-,6,-,68,-,196,-
0,0,0,0,0,世帯人員,2.93,-,2,-,3.68,-,2.29,-,2.78,-,3.88,-,3.3,-
0,0,0,0,0,有業人員,1.26,-,0.7,-,1.73,-,1.29,-,1,-,1.45,-,2.28,-
0,0,0,0,0,世帯主平均年齢,60.7,-,68.9,-,52.6,-,66.8,-,42,-,59.4,-,51.9,-
2,2,0,0,0,生計支出,320489,-,293826,-,351629,-,270028,-,223083,-,324511,-,362303,-
2,3,0,0,0,消費支出,320489,100,293826,100,351629,100,270028,100,223083,100,324511,100,362303,100
2,4,1,0,0,食料,83515,26.1,74998,25.5,92122,26.2,65991,24.4,64228,28.8,91968,28.3,92598,25.6
2,5,1,1,0,穀類,6473,2,5306,1.8,7380,2.1,6187,2.3,5612,2.5,7386,2.3,6331,1.7
2,6,1,1,1,米類,2164,0.7,1885,0.6,2412,0.7,1821,0.7,2254,1,2431,0.7,1976,0.5
2,6,1,1,2,パン,2670,0.8,2159,0.7,3039,0.9,2730,1,2164,1,3072,0.9,2717,0.7
2,6,1,1,3,麺類,1239,0.4,971,0.3,1422,0.4,1328,0.5,737,0.3,1457,0.4,1243,0.3
2,6,1,1,4,他の穀類,400,0.1,292,0.1,507,0.1,308,0.1,458,0.2,426,0.1,395,0.1
2,5,1,2,0,魚介類,6140,1.9,6175,2.1,5939,1.7,5113,1.9,2190,1,7654,2.4,5561,1.5
2,6,1,2,1,生鮮魚介,3635,1.1,3542,1.2,3600,1,2696,1,1106,0.5,4848,1.5,3439,0.9
2,6,1,2,2,塩干魚介,1152,0.4,1206,0.4,1102,0.3,1027,0.4,295,0.1,1244,0.4,934,0.3
2,6,1,2,3,魚肉練製品,520,0.2,552,0.2,481,0.1,615,0.2,523,0.2,498,0.2,410,0.1
2,6,1,2,4,他の魚介加工品,834,0.3,874,0.3,755,0.2,775,0.3,265,0.1,1064,0.3,778,0.2
2,5,1,3,0,肉類,7564,2.4,5765,2,9226,2.6,5786,2.1,6227,2.8,8700,2.7,8417,2.3
2,6,1,3,1,生鮮肉,6049,1.9,4509,1.5,7562,2.2,4346,1.6,4138,1.9,6741,2.1,6744,1.9
2,6,1,3,2,加工肉,1514,0.5,1257,0.4,1664,0.5,1440,0.5,2089,0.9,1959,0.6,1674,0.5
2,5,1,4,0,乳卵類,4337,1.4,4002,1.4,4439,1.3,4010,1.5,5367,2.4,5501,1.7,4259,1.2
2,6,1,4,1,牛乳,1502,0.5,1421,0.5,1513,0.4,1148,0.4,1613,0.7,2047,0.6,1383,0.4
2,6,1,4,2,乳製品,2056,0.6,1894,0.6,2098,0.6,2061,0.8,2895,1.3,2533,0.8,2068,0.6
2,6,1,4,3,卵,779,0.2,687,0.2,829,0.2,801,0.3,859,0.4,921,0.3,808,0.2
