項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,35歳未満／実数（円）,35歳未満／構成比（％）,35～39歳／実数（円）,35～39歳／構成比（％）,40～44歳／実数（円）,40～44歳／構成比（％）,45～49歳／実数（円）,45～49歳／構成比（％）,50～54歳／実数（円）,50～54歳／構成比（％）,55～59歳／実数（円）,55～59歳／構成比（％）,60～64歳／実数（円）,60～64歳／構成比（％）,65歳以上／実数（円）,65歳以上／構成比（％）,（再掲）75歳以上／実数（円）,（再掲）75歳以上／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,473,-,567,-,872,-,881,-,936,-,917,-,1118,-,4236,-,2241,-
0,0,0,0,0,調査世帯数,733,-,35,-,46,-,62,-,62,-,66,-,64,-,79,-,319,-,168,-
0,0,0,0,0,世帯人員,2.94,-,3.14,-,3.94,-,3.72,-,3.66,-,3.38,-,3.14,-,2.77,-,2.38,-,2.28,-
0,0,0,0,0,有業人員,1.23,-,1.4,-,1.39,-,1.42,-,1.52,-,1.74,-,1.89,-,1.57,-,0.74,-,0.57,-
0,0,0,0,0,世帯主平均年齢,60.4,-,31,-,37.2,-,42.2,-,47.2,-,52.4,-,56.9,-,62,-,75.4,-,80.6,-
2,2,0,0,0,生計支出,331018,-,300419,-,272685,-,399738,-,380158,-,349663,-,398243,-,441547,-,270032,-,214125,-
2,3,0,0,0,消費支出,331018,100,300419,100,272685,100,399738,100,380158,100,349663,100,398243,100,441547,100,270032,100,214125,100
2,4,1,0,0,食料,84972,25.7,74463,24.8,75968,27.9,91955,23,97494,25.6,86914,24.9,97934,24.6,97050,22,76887,28.5,65641,30.7
2,5,1,1,0,穀類,6087,1.8,4814,1.6,5698,2.1,5803,1.5,7400,1.9,6524,1.9,6860,1.7,6182,1.4,5777,2.1,5025,2.3
2,6,1,1,1,米類,1756,0.5,1541,0.5,1436,0.5,1184,0.3,2020,0.5,2163,0.6,1915,0.5,1549,0.4,1816,0.7,1595,0.7
2,6,1,1,2,パン,2656,0.8,2056,0.7,2452,0.9,2845,0.7,3017,0.8,2594,0.7,3110,0.8,2681,0.6,2545,0.9,2200,1
2,6,1,1,3,麺類,1341,0.4,985,0.3,1567,0.6,1440,0.4,1746,0.5,1313,0.4,1604,0.4,1568,0.4,1135,0.4,943,0.4
2,6,1,1,4,他の穀類,334,0.1,232,0.1,242,0.1,334,0.1,617,0.2,454,0.1,232,0.1,384,0.1,281,0.1,287,0.1
2,5,1,2,0,魚介類,5542,1.7,2221,0.7,3596,1.3,4367,1.1,4887,1.3,4082,1.2,5183,1.3,6493,1.5,6701,2.5,6075,2.8
2,6,1,2,1,生鮮魚介,3309,1,1319,0.4,2320,0.9,2679,0.7,2976,0.8,2394,0.7,3173,0.8,3704,0.8,3990,1.5,3581,1.7
2,6,1,2,2,塩干魚介,1004,0.3,336,0.1,569,0.2,789,0.2,802,0.2,783,0.2,844,0.2,1312,0.3,1225,0.5,1105,0.5
