項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,夫婦のみの世帯／実数（円）,夫婦のみの世帯／構成比（％）,夫婦と未婚の子供から成る世帯／実数（円）,夫婦と未婚の子供から成る世帯／構成比（％）,一人親と未婚の子供から成る世帯／実数（円）,一人親と未婚の子供から成る世帯／構成比（％）,一人親と未婚の子供から成る世帯／母親と20歳未満の子供のみの世帯／実数（円）,一人親と未婚の子供から成る世帯／母親と20歳未満の子供のみの世帯／構成比（％）,その他／実数（円）,その他／構成比（％）,（再掲）夫婦共働き世帯／実数（円）,（再掲）夫婦共働き世帯／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,3485,-,4757,-,744,-,91,-,1014,-,3028,-
0,0,0,0,0,調査世帯数,736,-,257,-,354,-,54,-,7,-,71,-,218,-
0,0,0,0,0,世帯人員,2.98,-,2,-,3.69,-,2.23,-,3.11,-,3.56,-,3.24,-
0,0,0,0,0,有業人員,1.31,-,0.82,-,1.67,-,1.16,-,1,-,1.46,-,2.21,-
0,0,0,0,0,世帯主平均年齢,59.5,-,68.2,-,51.3,-,68.4,-,43.6,-,61.3,-,51.1,-
2,2,0,0,0,生計支出,401441,-,288794,-,526467,-,221357,-,469824,-,334117,-,450432,-
2,3,0,0,0,消費支出,364890,100,288794,100,449633,100,221357,100,469824,100,334117,100,450432,100
2,4,1,0,0,食料,85382,23.4,79717,27.6,90651,20.2,61366,27.7,88724,18.9,97743,29.3,86443,19.2
2,5,1,1,0,穀類,6867,1.9,5751,2,7721,1.7,4817,2.2,4478,1,8201,2.5,7035,1.6
2,6,1,1,1,米類,2112,0.6,1869,0.6,2307,0.5,1751,0.8,1141,0.2,2299,0.7,2109,0.5
2,6,1,1,2,パン,3052,0.8,2572,0.9,3384,0.8,2155,1,2056,0.4,3804,1.1,3136,0.7
2,6,1,1,3,麺類,1281,0.4,1014,0.4,1511,0.3,685,0.3,999,0.2,1560,0.5,1326,0.3
2,6,1,1,4,他の穀類,421,0.1,296,0.1,518,0.1,227,0.1,282,0.1,538,0.2,465,0.1
2,5,1,2,0,魚介類,6608,1.8,6813,2.4,6327,1.4,5233,2.4,5256,1.1,8230,2.5,5840,1.3
2,6,1,2,1,生鮮魚介,3946,1.1,3936,1.4,3867,0.9,3090,1.4,3421,0.7,4985,1.5,3541,0.8
2,6,1,2,2,塩干魚介,1204,0.3,1312,0.5,1092,0.2,896,0.4,798,0.2,1582,0.5,1031,0.2
2,6,1,2,3,魚肉練製品,541,0.1,582,0.2,470,0.1,488,0.2,540,0.1,768,0.2,480,0.1
2,6,1,2,4,他の魚介加工品,917,0.3,983,0.3,899,0.2,759,0.3,497,0.1,895,0.3,788,0.2
2,5,1,3,0,肉類,7792,2.1,6535,2.3,8942,2,4873,2.2,9101,1.9,8861,2.7,8408,1.9
2,6,1,3,1,生鮮肉,6284,1.7,5273,1.8,7281,1.6,3877,1.8,8092,1.7,6842,2,6874,1.5
2,6,1,3,2,加工肉,1509,0.4,1262,0.4,1661,0.4,997,0.5,1009,0.2,2018,0.6,1534,0.3
2,5,1,4,0,乳卵類,4306,1.2,4102,1.4,4548,1,3025,1.4,2777,0.6,4813,1.4,4036,0.9
2,6,1,4,1,牛乳,1386,0.4,1408,0.5,1444,0.3,753,0.3,593,0.1,1497,0.4,1121,0.2
2,6,1,4,2,乳製品,2150,0.6,2040,0.7,2252,0.5,1739,0.8,1488,0.3,2346,0.7,2199,0.5
2,6,1,4,3,卵,771,0.2,654,0.2,852,0.2,534,0.2,695,0.1,970,0.3,716,0.2
2,5,1,5,0,野菜・海藻,10433,2.9,10914,3.8,10128,2.3,8981,4.1,10188,2.2,11278,3.4,9077,2
2,6,1,5,1,生鮮野菜,7317,2,7589,2.6,7228,1.6,6267,2.8,7003,1.5,7574,2.3,6457,1.4
2,6,1,5,2,乾物・海藻,787,0.2,841,0.3,757,0.2,562,0.3,677,0.1,905,0.3,609,0.1
2,6,1,5,3,大豆加工品,1171,0.3,1171,0.4,1136,0.3,1169,0.5,1657,0.4,1334,0.4,996,0.2
2,6,1,5,4,他の野菜・海藻加工品,1158,0.3,1313,0.5,1007,0.2,983,0.4,851,0.2,1465,0.4,1015,0.2
2,5,1,6,0,果物,3274,0.9,3952,1.4,2835,0.6,2664,1.2,2416,0.5,3450,1,2570,0.6
2,6,1,6,1,生鮮果物,2939,0.8,3590,1.2,2541,0.6,2245,1,1979,0.4,3077,0.9,2251,0.5
2,6,1,6,2,果物加工品,335,0.1,362,0.1,294,0.1,419,0.2,437,0.1,373,0.1,320,0.1
2,5,1,7,0,油脂・調味料,3709,1,3449,1.2,3798,0.8,3211,1.5,5637,1.2,4545,1.4,3677,0.8
2,6,1,7,1,油脂,420,0.1,459,0.2,392,0.1,343,0.2,368,0.1,473,0.1,384,0.1
2,6,1,7,2,調味料,3288,0.9,2990,1,3406,0.8,2868,1.3,5270,1.1,4073,1.2,3293,0.7
2,5,1,8,0,菓子類,5885,1.6,4733,1.6,6696,1.5,3557,1.6,4421,0.9,7746,2.3,6070,1.3
2,5,1,9,0,調理食品,10720,2.9,10143,3.5,10812,2.4,8789,4,13238,2.8,13688,4.1,11091,2.5
2,6,1,9,1,主食的調理食品,4614,1.3,4322,1.5,4819,1.1,3202,1.4,4141,0.9,5687,1.7,5042,1.1
2,6,1,9,2,他の調理食品,6106,1.7,5821,2,5993,1.3,5588,2.5,9097,1.9,8001,2.4,6048,1.3
2,5,1,10,0,飲料,4546,1.2,3855,1.3,4932,1.1,3324,1.5,4364,0.9,6013,1.8,4874,1.1
2,6,1,10,1,茶類,1077,0.3,1141,0.4,982,0.2,757,0.3,1673,0.4,1541,0.5,1099,0.2
2,6,1,10,2,コーヒー・ココア,1002,0.3,943,0.3,1115,0.2,570,0.3,587,0.1,989,0.3,1108,0.2
2,6,1,10,3,他の飲料,2468,0.7,1771,0.6,2835,0.6,1997,0.9,2104,0.4,3483,1,2667,0.6
2,5,1,11,0,酒類,3730,1,4227,1.5,3450,0.8,1642,0.7,2840,0.6,4864,1.5,3633,0.8
2,5,1,12,0,外食,17511,4.8,15243,5.3,20461,4.6,11249,5.1,24009,5.1,16054,4.8,20131,4.5
2,6,1,12,1,一般外食,17160,4.7,15243,5.3,19780,4.4,11179,5.1,23431,5,15842,4.7,19728,4.4
2,6,1,12,2,学校給食,351,0.1,-,-,681,0.2,71,0,578,0.1,213,0.1,403,0.1
2,4,2,0,0,住居,22045,6,24819,8.6,19222,4.3,18116,8.2,45790,9.7,28636,8.6,21603,4.8
2,5,2,1,0,家賃地代,14406,3.9,11121,3.9,16496,3.7,15909,7.2,45790,9.7,14789,4.4,19602,4.4
2,5,2,2,0,設備修繕・維持,7639,2.1,13698,4.7,2726,0.6,2207,1,-,-,13847,4.1,2001,0.4
2,6,2,2,1,設備材料,4539,1.2,11220,3.9,374,0.1,457,0.2,-,-,4111,1.2,302,0.1
2,6,2,2,2,工事その他のサービス,3100,0.8,2478,0.9,2352,0.5,1750,0.8,-,-,9735,2.9,1699,0.4
2,4,3,0,0,光熱・水道,23556,6.5,20659,7.2,24839,5.5,23396,10.6,21033,4.5,27611,8.3,24031,5.3
2,5,3,1,0,電気代,10470,2.9,9072,3.1,10813,2.4,10109,4.6,8603,1.8,13928,4.2,10183,2.3
2,5,3,2,0,ガス代,7736,2.1,6829,2.4,8380,1.9,7821,3.5,7157,1.5,7771,2.3,8117,1.8
2,5,3,3,0,他の光熱,194,0.1,260,0.1,171,0,116,0.1,-,-,128,0,145,0
2,5,3,4,0,上下水道料,5157,1.4,4498,1.6,5475,1.2,5349,2.4,5273,1.1,5784,1.7,5586,1.2
2,4,4,0,0,家具・家事用品,10318,2.8,11805,4.1,8075,1.8,7714,3.5,11511,2.5,17644,5.3,8660,1.9
2,5,4,1,0,家庭用耐久財,3203,0.9,4176,1.4,1284,0.3,1800,0.8,-,-,9884,3,1638,0.4
2,6,4,1,1,家事用耐久財,1250,0.3,1604,0.6,491,0.1,1800,0.8,-,-,3190,1,849,0.2
2,6,4,1,2,冷暖房用器具,1617,0.4,2128,0.7,425,0.1,-,-,-,-,6637,2,465,0.1
2,6,4,1,3,一般家具,335,0.1,444,0.2,367,0.1,-,-,-,-,57,0,324,0.1
