項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,夫婦のみの世帯／実数（円）,夫婦のみの世帯／構成比（％）,夫婦と未婚の子供から成る世帯／実数（円）,夫婦と未婚の子供から成る世帯／構成比（％）,一人親と未婚の子供から成る世帯／実数（円）,一人親と未婚の子供から成る世帯／構成比（％）,一人親と未婚の子供から成る世帯／母親と20歳未満の子供のみの世帯／実数（円）,一人親と未婚の子供から成る世帯／母親と20歳未満の子供のみの世帯／構成比（％）,その他／実数（円）,その他／構成比（％）,（再掲）夫婦共働き世帯／実数（円）,（再掲）夫婦共働き世帯／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,3533,-,4828,-,743,-,90,-,897,-,3064,-
0,0,0,0,0,調査世帯数,737,-,265,-,356,-,52,-,6,-,64,-,221,-
0,0,0,0,0,世帯人員,2.97,-,2,-,3.68,-,2.2,-,2.81,-,3.55,-,3.28,-
0,0,0,0,0,有業人員,1.3,-,0.78,-,1.7,-,1.08,-,0.8,-,1.39,-,2.19,-
0,0,0,0,0,世帯主平均年齢,59.7,-,69.2,-,51,-,67.6,-,46.3,-,61.9,-,50.9,-
2,2,0,0,0,生計支出,332693,-,295922,-,380318,-,228469,-,284497,-,307461,-,367050,-
2,3,0,0,0,消費支出,332693,100,295922,100,380318,100,228469,100,284497,100,307461,100,367050,100
2,4,1,0,0,食料,85039,25.6,79150,26.7,91427,24,60978,26.7,80970,28.5,93767,30.5,90001,24.5
2,5,1,1,0,穀類,6584,2,5630,1.9,7385,1.9,4633,2,3736,1.3,7648,2.5,6769,1.8
2,6,1,1,1,米類,1848,0.6,1629,0.6,2061,0.5,1183,0.5,497,0.2,2115,0.7,1867,0.5
2,6,1,1,2,パン,3024,0.9,2557,0.9,3388,0.9,2254,1,2266,0.8,3535,1.1,3180,0.9
2,6,1,1,3,麺類,1283,0.4,1124,0.4,1407,0.4,955,0.4,895,0.3,1516,0.5,1304,0.4
2,6,1,1,4,他の穀類,429,0.1,319,0.1,528,0.1,240,0.1,78,0,482,0.2,418,0.1
2,5,1,2,0,魚介類,6684,2,7319,2.5,6239,1.6,5127,2.2,3327,1.2,7868,2.6,6123,1.7
2,6,1,2,1,生鮮魚介,4007,1.2,4317,1.5,3780,1,3023,1.3,2247,0.8,4822,1.6,3802,1
2,6,1,2,2,塩干魚介,1211,0.4,1389,0.5,1092,0.3,1028,0.4,443,0.2,1305,0.4,1030,0.3
2,6,1,2,3,魚肉練製品,565,0.2,657,0.2,509,0.1,456,0.2,162,0.1,592,0.2,494,0.1
2,6,1,2,4,他の魚介加工品,901,0.3,956,0.3,858,0.2,620,0.3,476,0.2,1149,0.4,797,0.2
2,5,1,3,0,肉類,7566,2.3,6146,2.1,8788,2.3,4733,2.1,5621,2,8930,2.9,7915,2.2
2,6,1,3,1,生鮮肉,6189,1.9,4930,1.7,7235,1.9,3817,1.7,4807,1.7,7481,2.4,6480,1.8
2,6,1,3,2,加工肉,1377,0.4,1216,0.4,1552,0.4,917,0.4,814,0.3,1450,0.5,1436,0.4
2,5,1,4,0,乳卵類,4249,1.3,3938,1.3,4471,1.2,3411,1.5,1537,0.5,4970,1.6,3988,1.1
2,6,1,4,1,牛乳,1377,0.4,1351,0.5,1417,0.4,1134,0.5,164,0.1,1461,0.5,1094,0.3
2,6,1,4,2,乳製品,2082,0.6,1902,0.6,2187,0.6,1726,0.8,961,0.3,2516,0.8,2140,0.6
2,6,1,4,3,卵,790,0.2,685,0.2,867,0.2,550,0.2,412,0.1,993,0.3,754,0.2
2,5,1,5,0,野菜・海藻,10286,3.1,10585,3.6,10051,2.6,9361,4.1,13527,4.8,11138,3.6,9214,2.5
2,6,1,5,1,生鮮野菜,7105,2.1,7133,2.4,7056,1.9,6507,2.8,11585,4.1,7754,2.5,6404,1.7
2,6,1,5,2,乾物・海藻,822,0.2,887,0.3,790,0.2,675,0.3,386,0.1,857,0.3,714,0.2
2,6,1,5,3,大豆加工品,1158,0.3,1196,0.4,1149,0.3,1137,0.5,841,0.3,1073,0.3,1017,0.3
2,6,1,5,4,他の野菜・海藻加工品,1202,0.4,1370,0.5,1056,0.3,1042,0.5,715,0.3,1453,0.5,1079,0.3
2,5,1,6,0,果物,3381,1,4096,1.4,3011,0.8,2682,1.2,2820,1,3135,1,2725,0.7
2,6,1,6,1,生鮮果物,3024,0.9,3683,1.2,2657,0.7,2520,1.1,2788,1,2821,0.9,2359,0.6
2,6,1,6,2,果物加工品,357,0.1,413,0.1,354,0.1,162,0.1,32,0,314,0.1,367,0.1
2,5,1,7,0,油脂・調味料,3716,1.1,3225,1.1,4052,1.1,2768,1.2,2747,1,4625,1.5,3569,1
2,6,1,7,1,油脂,446,0.1,403,0.1,464,0.1,382,0.2,328,0.1,571,0.2,345,0.1
2,6,1,7,2,調味料,3270,1,2823,1,3589,0.9,2386,1,2419,0.9,4054,1.3,3224,0.9
2,5,1,8,0,菓子類,6113,1.8,5259,1.8,6812,1.8,4414,1.9,6303,2.2,7117,2.3,6640,1.8
2,5,1,9,0,調理食品,11023,3.3,10242,3.5,11087,2.9,9075,4,13349,4.7,15363,5,11984,3.3
2,6,1,9,1,主食的調理食品,4673,1.4,4320,1.5,4838,1.3,3227,1.4,3671,1.3,6367,2.1,5513,1.5
2,6,1,9,2,他の調理食品,6350,1.9,5922,2,6249,1.6,5848,2.6,9678,3.4,8996,2.9,6472,1.8
2,5,1,10,0,飲料,4382,1.3,3798,1.3,4802,1.3,3430,1.5,2831,1,5211,1.7,4481,1.2
