項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,夫婦のみの世帯／実数（円）,夫婦のみの世帯／構成比（％）,夫婦と未婚の子供から成る世帯／実数（円）,夫婦と未婚の子供から成る世帯／構成比（％）,一人親と未婚の子供から成る世帯／実数（円）,一人親と未婚の子供から成る世帯／構成比（％）,一人親と未婚の子供から成る世帯／母親と20歳未満の子供のみの世帯／実数（円）,一人親と未婚の子供から成る世帯／母親と20歳未満の子供のみの世帯／構成比（％）,その他／実数（円）,その他／構成比（％）,（再掲）夫婦共働き世帯／実数（円）,（再掲）夫婦共働き世帯／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,3878,-,4387,-,681,-,110,-,1054,-,2788,-
0,0,0,0,0,調査世帯数,733,-,288,-,323,-,48,-,9,-,74,-,195,-
0,0,0,0,0,世帯人員,2.94,-,2,-,3.68,-,2.25,-,3,-,3.8,-,3.26,-
0,0,0,0,0,有業人員,1.23,-,0.72,-,1.63,-,1.12,-,1,-,1.5,-,2.2,-
0,0,0,0,0,世帯主平均年齢,60.4,-,69.3,-,52.1,-,65.9,-,42.3,-,58.7,-,52.3,-
2,2,0,0,0,生計支出,331018,-,275646,-,388850,-,225269,-,293195,-,362449,-,349743,-
2,3,0,0,0,消費支出,331018,100,275646,100,388850,100,225269,100,293195,100,362449,100,349743,100
2,4,1,0,0,食料,84972,25.7,77065,28,93627,24.1,61737,27.4,73948,25.2,93071,25.7,89651,25.6
2,5,1,1,0,穀類,6087,1.8,4873,1.8,7199,1.9,4872,2.2,4110,1.4,6710,1.9,6494,1.9
2,6,1,1,1,米類,1756,0.5,1327,0.5,2119,0.5,1719,0.8,669,0.2,1848,0.5,1982,0.6
2,6,1,1,2,パン,2656,0.8,2212,0.8,3073,0.8,2124,0.9,2485,0.8,2896,0.8,2688,0.8
2,6,1,1,3,麺類,1341,0.4,1093,0.4,1623,0.4,731,0.3,595,0.2,1474,0.4,1489,0.4
2,6,1,1,4,他の穀類,334,0.1,241,0.1,383,0.1,298,0.1,361,0.1,493,0.1,335,0.1
2,5,1,2,0,魚介類,5542,1.7,5646,2,5520,1.4,4517,2,1752,0.6,5910,1.6,4796,1.4
2,6,1,2,1,生鮮魚介,3309,1,3294,1.2,3401,0.9,2349,1,743,0.3,3602,1,2887,0.8
2,6,1,2,2,塩干魚介,1004,0.3,1018,0.4,1005,0.3,892,0.4,351,0.1,1017,0.3,851,0.2
2,6,1,2,3,魚肉練製品,469,0.1,508,0.2,406,0.1,601,0.3,363,0.1,501,0.1,410,0.1
2,6,1,2,4,他の魚介加工品,760,0.2,826,0.3,709,0.2,675,0.3,294,0.1,791,0.2,648,0.2
2,5,1,3,0,肉類,7454,2.3,6115,2.2,8770,2.3,4285,1.9,4180,1.4,8952,2.5,8339,2.4
2,6,1,3,1,生鮮肉,5949,1.8,4744,1.7,7149,1.8,3245,1.4,3166,1.1,7135,2,6753,1.9
2,6,1,3,2,加工肉,1506,0.5,1371,0.5,1622,0.4,1040,0.5,1013,0.3,1817,0.5,1586,0.5
2,5,1,4,0,乳卵類,4247,1.3,4032,1.5,4379,1.1,3691,1.6,4946,1.7,4850,1.3,4067,1.2
2,6,1,4,1,牛乳,1493,0.5,1436,0.5,1622,0.4,998,0.4,1131,0.4,1481,0.4,1310,0.4
2,6,1,4,2,乳製品,1981,0.6,1870,0.7,1970,0.5,1953,0.9,3064,1,2451,0.7,1961,0.6
2,6,1,4,3,卵,774,0.2,726,0.3,786,0.2,740,0.3,752,0.3,917,0.3,796,0.2
2,5,1,5,0,野菜・海藻,10371,3.1,10258,3.7,10320,2.7,9485,4.2,6671,2.3,11570,3.2,9640,2.8
2,6,1,5,1,生鮮野菜,7428,2.2,7343,2.7,7430,1.9,6413,2.8,4731,1.6,8387,2.3,7016,2
2,6,1,5,2,乾物・海藻,667,0.2,652,0.2,679,0.2,680,0.3,546,0.2,665,0.2,629,0.2
2,6,1,5,3,大豆加工品,1151,0.3,1126,0.4,1123,0.3,1294,0.6,680,0.2,1264,0.3,1027,0.3
2,6,1,5,4,他の野菜・海藻加工品,1125,0.3,1137,0.4,1088,0.3,1099,0.5,714,0.2,1253,0.3,968,0.3
2,5,1,6,0,果物,3506,1.1,3895,1.4,3146,0.8,2713,1.2,2064,0.7,4086,1.1,2880,0.8
2,6,1,6,1,生鮮果物,3164,1,3512,1.3,2868,0.7,2408,1.1,1917,0.7,3609,1,2558,0.7
2,6,1,6,2,果物加工品,342,0.1,382,0.1,279,0.1,305,0.1,147,0.1,478,0.1,322,0.1
2,5,1,7,0,油脂・調味料,3553,1.1,3244,1.2,3807,1,2721,1.2,3145,1.1,4174,1.2,3476,1
2,6,1,7,1,油脂,422,0.1,363,0.1,460,0.1,407,0.2,498,0.2,494,0.1,345,0.1
2,6,1,7,2,調味料,3131,0.9,2881,1,3347,0.9,2314,1,2647,0.9,3681,1,3131,0.9
2,5,1,8,0,菓子類,5351,1.6,4235,1.5,6433,1.7,4128,1.8,6509,2.2,5750,1.6,5673,1.6
2,5,1,9,0,調理食品,11799,3.6,9922,3.6,13053,3.4,9844,4.4,12417,4.2,14749,4.1,12151,3.5
2,6,1,9,1,主食的調理食品,4903,1.5,4103,1.5,5693,1.5,3491,1.5,4864,1.7,5472,1.5,5282,1.5
2,6,1,9,2,他の調理食品,6895,2.1,5819,2.1,7359,1.9,6353,2.8,7553,2.6,9278,2.6,6869,2
2,5,1,10,0,飲料,5427,1.6,4473,1.6,6092,1.6,4374,1.9,5866,2,6846,1.9,5823,1.7
2,6,1,10,1,茶類,1199,0.4,1008,0.4,1297,0.3,913,0.4,1054,0.4,1678,0.5,1090,0.3
2,6,1,10,2,コーヒー・ココア,946,0.3,878,0.3,946,0.2,825,0.4,1301,0.4,1276,0.4,1036,0.3
2,6,1,10,3,他の飲料,3282,1,2587,0.9,3850,1,2635,1.2,3510,1.2,3892,1.1,3697,1.1
2,5,1,11,0,酒類,3830,1.2,4719,1.7,3427,0.9,1182,0.5,376,0.1,3947,1.1,3635,1
2,5,1,12,0,外食,17806,5.4,15653,5.7,21481,5.5,9925,4.4,21912,7.5,15527,4.3,22677,6.5
2,6,1,12,1,一般外食,16936,5.1,15653,5.7,19803,5.1,9496,4.2,19249,6.6,14528,4,21279,6.1
2,6,1,12,2,学校給食,870,0.3,-,-,1677,0.4,429,0.2,2664,0.9,999,0.3,1398,0.4
2,4,2,0,0,住居,27748,8.4,21493,7.8,26650,6.9,35129,15.6,32227,11,50571,14,24746,7.1
2,5,2,1,0,家賃地代,16452,5,13704,5,16989,4.4,18851,8.4,31828,10.9,22780,6.3,21293,6.1
2,5,2,2,0,設備修繕・維持,11296,3.4,7789,2.8,9662,2.5,16278,7.2,399,0.1,27791,7.7,3453,1
2,6,2,2,1,設備材料,4874,1.5,1603,0.6,1908,0.5,11206,5,399,0.1,25169,6.9,802,0.2
2,6,2,2,2,工事その他のサービス,6422,1.9,6186,2.2,7754,2,5072,2.3,-,-,2621,0.7,2650,0.8
2,4,3,0,0,光熱・水道,17418,5.3,14451,5.2,19566,5,11959,5.3,11637,4,22923,6.3,17733,5.1
2,5,3,1,0,電気代,7928,2.4,6549,2.4,8575,2.2,6281,2.8,6130,2.1,11376,3.1,8068,2.3
2,5,3,2,0,ガス代,4170,1.3,3396,1.2,4877,1.3,3530,1.6,5042,1.7,4492,1.2,4214,1.2
2,5,3,3,0,他の光熱,30,0,35,0,13,0,12,0,42,0,94,0,14,0
2,5,3,4,0,上下水道料,5289,1.6,4471,1.6,6101,1.6,2136,0.9,423,0.1,6961,1.9,5437,1.6
2,4,4,0,0,家具・家事用品,14979,4.5,15172,5.5,15421,4,7233,3.2,11432,3.9,17434,4.8,12946,3.7
2,5,4,1,0,家庭用耐久財,6759,2,8053,2.9,5770,1.5,1737,0.8,573,0.2,9359,2.6,3251,0.9
2,6,4,1,1,家事用耐久財,1486,0.4,1473,0.5,1405,0.4,1737,0.8,573,0.2,1712,0.5,390,0.1
