項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,夫婦のみの世帯／実数（円）,夫婦のみの世帯／構成比（％）,夫婦と未婚の子供から成る世帯／実数（円）,夫婦と未婚の子供から成る世帯／構成比（％）,一人親と未婚の子供から成る世帯／実数（円）,一人親と未婚の子供から成る世帯／構成比（％）,一人親と未婚の子供から成る世帯／母親と20歳未満の子供のみの世帯／実数（円）,一人親と未婚の子供から成る世帯／母親と20歳未満の子供のみの世帯／構成比（％）,その他／実数（円）,その他／構成比（％）,（再掲）夫婦共働き世帯／実数（円）,（再掲）夫婦共働き世帯／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,3984,-,4297,-,708,-,102,-,1010,-,2911,-
0,0,0,0,0,調査世帯数,724,-,290,-,313,-,51,-,8,-,70,-,201,-
0,0,0,0,0,世帯人員,2.95,-,2,-,3.73,-,2.29,-,2.91,-,3.88,-,3.3,-
0,0,0,0,0,有業人員,1.26,-,0.74,-,1.7,-,1.23,-,1,-,1.46,-,2.24,-
0,0,0,0,0,世帯主平均年齢,60.3,-,68.7,-,51.7,-,66,-,42.1,-,59.5,-,52,-
2,2,0,0,0,生計支出,320556,-,280418,-,371483,-,197691,-,237859,-,348360,-,372369,-
2,3,0,0,0,消費支出,320556,100,280418,100,371483,100,197691,100,237859,100,348360,100,372369,100
2,4,1,0,0,食料,87048,27.2,77885,27.8,95396,25.7,67665,34.2,77156,32.4,101259,29.1,94520,25.4
2,5,1,1,0,穀類,6167,1.9,4896,1.7,7067,1.9,5661,2.9,6030,2.5,7707,2.2,6602,1.8
2,6,1,1,1,米類,1770,0.6,1443,0.5,1901,0.5,1850,0.9,1410,0.6,2444,0.7,1948,0.5
2,6,1,1,2,パン,2627,0.8,2061,0.7,3034,0.8,2561,1.3,3238,1.4,3169,0.9,2823,0.8
2,6,1,1,3,麺類,1365,0.4,1066,0.4,1655,0.4,924,0.5,838,0.4,1618,0.5,1411,0.4
2,6,1,1,4,他の穀類,406,0.1,326,0.1,478,0.1,325,0.2,544,0.2,477,0.1,421,0.1
2,5,1,2,0,魚介類,5767,1.8,6044,2.2,5302,1.4,4948,2.5,3346,1.4,7228,2.1,5094,1.4
2,6,1,2,1,生鮮魚介,3401,1.1,3504,1.2,3202,0.9,2977,1.5,1963,0.8,4134,1.2,3088,0.8
2,6,1,2,2,塩干魚介,1069,0.3,1187,0.4,953,0.3,838,0.4,492,0.2,1263,0.4,883,0.2
2,6,1,2,3,魚肉練製品,445,0.1,467,0.2,418,0.1,419,0.2,239,0.1,487,0.1,386,0.1
2,6,1,2,4,他の魚介加工品,852,0.3,885,0.3,729,0.2,713,0.4,653,0.3,1345,0.4,737,0.2
2,5,1,3,0,肉類,7407,2.3,5754,2.1,8624,2.3,5583,2.8,6119,2.6,10032,2.9,8407,2.3
2,6,1,3,1,生鮮肉,5853,1.8,4339,1.5,7008,1.9,4368,2.2,5232,2.2,7947,2.3,6678,1.8
2,6,1,3,2,加工肉,1554,0.5,1414,0.5,1615,0.4,1215,0.6,887,0.4,2085,0.6,1729,0.5
2,5,1,4,0,乳卵類,4261,1.3,4000,1.4,4256,1.1,3936,2,5044,2.1,5543,1.6,3976,1.1
2,6,1,4,1,牛乳,1509,0.5,1482,0.5,1526,0.4,1085,0.5,1562,0.7,1842,0.5,1311,0.4
2,6,1,4,2,乳製品,1971,0.6,1815,0.6,1923,0.5,2030,1,2713,1.1,2744,0.8,1848,0.5
2,6,1,4,3,卵,782,0.2,703,0.3,806,0.2,821,0.4,768,0.3,957,0.3,817,0.2
2,5,1,5,0,野菜・海藻,9997,3.1,9906,3.5,9507,2.6,9382,4.7,7280,3.1,12868,3.7,9642,2.6
2,6,1,5,1,生鮮野菜,7083,2.2,6954,2.5,6791,1.8,6571,3.3,5238,2.2,9192,2.6,6897,1.9
2,6,1,5,2,乾物・海藻,705,0.2,716,0.3,651,0.2,694,0.4,589,0.2,894,0.3,640,0.2
2,6,1,5,3,大豆加工品,1086,0.3,1074,0.4,1020,0.3,1175,0.6,733,0.3,1348,0.4,1052,0.3
2,6,1,5,4,他の野菜・海藻加工品,1124,0.4,1163,0.4,1045,0.3,941,0.5,720,0.3,1435,0.4,1054,0.3
2,5,1,6,0,果物,3565,1.1,4033,1.4,2849,0.8,3548,1.8,3382,1.4,4780,1.4,3033,0.8
2,6,1,6,1,生鮮果物,3251,1,3683,1.3,2595,0.7,3227,1.6,3213,1.4,4355,1.3,2785,0.7
2,6,1,6,2,果物加工品,314,0.1,350,0.1,254,0.1,321,0.2,170,0.1,425,0.1,248,0.1
2,5,1,7,0,油脂・調味料,3452,1.1,3157,1.1,3541,1,2749,1.4,3165,1.3,4734,1.4,3451,0.9
2,6,1,7,1,油脂,390,0.1,377,0.1,362,0.1,214,0.1,244,0.1,683,0.2,383,0.1
2,6,1,7,2,調味料,3062,1,2779,1,3178,0.9,2536,1.3,2921,1.2,4051,1.2,3068,0.8
2,5,1,8,0,菓子類,5621,1.8,4406,1.6,6734,1.8,4517,2.3,7294,3.1,6453,1.9,6349,1.7
2,5,1,9,0,調理食品,11335,3.5,10035,3.6,12155,3.3,11265,5.7,10715,4.5,13026,3.7,11547,3.1
2,6,1,9,1,主食的調理食品,5062,1.6,4204,1.5,5734,1.5,5337,2.7,5830,2.5,5393,1.5,4989,1.3
2,6,1,9,2,他の調理食品,6274,2,5832,2.1,6421,1.7,5928,3,4885,2.1,7633,2.2,6558,1.8
2,5,1,10,0,飲料,5185,1.6,4125,1.5,6014,1.6,4466,2.3,6585,2.8,6341,1.8,5453,1.5
2,6,1,10,1,茶類,1271,0.4,1187,0.4,1223,0.3,1194,0.6,1353,0.6,1866,0.5,1270,0.3
2,6,1,10,2,コーヒー・ココア,962,0.3,763,0.3,1127,0.3,822,0.4,2088,0.9,1143,0.3,1079,0.3
2,6,1,10,3,他の飲料,2951,0.9,2175,0.8,3664,1,2451,1.2,3144,1.3,3332,1,3104,0.8
2,5,1,11,0,酒類,3948,1.2,4506,1.6,3624,1,1954,1,509,0.2,4524,1.3,4021,1.1
2,5,1,12,0,外食,20341,6.3,17023,6.1,25724,6.9,9657,4.9,17685,7.4,18022,5.2,26943,7.2
2,6,1,12,1,一般外食,20004,6.2,17023,6.1,25105,6.8,9349,4.7,15533,6.5,17535,5,26303,7.1
2,6,1,12,2,学校給食,337,0.1,-,-,619,0.2,309,0.2,2152,0.9,487,0.1,640,0.2
2,4,2,0,0,住居,21172,6.6,22415,8,19740,5.3,18493,9.4,26304,11.1,24240,7,21439,5.8
2,5,2,1,0,家賃地代,13680,4.3,10141,3.6,15009,4,16522,8.4,26252,11,19999,5.7,19333,5.2
2,5,2,2,0,設備修繕・維持,7492,2.3,12274,4.4,4731,1.3,1971,1,52,0,4242,1.2,2107,0.6
2,6,2,2,1,設備材料,2624,0.8,2901,1,2991,0.8,158,0.1,52,0,1699,0.5,583,0.2
2,6,2,2,2,工事その他のサービス,4868,1.5,9373,3.3,1740,0.5,1814,0.9,-,-,2543,0.7,1523,0.4
2,4,3,0,0,光熱・水道,18952,5.9,15673,5.6,20778,5.6,15051,7.6,21862,9.2,26848,7.7,20347,5.5
2,5,3,1,0,電気代,9796,3.1,8090,2.9,10972,3,7860,4,9937,4.2,12884,3.7,10934,2.9
2,5,3,2,0,ガス代,3513,1.1,3203,1.1,3827,1,2766,1.4,5432,2.3,3919,1.1,3602,1
2,5,3,3,0,他の光熱,25,0,29,0,14,0,6,0,-,-,68,0,49,0
2,5,3,4,0,上下水道料,5618,1.8,4350,1.6,5965,1.6,4419,2.2,6493,2.7,9978,2.9,5762,1.5
2,4,4,0,0,家具・家事用品,11302,3.5,11886,4.2,11544,3.1,6764,3.4,15170,6.4,11149,3.2,13533,3.6
2,5,4,1,0,家庭用耐久財,3858,1.2,5443,1.9,3209,0.9,1480,0.7,5382,2.3,2034,0.6,6040,1.6
2,6,4,1,1,家事用耐久財,1519,0.5,1182,0.4,1877,0.5,1276,0.6,3956,1.7,1499,0.4,1136,0.3
2,6,4,1,2,冷暖房用器具,1960,0.6,3749,1.3,1050,0.3,204,0.1,1426,0.6,-,-,4359,1.2
2,6,4,1,3,一般家具,379,0.1,511,0.2,282,0.1,-,-,-,-,535,0.2,545,0.1
2,5,4,2,0,室内装備・装飾品,510,0.2,562,0.2,520,0.1,131,0.1,480,0.2,532,0.2,651,0.2
2,5,4,3,0,寝具類,410,0.1,264,0.1,607,0.2,312,0.2,-,-,210,0.1,488,0.1
2,5,4,4,0,家事雑貨,2478,0.8,2103,0.7,2774,0.7,1980,1,4761,2,3049,0.9,2589,0.7
2,5,4,5,0,家事用消耗品,3033,0.9,2488,0.9,3382,0.9,2658,1.3,4307,1.8,3959,1.1,3339,0.9
2,5,4,6,0,家事サービス,1013,0.3,1027,0.4,1051,0.3,201,0.1,240,0.1,1365,0.4,427,0.1
2,4,5,0,0,被服及び履物,9976,3.1,5742,2,13640,3.7,4020,2,11351,4.8,15270,4.4,13355,3.6
2,5,5,1,0,和服,75,0,-,-,176,0,-,-,-,-,-,-,162,0
2,5,5,2,0,洋服,3679,1.1,1853,0.7,5021,1.4,980,0.5,4655,2,7058,2,5395,1.4
2,6,5,2,1,男子用洋服,1344,0.4,487,0.2,2571,0.7,155,0.1,482,0.2,336,0.1,2776,0.7
