項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,35歳未満／実数（円）,35歳未満／構成比（％）,35～39歳／実数（円）,35～39歳／構成比（％）,40～44歳／実数（円）,40～44歳／構成比（％）,45～49歳／実数（円）,45～49歳／構成比（％）,50～54歳／実数（円）,50～54歳／構成比（％）,55～59歳／実数（円）,55～59歳／構成比（％）,60～64歳／実数（円）,60～64歳／構成比（％）,65歳以上／実数（円）,65歳以上／構成比（％）,（再掲）75歳以上／実数（円）,（再掲）75歳以上／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,426,-,801,-,799,-,978,-,934,-,906,-,1087,-,4070,-,1925,-
0,0,0,0,0,調査世帯数,736,-,30,-,63,-,60,-,68,-,67,-,65,-,76,-,307,-,143,-
0,0,0,0,0,世帯人員,2.98,-,3.34,-,3.53,-,3.93,-,3.62,-,3.43,-,2.95,-,2.87,-,2.42,-,2.32,-
0,0,0,0,0,有業人員,1.31,-,1.47,-,1.45,-,1.53,-,1.44,-,1.82,-,1.89,-,1.77,-,0.84,-,0.6,-
0,0,0,0,0,世帯主平均年齢,59.5,-,31.2,-,36.9,-,41.9,-,47.3,-,52.1,-,57.2,-,62.2,-,74.8,-,80.5,-
2,2,0,0,0,生計支出,401441,-,253514,-,292356,-,350993,-,893662,-,624407,-,461880,-,390568,-,268314,-,244230,-
2,3,0,0,0,消費支出,364890,100,253514,100,292356,100,350993,100,519846,100,624407,100,461880,100,390568,100,268314,100,244230,100
2,4,1,0,0,食料,85382,23.4,65301,25.8,74360,25.4,83137,23.7,95493,18.4,94199,15.1,90448,19.6,102571,26.3,79923,29.8,74455,30.5
2,5,1,1,0,穀類,6867,1.9,5302,2.1,6195,2.1,7236,2.1,7923,1.5,7217,1.2,7444,1.6,7449,1.9,6474,2.4,6156,2.5
2,6,1,1,1,米類,2112,0.6,959,0.4,1622,0.6,1614,0.5,2658,0.5,2404,0.4,2317,0.5,1858,0.5,2252,0.8,2296,0.9
2,6,1,1,2,パン,3052,0.8,2852,1.1,2976,1,3476,1,3308,0.6,2962,0.5,3420,0.7,3488,0.9,2766,1,2521,1
2,6,1,1,3,麺類,1281,0.4,1100,0.4,1213,0.4,1435,0.4,1367,0.3,1430,0.2,1339,0.3,1649,0.4,1118,0.4,949,0.4
2,6,1,1,4,他の穀類,421,0.1,390,0.2,384,0.1,711,0.2,591,0.1,420,0.1,369,0.1,454,0.1,338,0.1,389,0.2
2,5,1,2,0,魚介類,6608,1.8,3481,1.4,4185,1.4,4245,1.2,5505,1.1,5638,0.9,6388,1.4,7962,2,8051,3,7697,3.2
2,6,1,2,1,生鮮魚介,3946,1.1,1997,0.8,2683,0.9,2578,0.7,3389,0.7,3330,0.5,3802,0.8,4742,1.2,4762,1.8,4466,1.8
2,6,1,2,2,塩干魚介,1204,0.3,646,0.3,598,0.2,657,0.2,957,0.2,1057,0.2,1175,0.3,1507,0.4,1507,0.6,1519,0.6
2,6,1,2,3,魚肉練製品,541,0.1,225,0.1,342,0.1,319,0.1,457,0.1,470,0.1,659,0.1,679,0.2,629,0.2,656,0.3
