項目,階層,大分類,中分類,小分類,中間計,符号,項目名,都平均／実数（円）,都平均／対前年同月増加率（％）,35歳未満（円）,35～39歳（円）,40～44歳（円）,45～49歳（円）,50～54歳（円）,55～59歳（円）,60～64歳（円）,65歳以上（円）,（再掲）75歳以上（円）
0,0,0,0,0,0,0,世帯数分布,10000,-,536,436,880,822,934,903,1165,4324,2315
0,0,0,0,0,0,0,調査世帯数,723,-,38,34,65,57,67,60,83,319,171
0,0,0,0,0,0,0,世帯人員,2.93,-,2.99,4.06,3.66,3.62,3.52,3.33,2.79,2.37,2.22
0,0,0,0,0,0,0,有業人員,1.26,-,1.52,1.36,1.5,1.68,1.78,2.03,1.6,0.73,0.54
0,0,0,0,0,0,0,世帯主平均年齢,60.7,-,30.9,37.1,42.1,47.3,52.3,56.8,61.9,75.4,80.6
2,2,0,0,0,0,0,生計支出,320489,5,300317,357828,307709,404799,376121,326809,374952,277785,200290
2,3,0,0,0,102-981,0,消費支出,320489,5,300317,357828,307709,404799,376121,326809,374952,277785,200290
2,4,1,0,0,"102-399,　39A,　39B,　39X,　39Y",0,食料,88848,3.9,80252,80496,85370,97213,84502,101438,109391,82647,71741
2,5,1,1,0,102-160,0,穀類,6715,5.4,5083,6736,5378,6802,6977,7585,7709,6664,5575
2,6,1,1,1,102,0,米類,2304,8,1350,2051,1722,1705,2191,2658,2630,2543,1915
2,7,1,1,1,102,102,米,2304,8,1350,2051,1722,1705,2191,2658,2630,2543,1915
2,6,1,1,2,"120,　129",0,パン,2722,7.8,2236,2858,2159,3134,3194,2920,3127,2553,2317
2,7,1,1,2,"120,　129",120,食パン,830,12.8,437,710,715,717,834,877,930,899,877
2,7,1,1,2,"120,　129",129,他のパン,1892,5.8,1799,2148,1444,2417,2360,2043,2197,1654,1440
2,6,1,1,3,130-139,0,麺類,1288,9.4,1043,1444,1126,1435,1222,1446,1424,1251,1077
2,7,1,1,3,130-139,130,生うどん・そば,199,-1.5,184,132,210,165,155,195,242,210,224
2,7,1,1,3,130-139,131,乾うどん・そば,149,18.3,62,171,88,63,70,75,105,231,206
2,7,1,1,3,130-139,134,スパゲッティ,109,-3.5,152,211,155,164,110,145,106,66,54
2,7,1,1,3,130-139,133,中華麺,319,2.6,230,270,266,343,324,351,393,314,265
2,7,1,1,3,130-139,135,カップ麺,307,35.2,255,482,204,436,295,475,395,235,154
2,7,1,1,3,130-139,132,即席麺,124,9.7,103,121,119,118,156,84,122,132,115
2,7,1,1,3,130-139,139,他の麺類,80,-4.8,57,57,85,146,112,121,60,62,59
2,6,1,1,4,140-160,0,他の穀類,401,-24.9,454,382,370,528,370,561,527,318,266
2,7,1,1,4,140-160,140,小麦粉,46,-13.2,17,41,67,12,30,58,56,50,55
2,7,1,1,4,140-160,150,もち,75,17.2,37,34,30,33,34,53,132,99,91
2,7,1,1,4,140-160,160,他の穀類のその他,280,-32.9,400,307,273,483,306,450,339,169,121
2,5,1,2,0,170-217,0,魚介類,6345,2.7,2495,4311,4505,4958,4833,6422,8251,7463,7096
2,6,1,2,1,170-194,0,生鮮魚介,3752,-0.6,1418,2450,2914,2872,2916,3834,4713,4414,4202
2,7,1,2,1,170-189,0,鮮魚,3501,-1.2,1186,2389,2748,2813,2766,3701,4349,4073,3851
2,7,1,2,1,170-189,170,まぐろ,669,7.9,159,368,482,409,384,768,980,807,809
2,7,1,2,1,170-189,172,あじ,121,16.3,38,84,150,41,90,104,127,153,153
2,7,1,2,1,170-189,173,いわし,58,45,-,-,15,17,87,87,62,75,64
2,7,1,2,1,170-189,174,かつお,108,-33.3,53,266,73,170,48,130,80,111,126
2,7,1,2,1,170-189,175,かれい,54,3.8,-,34,23,13,29,70,125,60,53
2,7,1,2,1,170-189,176,さけ,429,-3.8,197,478,393,554,409,399,325,475,446
2,7,1,2,1,170-189,177,さば,62,-11.4,67,68,50,86,94,57,67,51,56
2,7,1,2,1,170-189,178,さんま,274,-23.9,93,164,229,302,317,232,311,301,267
2,7,1,2,1,170-189,180,たい,64,-15.8,30,-,48,14,37,76,134,72,40
2,7,1,2,1,170-189,181,ぶり,221,31.5,52,126,266,238,180,262,199,245,254
2,7,1,2,1,170-189,182,いか,113,-5,30,54,91,57,35,120,121,157,125
2,7,1,2,1,170-189,183,たこ,126,-5.3,126,176,83,47,119,160,152,133,143
2,7,1,2,1,170-189,185,えび,221,7.3,25,80,244,100,180,250,346,246,215
2,7,1,2,1,170-189,186,かに,27,-25,-,7,6,-,46,58,35,30,38
2,7,1,2,1,170-189,189,他の鮮魚,484,-9.2,168,195,382,427,309,396,431,653,691
2,7,1,2,1,170-189,187,さしみ盛合わせ,470,13,150,288,214,339,402,532,856,503,373
2,7,1,2,1,190-194,0,貝類,251,8.2,231,61,166,59,150,133,364,341,351
2,7,1,2,1,190-194,190,あさり,85,21.4,86,51,35,23,87,29,112,114,137
2,7,1,2,1,190-194,192,しじみ,49,14,-,5,57,15,17,23,73,70,62
2,7,1,2,1,190-194,191,かき(貝),8,-20,20,-,7,-,6,-,13,9,8
2,7,1,2,1,190-194,194,ほたて貝,72,4.3,80,-,14,22,27,77,78,106,122
2,7,1,2,1,190-194,193,他の貝,37,-7.5,44,5,53,-,13,4,88,42,23
2,6,1,2,2,195-202,0,塩干魚介,1171,8.1,394,736,776,834,938,1128,1500,1426,1345
2,7,1,2,2,195-202,195,塩さけ,178,8.5,87,54,90,54,123,281,143,242,215
2,7,1,2,2,195-202,196,たらこ,191,14.4,52,85,97,198,204,247,351,179,118
2,7,1,2,2,195-202,197,しらす干し,131,-13.8,90,125,168,84,83,103,107,161,170
2,7,1,2,2,195-202,198,干しあじ,90,9.8,5,16,76,32,83,55,122,122,99
2,7,1,2,2,195-202,202,他の塩干魚介,582,12.4,161,456,346,466,444,442,776,723,743
2,6,1,2,3,203-209,0,魚肉練製品,533,15.6,131,460,372,435,376,467,770,625,680
2,7,1,2,3,203-209,203,揚げかまぼこ,162,27.6,27,86,62,140,69,125,296,202,213
2,7,1,2,3,203-209,204,ちくわ,115,9.5,29,118,74,96,76,81,164,140,129
