項目,階層,大分類,中分類,小分類,中間計,符号,項目名,都平均／実数（円）,都平均／対前年同月増加率（％）,35歳未満（円）,35～39歳（円）,40～44歳（円）,45～49歳（円）,50～54歳（円）,55～59歳（円）,60～64歳（円）,65歳以上（円）,（再掲）75歳以上（円）
0,0,0,0,0,0,0,世帯数分布,10000,-,500,453,890,768,934,830,1101,4525,2279
0,0,0,0,0,0,0,調査世帯数,722,-,36,33,67,56,67,55,79,329,170
0,0,0,0,0,0,0,世帯人員,2.93,-,3.02,4.02,3.7,3.59,3.54,3.48,2.77,2.35,2.25
0,0,0,0,0,0,0,有業人員,1.28,-,1.54,1.35,1.51,1.64,1.77,2.04,1.68,0.79,0.58
0,0,0,0,0,0,0,世帯主平均年齢,61,-,31,37.1,42.1,47.1,52.3,57,61.8,75,80.7
2,2,0,0,0,0,0,生計支出,320871,-6.1,288553,298137,344279,398954,440172,373314,392709,257144,223784
2,3,0,0,0,102-981,0,消費支出,320871,-6.1,288553,298137,344279,398954,440172,373314,392709,257144,223784
2,4,1,0,0,"102-399,　39A,　39B,　39X,　39Y",0,食料,86857,-2.7,75933,79155,88140,92372,87506,95328,104341,81706,72208
2,5,1,1,0,102-160,0,穀類,6408,1.3,4744,5812,5595,7102,7726,7761,6514,6147,5437
2,6,1,1,1,102,0,米類,2028,5.9,918,1851,1651,1915,2021,3047,1623,2175,1741
2,7,1,1,1,102,102,米,2028,5.9,918,1851,1651,1915,2021,3047,1623,2175,1741
2,6,1,1,2,"120,　129",0,パン,2680,-2.3,2090,2638,2257,3081,3700,3052,2969,2416,2213
2,7,1,1,2,"120,　129",120,食パン,850,5.6,616,750,587,774,1199,840,930,861,899
2,7,1,1,2,"120,　129",129,他のパン,1830,-5.5,1474,1888,1670,2307,2502,2212,2039,1555,1315
2,6,1,1,3,130-139,0,麺類,1330,6.7,1382,1023,1292,1587,1371,1335,1470,1275,1254
2,7,1,1,3,130-139,130,生うどん・そば,323,28.7,234,212,222,245,201,183,375,416,548
2,7,1,1,3,130-139,131,乾うどん・そば,80,-13,166,9,75,67,48,59,77,92,53
2,7,1,1,3,130-139,134,スパゲッティ,96,-12.7,250,83,127,144,145,123,90,53,44
2,7,1,1,3,130-139,133,中華麺,290,-2.4,217,210,343,417,331,317,335,250,242
2,7,1,1,3,130-139,135,カップ麺,323,24.2,383,339,300,437,369,420,325,273,198
2,7,1,1,3,130-139,132,即席麺,139,-4.1,88,99,164,164,157,136,168,129,111
2,7,1,1,3,130-139,139,他の麺類,78,-15.2,44,72,63,114,120,97,101,62,59
2,6,1,1,4,140-160,0,他の穀類,370,-12.7,354,300,394,519,635,328,451,282,229
2,7,1,1,4,140-160,140,小麦粉,46,-4.2,66,45,53,19,36,35,85,41,28
2,7,1,1,4,140-160,150,もち,85,-19.8,11,61,58,97,128,28,82,100,72
2,7,1,1,4,140-160,160,他の穀類のその他,239,-11.5,277,193,283,402,470,265,284,140,129
2,5,1,2,0,170-217,0,魚介類,6288,-1.2,2667,3392,4455,4835,5018,5978,7738,7552,7425
2,6,1,2,1,170-194,0,生鮮魚介,3689,-0.7,1601,2116,2576,3042,3076,3222,4381,4451,4207
2,7,1,2,1,170-189,0,鮮魚,3399,-0.7,1464,2028,2397,2797,2852,3094,3906,4095,3847
2,7,1,2,1,170-189,170,まぐろ,597,3.3,98,253,238,490,454,623,688,777,807
2,7,1,2,1,170-189,172,あじ,85,-7.6,25,23,75,61,77,99,82,104,84
2,7,1,2,1,170-189,173,いわし,65,25,18,43,31,32,55,30,62,94,96
2,7,1,2,1,170-189,174,かつお,74,-54.9,3,44,48,52,56,127,91,84,82
2,7,1,2,1,170-189,175,かれい,66,29.4,22,27,8,67,26,56,105,86,91
2,7,1,2,1,170-189,176,さけ,417,-8.6,229,301,416,545,388,368,369,454,470
2,7,1,2,1,170-189,177,さば,80,2.6,67,54,74,103,78,45,109,82,77
2,7,1,2,1,170-189,178,さんま,202,-28.4,134,225,146,184,186,162,270,215,178
2,7,1,2,1,170-189,180,たい,57,-13.6,50,10,29,28,13,19,110,77,78
2,7,1,2,1,170-189,181,ぶり,249,10.2,143,286,264,179,270,233,232,269,237
2,7,1,2,1,170-189,182,いか,113,7.6,4,112,72,99,132,95,161,123,110
2,7,1,2,1,170-189,183,たこ,137,34.3,32,114,70,118,76,140,182,168,176
2,7,1,2,1,170-189,185,えび,224,11.4,55,51,237,207,129,266,281,259,272
2,7,1,2,1,170-189,186,かに,47,80.8,21,-,8,-,147,7,101,43,62
2,7,1,2,1,170-189,189,他の鮮魚,562,-2.9,402,320,522,422,237,311,517,760,625
2,7,1,2,1,170-189,187,さしみ盛合わせ,424,15.8,161,165,156,210,528,514,545,501,402
2,7,1,2,1,190-194,0,貝類,290,-0.3,137,88,179,244,224,128,475,356,360
2,7,1,2,1,190-194,190,あさり,72,-7.7,27,23,62,64,70,20,95,90,100
2,7,1,2,1,190-194,192,しじみ,40,-13,10,20,15,7,9,29,110,46,48
2,7,1,2,1,190-194,191,かき(貝),88,-2.2,34,-,40,104,81,43,174,99,114
2,7,1,2,1,190-194,194,ほたて貝,65,8.3,39,14,51,62,59,27,82,81,79
2,7,1,2,1,190-194,193,他の貝,25,47.1,26,32,10,7,5,8,13,40,19
2,6,1,2,2,195-202,0,塩干魚介,1108,-5.8,504,512,937,714,916,1163,1406,1291,1361
2,7,1,2,2,195-202,195,塩さけ,151,-15.6,50,78,100,109,226,140,166,169,164
2,7,1,2,2,195-202,196,たらこ,178,-7.8,44,47,88,213,171,247,293,179,210
2,7,1,2,2,195-202,197,しらす干し,140,-4.8,135,117,210,70,74,130,93,168,208
2,7,1,2,2,195-202,198,干しあじ,91,-11.7,28,28,72,70,55,102,112,112,108
2,7,1,2,2,195-202,202,他の塩干魚介,547,-1.3,246,242,467,252,390,545,742,663,672
2,6,1,2,3,203-209,0,魚肉練製品,589,-2.5,165,393,417,479,443,679,807,669,679
2,7,1,2,3,203-209,203,揚げかまぼこ,169,-12.4,19,91,59,100,135,200,256,208,180
2,7,1,2,3,203-209,204,ちくわ,106,-13.8,52,99,86,98,69,129,117,118,103
2,7,1,2,3,203-209,205,かまぼこ,168,29.2,33,87,159,126,118,191,227,192,237
2,7,1,2,3,203-209,209,他の魚肉練製品,146,-7.6,61,116,113,155,120,158,207,151,160
2,6,1,2,4,210-217,0,他の魚介加工品,902,3.3,397,370,526,601,583,914,1145,1141,1178
2,7,1,2,4,210-217,210,かつお節・削り節,61,-1.6,27,9,25,54,29,66,69,81,83
2,7,1,2,4,210-217,213,魚介の漬物,266,-3.6,101,29,151,109,86,252,337,380,447
2,7,1,2,4,210-217,215,魚介のつくだ煮,101,-14.4,11,-,12,-,9,55,179,163,190
2,7,1,2,4,210-217,216,魚介の缶詰,243,32.1,118,196,193,227,218,326,203,274,204
2,7,1,2,4,210-217,217,他の魚介加工品のその他,231,-0.4,140,136,144,210,241,216,357,242,254
2,5,1,3,0,"220-229,　22X",0,肉類,7982,6,5765,6681,8553,10365,10019,8903,9085,6982,5958
2,6,1,3,1,"220-224,　22X",0,生鮮肉,6449,6,4665,5325,6920,8774,8234,6978,7421,5569,4700
2,7,1,3,1,"220-224,　22X",220,牛肉,1854,7.4,938,994,1368,2342,1965,1609,2492,1920,1743
2,7,1,3,1,"220-224,　22X",221,豚肉,2792,5.7,2279,2631,3286,4024,3709,3204,3081,2223,1918
2,7,1,3,1,"220-224,　22X",222,鶏肉,1429,4.4,1242,1300,1813,1923,1965,1618,1451,1153,847
2,7,1,3,1,"220-224,　22X",22X,合いびき肉,217,21.2,125,277,348,348,425,194,208,136,86
2,7,1,3,1,"220-224,　22X",224,他の生鮮肉,157,-7.6,82,123,105,136,170,352,188,137,105
2,6,1,3,2,225-229,0,加工肉,1533,6.3,1100,1356,1633,1592,1784,1926,1664,1414,1258
2,7,1,3,2,225-229,225,ハム,419,3.5,184,229,292,386,372,484,523,466,444
2,7,1,3,2,225-229,226,ソーセージ,675,11.4,532,829,878,789,901,769,733,539,462
2,7,1,3,2,225-229,227,ベーコン,247,-8.2,188,241,244,264,233,379,213,239,232
2,7,1,3,2,225-229,229,他の加工肉,192,17.8,196,57,219,152,278,294,196,169,121
2,5,1,4,0,230-238,0,乳卵類,4287,-6.1,3693,4462,4163,4385,4355,4399,4884,4162,3929
2,6,1,4,1,230,0,牛乳,1493,0,1336,1507,1452,1421,1202,1545,1760,1514,1593
2,6,1,4,2,231-235,0,乳製品,1963,-14.1,1753,2164,1958,2055,2179,1993,2217,1839,1581
2,7,1,4,2,231-235,231,粉ミルク,33,-76.6,203,264,-,47,10,7,3,13,8
2,7,1,4,2,231-235,232,ヨーグルト,1101,-19.2,645,996,908,1000,1198,1045,1423,1128,955
2,7,1,4,2,231-235,233,バター,125,3.3,97,128,155,165,132,161,155,101,99
2,7,1,4,2,231-235,234,チーズ,644,5.7,788,735,767,799,765,718,575,546,470
2,7,1,4,2,231-235,235,他の乳製品,60,20,21,42,130,43,74,63,62,50,50
2,6,1,4,3,238,0,卵,831,5.3,604,790,753,909,974,860,907,809,754
2,5,1,5,0,"240-299,　26B,　26X",0,野菜・海藻,10240,-8.7,6247,6785,8492,9244,9094,11181,12309,11101,10998
2,6,1,5,1,"240-269,　26B,　26X",0,生鮮野菜,7126,-11,4537,4701,6299,6597,6529,7918,8355,7587,7554
2,7,1,5,1,240-249,0,葉茎菜,2247,-15.5,1551,1605,1840,2198,2180,2716,2564,2327,2276
2,7,1,5,1,240-249,240,キャベツ,227,-30.2,152,210,165,251,233,293,210,236,226
2,7,1,5,1,240-249,241,ほうれんそう,215,-16.3,157,136,207,206,132,225,253,239,260
2,7,1,5,1,240-249,242,はくさい,173,-19.9,174,173,181,180,141,184,197,170,160
2,7,1,5,1,240-249,243,ねぎ,380,-6.9,318,246,279,428,449,409,462,371,360
2,7,1,5,1,240-249,244,レタス,240,-21.8,100,178,152,205,307,342,244,251,238
2,7,1,5,1,240-249,247,ブロッコリー,241,-17.2,173,215,205,185,173,397,228,256,226
2,7,1,5,1,240-249,245,もやし,85,-8.6,59,84,74,127,96,93,98,77,73
2,7,1,5,1,240-249,249,他の葉茎菜,686,-9.7,418,364,578,616,648,774,871,728,732
2,7,1,5,1,"250-259,　25X",0,根菜,1746,-16.2,971,1267,1581,1623,1500,1669,2061,1921,1804
2,7,1,5,1,"250-259,　25X",250,さつまいも,114,-14.9,43,48,88,73,56,116,93,157,145
2,7,1,5,1,"250-259,　25X",251,じゃがいも,217,-8.8,136,164,246,226,236,209,199,226,184
2,7,1,5,1,"250-259,　25X",252,さといも,128,-18.5,7,67,94,75,97,126,165,161,190
2,7,1,5,1,"250-259,　25X",253,だいこん,199,-24.3,90,153,149,203,166,211,229,223,206
2,7,1,5,1,"250-259,　25X",254,にんじん,206,-44.2,186,246,239,251,166,236,248,182,168
2,7,1,5,1,"250-259,　25X",255,ごぼう,102,0,35,60,67,86,95,79,140,120,122
2,7,1,5,1,"250-259,　25X",256,たまねぎ,272,-16,171,225,268,309,306,244,277,279,235
2,7,1,5,1,"250-259,　25X",258,れんこん,158,23.4,118,113,166,109,127,176,201,167,138
2,7,1,5,1,"250-259,　25X",25X,たけのこ,50,35.1,36,31,43,62,26,46,90,49,39
2,7,1,5,1,"250-259,　25X",259,他の根菜,300,-9.6,149,161,219,230,225,226,418,358,378
2,7,1,5,1,"260-269,　26B,　26X",0,他の野菜,3133,-3.9,2015,1829,2879,2776,2849,3533,3730,3338,3474
2,7,1,5,1,"260-269,　26B,　26X",260,さやまめ,162,4.5,92,29,214,58,99,180,215,187,162
2,7,1,5,1,"260-269,　26B,　26X",261,かぼちゃ,171,-12.3,126,90,159,121,195,139,187,193,177
2,7,1,5,1,"260-269,　26B,　26X",262,きゅうり,312,-16.1,112,168,263,232,230,341,350,375,388
2,7,1,5,1,"260-269,　26B,　26X",263,なす,204,-3.8,78,121,178,137,151,200,199,256,281
2,7,1,5,1,"260-269,　26B,　26X",264,トマト,898,9.4,598,523,749,816,804,1222,976,953,1113
2,7,1,5,1,"260-269,　26B,　26X",265,ピーマン,218,-6,131,156,155,258,285,326,229,203,197
2,7,1,5,1,"260-269,　26B,　26X",266,生しいたけ,199,-1.5,79,135,170,118,185,240,350,197,199
2,7,1,5,1,"260-269,　26B,　26X",26B,しめじ,185,-0.5,219,165,163,222,172,191,192,180,167
