項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,35歳未満／実数（円）,35歳未満／構成比（％）,35～39歳／実数（円）,35～39歳／構成比（％）,40～44歳／実数（円）,40～44歳／構成比（％）,45～49歳／実数（円）,45～49歳／構成比（％）,50～54歳／実数（円）,50～54歳／構成比（％）,55～59歳／実数（円）,55～59歳／構成比（％）,60～64歳／実数（円）,60～64歳／構成比（％）,65歳以上／実数（円）,65歳以上／構成比（％）,（再掲）75歳以上／実数（円）,（再掲）75歳以上／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,468,-,786,-,776,-,935,-,909,-,872,-,1069,-,4185,-,1982,-
0,0,0,0,0,調査世帯数,740,-,34,-,62,-,60,-,66,-,65,-,62,-,73,-,318,-,147,-
0,0,0,0,0,世帯人員,2.95,-,3.37,-,3.58,-,3.9,-,3.56,-,3.5,-,3.01,-,2.82,-,2.39,-,2.27,-
0,0,0,0,0,有業人員,1.27,-,1.46,-,1.5,-,1.52,-,1.51,-,1.84,-,1.83,-,1.65,-,0.77,-,0.54,-
0,0,0,0,0,世帯主平均年齢,59.7,-,31.2,-,37,-,42,-,47.2,-,52.1,-,57,-,62.3,-,74.8,-,80.2,-
2,2,0,0,0,生計支出,341700,-,279597,-,327891,-,327781,-,532222,-,370907,-,386293,-,411530,-,277779,-,248917,-
2,3,0,0,0,消費支出,341700,100,279597,100,327891,100,327781,100,532222,100,370907,100,386293,100,411530,100,277779,100,248917,100
2,4,1,0,0,食料,88489,25.9,71649,25.6,81683,24.9,89293,27.2,95152,17.9,95608,25.8,98487,25.5,107188,26,81608,29.4,75346,30.3
2,5,1,1,0,穀類,6665,2,5785,2.1,5808,1.8,6847,2.1,7510,1.4,6608,1.8,7250,1.9,7544,1.8,6369,2.3,6212,2.5
2,6,1,1,1,米類,1856,0.5,1223,0.4,1511,0.5,1662,0.5,2192,0.4,1949,0.5,1487,0.4,2076,0.5,1954,0.7,1896,0.8
2,6,1,1,2,パン,2976,0.9,2974,1.1,2761,0.8,3264,1,3358,0.6,2820,0.8,3695,1,3370,0.8,2662,1,2508,1
2,6,1,1,3,麺類,1467,0.4,1200,0.4,1282,0.4,1444,0.4,1553,0.3,1438,0.4,1683,0.4,1676,0.4,1424,0.5,1510,0.6
2,6,1,1,4,他の穀類,366,0.1,388,0.1,254,0.1,478,0.1,406,0.1,401,0.1,386,0.1,422,0.1,329,0.1,298,0.1
2,5,1,2,0,魚介類,6570,1.9,3215,1.1,4711,1.4,4991,1.5,4998,0.9,5499,1.5,5815,1.5,8062,2,7948,2.9,7756,3.1
2,6,1,2,1,生鮮魚介,3871,1.1,1690,0.6,2857,0.9,2890,0.9,3057,0.6,3356,0.9,3170,0.8,4872,1.2,4672,1.7,4577,1.8
2,6,1,2,2,塩干魚介,1204,0.4,704,0.3,673,0.2,1035,0.3,732,0.1,957,0.3,1037,0.3,1368,0.3,1543,0.6,1546,0.6
2,6,1,2,3,魚肉練製品,527,0.2,226,0.1,628,0.2,349,0.1,439,0.1,337,0.1,601,0.2,555,0.1,613,0.2,627,0.3
2,6,1,2,4,他の魚介加工品,968,0.3,595,0.2,554,0.2,716,0.2,770,0.1,850,0.2,1007,0.3,1267,0.3,1120,0.4,1007,0.4
2,5,1,3,0,肉類,8120,2.4,5063,1.8,7510,2.3,8949,2.7,8784,1.7,10208,2.8,9119,2.4,9294,2.3,7313,2.6,6584,2.6
2,6,1,3,1,生鮮肉,6475,1.9,3892,1.4,5884,1.8,7162,2.2,6971,1.3,8302,2.2,7272,1.9,7263,1.8,5872,2.1,5209,2.1
2,6,1,3,2,加工肉,1645,0.5,1170,0.4,1626,0.5,1786,0.5,1813,0.3,1907,0.5,1847,0.5,2031,0.5,1441,0.5,1375,0.6
2,5,1,4,0,乳卵類,4335,1.3,3266,1.2,4119,1.3,3965,1.2,4100,0.8,4341,1.2,4042,1,5255,1.3,4441,1.6,4364,1.8
2,6,1,4,1,牛乳,1451,0.4,987,0.4,1381,0.4,1316,0.4,1308,0.2,1148,0.3,1193,0.3,1578,0.4,1659,0.6,1780,0.7
2,6,1,4,2,乳製品,2079,0.6,1717,0.6,1984,0.6,1924,0.6,1933,0.4,2332,0.6,2174,0.6,2684,0.7,1969,0.7,1755,0.7
2,6,1,4,3,卵,806,0.2,563,0.2,754,0.2,725,0.2,860,0.2,861,0.2,675,0.2,993,0.2,813,0.3,829,0.3
2,5,1,5,0,野菜・海藻,10722,3.1,5977,2.1,7899,2.4,9150,2.8,9104,1.7,9773,2.6,9448,2.4,12892,3.1,12354,4.4,11970,4.8
2,6,1,5,1,生鮮野菜,7481,2.2,4313,1.5,5825,1.8,6463,2,6512,1.2,6943,1.9,6503,1.7,8871,2.2,8518,3.1,8087,3.2
2,6,1,5,2,乾物・海藻,793,0.2,483,0.2,533,0.2,747,0.2,725,0.1,652,0.2,744,0.2,888,0.2,916,0.3,949,0.4
2,6,1,5,3,大豆加工品,1181,0.3,677,0.2,954,0.3,910,0.3,1029,0.2,1217,0.3,1072,0.3,1573,0.4,1279,0.5,1225,0.5
2,6,1,5,4,他の野菜・海藻加工品,1267,0.4,504,0.2,586,0.2,1031,0.3,839,0.2,961,0.3,1129,0.3,1560,0.4,1641,0.6,1709,0.7
2,5,1,6,0,果物,3324,1,1861,0.7,2023,0.6,3016,0.9,2342,0.4,2447,0.7,2451,0.6,3469,0.8,4345,1.6,4310,1.7
2,6,1,6,1,生鮮果物,2955,0.9,1695,0.6,1861,0.6,2647,0.8,1980,0.4,2164,0.6,2165,0.6,3024,0.7,3896,1.4,3997,1.6
2,6,1,6,2,果物加工品,369,0.1,166,0.1,162,0,369,0.1,362,0.1,283,0.1,286,0.1,445,0.1,449,0.2,313,0.1
2,5,1,7,0,油脂・調味料,3708,1.1,2469,0.9,2933,0.9,3957,1.2,3614,0.7,3957,1.1,3521,0.9,4649,1.1,3712,1.3,3594,1.4
2,6,1,7,1,油脂,407,0.1,231,0.1,275,0.1,314,0.1,417,0.1,360,0.1,404,0.1,792,0.2,378,0.1,351,0.1
2,6,1,7,2,調味料,3301,1,2238,0.8,2658,0.8,3643,1.1,3196,0.6,3597,1,3117,0.8,3857,0.9,3334,1.2,3242,1.3
2,5,1,8,0,菓子類,6043,1.8,5716,2,6621,2,7268,2.2,6879,1.3,6300,1.7,6218,1.6,5711,1.4,5550,2,4756,1.9
2,5,1,9,0,調理食品,11161,3.3,8546,3.1,9174,2.8,8981,2.7,11817,2.2,10713,2.9,13840,3.6,14781,3.6,10698,3.9,10153,4.1
2,6,1,9,1,主食的調理食品,4686,1.4,4189,1.5,3920,1.2,3709,1.1,4980,0.9,4528,1.2,6090,1.6,6551,1.6,4268,1.5,4101,1.6
2,6,1,9,2,他の調理食品,6474,1.9,4356,1.6,5254,1.6,5272,1.6,6837,1.3,6184,1.7,7751,2,8230,2,6431,2.3,6052,2.4
2,5,1,10,0,飲料,5019,1.5,5136,1.8,4991,1.5,4604,1.4,5823,1.1,4881,1.3,7121,1.8,5738,1.4,4318,1.6,3868,1.6
2,6,1,10,1,茶類,1231,0.4,1016,0.4,972,0.3,811,0.2,1237,0.2,901,0.2,1879,0.5,1566,0.4,1231,0.4,1339,0.5
