項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,夫婦のみの世帯／実数（円）,夫婦のみの世帯／構成比（％）,夫婦と未婚の子供から成る世帯／実数（円）,夫婦と未婚の子供から成る世帯／構成比（％）,一人親と未婚の子供から成る世帯／実数（円）,一人親と未婚の子供から成る世帯／構成比（％）,一人親と未婚の子供から成る世帯／母親と20歳未満の子供のみの世帯／実数（円）,一人親と未婚の子供から成る世帯／母親と20歳未満の子供のみの世帯／構成比（％）,その他／実数（円）,その他／構成比（％）,（再掲）夫婦共働き世帯／実数（円）,（再掲）夫婦共働き世帯／構成比（％）
0,0,0,0,0,世帯数分布,10000,-,3829,-,4457,-,627,-,100,-,1088,-,3032,-
0,0,0,0,0,調査世帯数,735,-,284,-,331,-,45,-,8,-,75,-,216,-
0,0,0,0,0,世帯人員,2.94,-,2,-,3.66,-,2.25,-,3.1,-,3.67,-,3.26,-
0,0,0,0,0,有業人員,1.24,-,0.75,-,1.63,-,1.09,-,1,-,1.47,-,2.17,-
0,0,0,0,0,世帯主平均年齢,59.8,-,69,-,51.1,-,67.3,-,42.2,-,58.6,-,51.4,-
2,2,0,0,0,生計支出,297163,-,268894,-,334041,-,204596,-,227903,-,298905,-,323303,-
2,3,0,0,0,消費支出,297163,100,268894,100,334041,100,204596,100,227903,100,298905,100,323303,100
2,4,1,0,0,食料,82441,27.7,74830,27.8,90315,27,62904,30.7,76140,33.4,88228,29.5,82709,25.6
2,5,1,1,0,穀類,6473,2.2,5380,2,7425,2.2,4760,2.3,4796,2.1,7404,2.5,6307,2
2,6,1,1,1,米類,1937,0.7,1556,0.6,2213,0.7,1702,0.8,838,0.4,2287,0.8,1920,0.6
2,6,1,1,2,パン,2869,1,2441,0.9,3272,1,2006,1,2713,1.2,3220,1.1,2843,0.9
2,6,1,1,3,麺類,1332,0.4,1132,0.4,1566,0.5,746,0.4,841,0.4,1408,0.5,1248,0.4
2,6,1,1,4,他の穀類,335,0.1,251,0.1,374,0.1,306,0.1,405,0.2,489,0.2,296,0.1
2,5,1,2,0,魚介類,5932,2,6170,2.3,5654,1.7,5567,2.7,2467,1.1,6441,2.2,5080,1.6
2,6,1,2,1,生鮮魚介,3417,1.1,3620,1.3,3221,1,3416,1.7,1442,0.6,3507,1.2,2895,0.9
2,6,1,2,2,塩干魚介,1167,0.4,1240,0.5,1076,0.3,1051,0.5,320,0.1,1351,0.5,935,0.3
2,6,1,2,3,魚肉練製品,483,0.2,513,0.2,451,0.1,459,0.2,213,0.1,525,0.2,426,0.1
2,6,1,2,4,他の魚介加工品,864,0.3,797,0.3,905,0.3,641,0.3,493,0.2,1058,0.4,824,0.3
2,5,1,3,0,肉類,7641,2.6,6164,2.3,9040,2.7,4372,2.1,5052,2.2,8992,3,8044,2.5
2,6,1,3,1,生鮮肉,6093,2.1,4799,1.8,7313,2.2,3281,1.6,3963,1.7,7269,2.4,6427,2
2,6,1,3,2,加工肉,1548,0.5,1365,0.5,1727,0.5,1091,0.5,1088,0.5,1723,0.6,1616,0.5
2,5,1,4,0,乳卵類,4243,1.4,3994,1.5,4400,1.3,3702,1.8,5975,2.6,4789,1.6,3711,1.1
2,6,1,4,1,牛乳,1488,0.5,1425,0.5,1602,0.5,1052,0.5,1509,0.7,1495,0.5,1133,0.4
2,6,1,4,2,乳製品,1973,0.7,1850,0.7,1975,0.6,2029,1,3656,1.6,2360,0.8,1819,0.6
2,6,1,4,3,卵,783,0.3,719,0.3,823,0.2,622,0.3,810,0.4,934,0.3,758,0.2
2,5,1,5,0,野菜・海藻,10684,3.6,10991,4.1,10414,3.1,9232,4.5,6764,3,11550,3.9,9177,2.8
2,6,1,5,1,生鮮野菜,7622,2.6,7951,3,7427,2.2,6524,3.2,4789,2.1,7896,2.6,6611,2
2,6,1,5,2,乾物・海藻,725,0.2,741,0.3,704,0.2,475,0.2,288,0.1,894,0.3,577,0.2
2,6,1,5,3,大豆加工品,1157,0.4,1138,0.4,1135,0.3,1203,0.6,1049,0.5,1288,0.4,993,0.3
2,6,1,5,4,他の野菜・海藻加工品,1181,0.4,1161,0.4,1148,0.3,1030,0.5,638,0.3,1473,0.5,996,0.3
2,5,1,6,0,果物,3211,1.1,3613,1.3,2870,0.9,2785,1.4,2812,1.2,3443,1.2,2394,0.7
2,6,1,6,1,生鮮果物,2873,1,3272,1.2,2585,0.8,2378,1.2,2381,1,2937,1,2180,0.7
2,6,1,6,2,果物加工品,338,0.1,341,0.1,285,0.1,407,0.2,431,0.2,506,0.2,214,0.1
2,5,1,7,0,油脂・調味料,3738,1.3,3400,1.3,3967,1.2,2878,1.4,2605,1.1,4486,1.5,3416,1.1
2,6,1,7,1,油脂,448,0.2,384,0.1,482,0.1,391,0.2,241,0.1,565,0.2,379,0.1
2,6,1,7,2,調味料,3290,1.1,3016,1.1,3485,1,2487,1.2,2364,1,3920,1.3,3037,0.9
2,5,1,8,0,菓子類,5293,1.8,4229,1.6,6331,1.9,4255,2.1,7360,3.2,5388,1.8,5378,1.7
2,5,1,9,0,調理食品,10066,3.4,9050,3.4,10714,3.2,9453,4.6,12341,5.4,11338,3.8,10104,3.1
2,6,1,9,1,主食的調理食品,4234,1.4,3896,1.4,4462,1.3,3949,1.9,5943,2.6,4652,1.6,4389,1.4
2,6,1,9,2,他の調理食品,5832,2,5154,1.9,6252,1.9,5504,2.7,6398,2.8,6686,2.2,5715,1.8
2,5,1,10,0,飲料,4712,1.6,3860,1.4,5330,1.6,4439,2.2,6321,2.8,5336,1.8,4903,1.5
2,6,1,10,1,茶類,1169,0.4,1163,0.4,1106,0.3,1076,0.5,1138,0.5,1505,0.5,1006,0.3
2,6,1,10,2,コーヒー・ココア,937,0.3,816,0.3,1040,0.3,768,0.4,1731,0.8,1041,0.3,1112,0.3
2,6,1,10,3,他の飲料,2605,0.9,1882,0.7,3184,1,2594,1.3,3452,1.5,2790,0.9,2785,0.9
2,5,1,11,0,酒類,3756,1.3,4153,1.5,3680,1.1,1277,0.6,743,0.3,4100,1.4,3372,1
2,5,1,12,0,外食,16691,5.6,13825,5.1,20491,6.1,10184,5,18902,8.3,14961,5,20823,6.4
2,6,1,12,1,一般外食,15767,5.3,13825,5.1,18785,5.6,9517,4.7,14740,6.5,13835,4.6,19594,6.1
2,6,1,12,2,学校給食,924,0.3,-,-,1706,0.5,667,0.3,4162,1.8,1125,0.4,1229,0.4
2,4,2,0,0,住居,22305,7.5,20049,7.5,25572,7.7,16452,8,34059,14.9,20238,6.8,26455,8.2
2,5,2,1,0,家賃地代,13641,4.6,8172,3,18342,5.5,15680,7.7,33886,14.9,12457,4.2,20349,6.3
2,5,2,2,0,設備修繕・維持,8665,2.9,11877,4.4,7230,2.2,773,0.4,173,0.1,7781,2.6,6106,1.9
2,6,2,2,1,設備材料,1766,0.6,3000,1.1,764,0.2,382,0.2,173,0.1,2324,0.8,1522,0.5
2,6,2,2,2,工事その他のサービス,6899,2.3,8877,3.3,6467,1.9,390,0.2,-,-,5457,1.8,4584,1.4
2,4,3,0,0,光熱・水道,18218,6.1,16200,6,19638,5.9,16400,8,17276,7.6,20553,6.9,17846,5.5
2,5,3,1,0,電気代,7448,2.5,6924,2.6,7855,2.4,6315,3.1,4833,2.1,8277,2.8,7274,2.2
2,5,3,2,0,ガス代,5023,1.7,4483,1.7,5502,1.6,4324,2.1,4226,1.9,5365,1.8,4805,1.5
2,5,3,3,0,他の光熱,55,0,25,0,80,0,149,0.1,-,-,6,0,85,0
2,5,3,4,0,上下水道料,5692,1.9,4768,1.8,6202,1.9,5611,2.7,8217,3.6,6904,2.3,5683,1.8
2,4,4,0,0,家具・家事用品,11722,3.9,8988,3.3,14944,4.5,5687,2.8,6816,3,11618,3.9,16912,5.2
2,5,4,1,0,家庭用耐久財,4417,1.5,3285,1.2,6416,1.9,353,0.2,-,-,2555,0.9,8082,2.5
2,6,4,1,1,家事用耐久財,1885,0.6,1420,0.5,2711,0.8,353,0.2,-,-,1018,0.3,2069,0.6
2,6,4,1,2,冷暖房用器具,985,0.3,1633,0.6,516,0.2,-,-,-,-,1199,0.4,1558,0.5
2,6,4,1,3,一般家具,1547,0.5,232,0.1,3189,1,-,-,-,-,338,0.1,4455,1.4
2,5,4,2,0,室内装備・装飾品,1206,0.4,483,0.2,1541,0.5,72,0,165,0.1,3035,1,2202,0.7
2,5,4,3,0,寝具類,336,0.1,399,0.1,310,0.1,6,0,38,0,407,0.1,279,0.1
2,5,4,4,0,家事雑貨,1989,0.7,1691,0.6,2269,0.7,1551,0.8,2252,1,2139,0.7,2354,0.7
2,5,4,5,0,家事用消耗品,2931,1,2314,0.9,3322,1,3262,1.6,4257,1.9,3311,1.1,2856,0.9
2,5,4,6,0,家事サービス,842,0.3,816,0.3,1085,0.3,442,0.2,103,0,171,0.1,1138,0.4
2,4,5,0,0,被服及び履物,12324,4.1,9962,3.7,14945,4.5,10234,5,15704,6.9,11105,3.7,14535,4.5
2,5,5,1,0,和服,43,0,52,0,53,0,-,-,-,-,-,-,16,0
2,5,5,2,0,洋服,4660,1.6,3094,1.2,6262,1.9,3754,1.8,3926,1.7,4129,1.4,6168,1.9
2,6,5,2,1,男子用洋服,1498,0.5,869,0.3,2263,0.7,560,0.3,311,0.1,1122,0.4,1949,0.6
